x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,2.74719e-13,-3.53907e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,7.43978e-13,-1.1702e-17
0.00823784,0.0522073,0,288.9,101350,851.84,1.87876e-12,-1.4231e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,4.26851e-12,-6.62743e-18
0.0164757,0.0544146,0,288.9,101350,851.84,9.28126e-12,-5.50336e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.30112e-11,4.52054e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.04683e-11,8.43118e-19
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.70334e-10,3.27521e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.14704e-09,5.49368e-18
0.0370703,0.0599329,0,288.9,101350,851.84,5.07221e-09,1.48074e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.12105e-08,-3.79732e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,8.15125e-08,1.63079e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.16276e-07,1.3992e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,2.07134e-06,-1.09939e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.28833e-05,-8.29298e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,7.99843e-05,1.56527e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000424887,2.30087e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00222202,3.01525e-17
0.0741405,0.0698659,2.1684e-19,288.91,101361,851.828,0.0122519,8.04773e-18
0.0782595,0.0709696,4.33681e-19,288.95,101404,851.781,0.064513,0
0.0823784,0.0720732,4.33681e-19,289.109,101561,851.595,0.27167,-1.00575e-19
0.0864973,0.0731769,9.48677e-19,289.837,102335,850.707,1.59976,-5.32374e-18
0.0906162,0.0742805,-4.33681e-19,293.879,105674,845.866,6.30649,-3.72456e-17
0.0947351,0.0753842,2.1684e-19,299.331,113394,838.754,21.7319,-3.78997e-19
0.0988541,0.0764879,4.33681e-19,327.552,139351,802.111,53.0754,1.94952e-18
0.102973,0.0775915,1.6263e-19,338.489,168303,782.784,107.088,5.05783e-18
0.107092,0.0786952,-1.6263e-19,365.482,210660,741.001,144.245,3.13713e-18
0.111211,0.0797988,8.55503e-20,379.052,234187,720.667,162.315,6.74181e-17
0.11533,0.0809025,1.0842e-19,378.74,239675,716.581,179.765,1.24763e-17
0.119449,0.0820062,0,381.07,246651,710.263,187.213,1.7691e-17
0.123568,0.0831098,2.1684e-19,382.46,250813,708.097,187.702,9.14046e-18
0.127686,0.0842135,4.33681e-19,382.483,251225,708.363,188.189,0
0.131805,0.0853171,2.1684e-19,382.57,251145,708.426,188.605,0
0.135924,0.0864208,0,382.553,250697,708.524,189.191,0
0.140043,0.0875245,-2.98156e-19,382.238,249871,708.876,189.906,-1.64009e-18
0.144162,0.0886281,-3.79471e-19,381.972,249351,709.022,190.277,1.11073e-17
0.148281,0.0897318,6.36969e-19,381.907,249263,708.972,190.257,-4.8503e-19
0.1524,0.0908355,2.1684e-19,382.027,249482,708.799,190.048,3.63633e-17
0.156519,0.0919391,4.33681e-19,382.235,249792,708.578,189.809,5.60977e-19
0.160638,0.0930428,0,382.436,250041,708.316,189.743,0
0.164757,0.0941464,7.58942e-19,382.532,250207,708.12,189.775,-3.14605e-18
0.168876,0.0952501,1.0842e-19,382.528,250258,708.062,189.83,-7.69214e-17
0.172995,0.0963538,5.42101e-20,382.509,250262,708.099,189.815,0
0.177114,0.0974574,1.0842e-19,382.485,250236,708.212,189.783,-3.25728e-18
0.181232,0.0985611,8.13152e-19,382.476,250177,708.37,189.799,-5.43294e-18
0.185351,0.0996647,-4.33681e-19,382.497,250117,708.434,189.874,4.80022e-17
0.18947,0.100768,-2.1684e-19,382.536,250110,708.406,189.941,-2.0893e-17
0.193589,0.101872,1.0842e-19,382.582,250142,708.317,189.964,-3.92594e-17
0.197708,0.102976,-2.1684e-19,382.597,250205,708.185,189.947,3.32826e-17
