x,y,z,T,p,U_0,U_1,U_2
-0.15242,0.05,0,288.9,101350,851.84,0,0
-0.146069,0.05,2.1684e-19,288.9,101350,851.84,5.85544e-14,0
-0.139718,0.05,1.0842e-19,288.9,101350,851.84,-8.29657e-14,0
-0.133368,0.05,2.1684e-19,288.9,101350,851.84,-7.76752e-14,0
-0.127017,0.05,4.33681e-19,288.9,101350,851.84,7.03437e-14,0
-0.120666,0.05,8.67362e-19,288.9,101350,851.84,5.6285e-14,0
-0.114315,0.05,8.67362e-19,288.9,101350,851.84,-1.15597e-13,0
-0.107964,0.05,1.0842e-18,288.9,101350,851.84,-1.65945e-13,0
-0.101613,0.05,6.50521e-19,288.9,101350,851.84,-3.33228e-13,0
-0.0952625,0.05,4.33681e-19,288.9,101350,851.84,-3.57176e-13,0
-0.0889117,0.05,6.50521e-19,288.9,101350,851.84,-2.83571e-13,0
-0.0825608,0.05,4.33681e-19,288.9,101350,851.84,-2.45335e-13,0
-0.07621,0.05,2.1684e-19,288.9,101350,851.84,-3.08298e-13,0
-0.0698592,0.05,2.1684e-19,288.9,101350,851.84,-3.18704e-13,0
-0.0635083,0.05,-3.25261e-19,288.9,101350,851.84,-5.51342e-13,0
-0.0571575,0.05,-2.1684e-19,288.9,101350,851.84,-4.34906e-13,0
-0.0508067,0.05,3.25261e-19,288.9,101350,851.84,-3.95288e-13,0
-0.0444558,0.05,0,288.9,101350,851.84,-3.53825e-13,0
-0.038105,0.05,3.38271e-19,288.9,101350,851.84,-4.88086e-13,0
-0.0317542,0.05,-2.1684e-19,288.9,101350,851.84,-7.33087e-13,0
-0.0254033,0.05,-2.1684e-19,288.9,101350,851.84,-8.19413e-13,0
-0.0190525,0.05,2.71051e-19,288.9,101350,851.84,-9.74956e-13,0
-0.0127017,0.05,-2.1684e-19,288.9,101350,851.84,-9.71428e-13,0
-0.00635083,0.05,2.71051e-19,288.9,101350,851.84,-6.65757e-13,0
-4.45316e-19,0.05,2.1684e-19,288.9,101350,851.84,2.74719e-13,-3.53907e-18
