distance,T,p,U_0,U_1,U_2
0,338.614,3305.88,2.28364,-0.818607,0
0.00153939,338.543,3323.39,9.05631,-0.975219,0
0.00307879,333.309,3350.32,-8.99075,4.43506,0
0.00461818,329.145,3276.7,-54.147,4.61896,0
0.00615758,324.679,3135.19,-105.129,-6.89091,0
0.00769697,321.76,3077.63,-134.927,-5.91754,0
0.00923636,319.42,3056.91,-155.731,-2.8068,0
0.0107758,317.131,3062.28,-171.987,-1.21154,0
0.0123152,315.885,3131.04,-182.178,0.91956,0
0.0138545,315.964,3229.94,-183.194,3.19145,0
0.0153939,316.638,3418.58,-181.221,1.75529,0
0.0169333,318.046,3671.29,-173.535,0.113439,0
0.0184727,319.053,3865.85,-165.419,-0.782629,0
0.0200121,320.547,4198.78,-148.087,-2.02404,0
0.0215515,321.929,4461.47,-133.226,-2.67051,0
0.0230909,324.02,4916.74,-106.914,-3.24825,0
0.0246303,325.772,5284.4,-88.2766,-3.34666,0
0.0261697,328.022,5739.29,-67.7692,-4.37286,0
0.0277091,330.804,6464.72,-37.026,-3.16713,0
0.0292485,330.951,6917.38,-23.6476,-4.04766,0
0.0307879,331.239,7401.12,12.8397,-7.30246,0
0.0323273,331.241,7987.68,34.352,-4.88517,0
0.0338667,330.815,8850.75,68.8606,-4.03979,0
0.0354061,329.759,9412.58,91.6077,-3.43378,0
0.0369455,327.688,9936.29,113.42,-3.59982,0
0.0384848,325.757,10408.8,135.602,-2.89877,0
0.0400242,322.829,10830.5,155.45,-3.20312,0
0.0415636,320.032,11207.9,175.641,-2.70899,0
0.043103,316.867,11520.8,195.126,-2.39487,0
0.0446424,312.747,11698.4,213.375,-2.10687,0
0.0461818,309.775,11945.2,227.954,-1.6337,0
0.0477212,307.807,12279.1,239.364,-1.50901,0
0.0492606,305.24,12448.3,253.3,-1.37754,0
0.0508,304.024,12531.7,259.976,-1.3884,0
0.0523394,301.527,12622.2,272.064,-1.05885,0
0.0538788,298.626,12643.5,282.852,-0.945861,0
0.0554182,296.514,12719.9,291.036,-0.68625,0
0.0569576,294.649,12756.1,298.297,-0.618465,0
0.058497,293.465,12711.9,302.91,-0.59681,0
0.0600364,291.629,12614.7,311.643,-0.461621,0
0.0615758,290.943,12699.2,316.882,-0.261451,0
0.0631152,290.823,12797.8,318.548,-0.196869,0
0.0646545,290.188,12952.8,322.69,-0.309942,0
0.0661939,288.965,12964.3,327.956,-0.260682,0
0.0677333,288.226,12953,330.357,-0.219705,0
0.0692727,286.677,12908.7,334.437,-0.169962,0
0.0708121,285.937,12876.7,336.203,-0.151129,0
0.0723515,284.708,12832.5,339.393,-0.0949532,0
0.0738909,284.702,12877.6,341.525,0.0302238,0
0.0754303,284.805,12918.4,342.381,0.0422322,0
0.0769697,284.64,12962,345.009,-0.0350836,0
0.0785091,284.44,12968.9,346.511,-0.0417703,0
0.0800485,284.411,12995.8,349.06,0.00388913,0
0.0815879,284.525,13025.9,349.87,0.0079907,0
0.0831273,284.631,13062.9,350.347,0.0478663,0
0.0846667,284.554,13148.5,351.174,-0.0427632,0
0.0862061,284.364,13149.3,352.003,-0.0964966,0
0.0877455,283.533,13054.7,355.399,-0.0659151,0
0.0892848,283.281,12965.7,357.537,-0.0308854,0
0.0908242,283.405,12939.5,358.224,0.00926525,0
0.0923636,284.082,13011.2,356.843,0.0916876,0
0.093903,284.561,13096.1,354.764,0.167191,0
0.0954424,284.432,13164.8,353.8,0.0464727,0
0.0969818,283.945,13149.2,354.412,0.0173953,0
0.0985212,283.534,13116.3,355.118,0.0282207,0
0.100061,282.998,13084.1,355.803,0.0157702,0
0.1016,282.74,13043,356.77,0.0879305,0
0.103139,282.619,13025.8,357.189,0.095678,0
0.104679,282.484,13005.6,357.554,0.127021,0
0.106218,282.513,13006.3,357.942,0.0768901,0
0.107758,282.601,13027.7,357.769,0.181149,0
0.109297,282.749,13056.1,357.462,0.18665,0
0.110836,283.066,13101.7,357.175,0.199327,0
0.112376,283.537,13163.7,356.982,0.169973,0
0.113915,284.629,13314.7,356.214,0.14779,0
0.115455,285.21,13402.1,355.738,0.1052,0
0.116994,285.225,13467,355.456,0.139004,0
0.118533,285.124,13493.6,355.55,0.105506,0
0.120073,284.972,13493.4,355.702,0.0746701,0
0.121612,284.792,13483.6,355.989,0.0565862,0
0.123152,284.601,13461.2,356.406,0.0341936,0
0.124691,284.558,13403.6,357.184,0.0577826,0
0.12623,284.566,13381.6,357.069,0.0719114,0
0.12777,284.527,13360.8,356.943,0.0877182,0
0.129309,284.459,13343.7,356.848,0.0826707,0
0.130848,284.484,13325.2,357,0.0590466,0
0.132388,284.632,13313.2,357.351,0.0955171,0
0.133927,284.822,13304.5,357.363,0.155819,0
0.135467,284.948,13291.2,357.209,0.170577,0
0.137006,285.033,13290.5,356.822,0.225224,0
0.138545,285.097,13290.9,356.223,0.369548,0
0.140085,285.404,13305.1,355.6,0.225563,0
0.141624,285.929,13329.6,355.366,0.143017,0
0.143164,286.469,13363.9,355.135,0.115104,0
0.144703,286.884,13406.5,354.809,0.0997235,0
0.146242,287.149,13447.3,354.492,0.0918086,0
0.147782,287.387,13482.1,354.162,0.106884,0
0.149321,287.634,13503.6,353.847,0.0606035,0
0.150861,287.954,13513.9,353.524,0.110115,0
0.1524,288.19,13504.2,353.273,0.131635,0
