# Residuals                 
# Time                      	p                           	Ux                          	Uy                          	e                           	k                           	omega                       
2.21785e-08                 	1.06443670671440047673e-09	2.06136758833450565127e-10	1.29961779246052812508e-09	1.27474533331343693291e-08	4.36585305805420001377e-07	1.46027859140114531360e-11
2.22678e-08                 	1.07486397077790138149e-09	2.05504102831053411498e-10	1.29505281509654688503e-09	1.25670912673054781254e-08	4.40657008178031478319e-07	1.47388271997473291532e-11
2.23577e-08                 	1.08424877096790197904e-09	2.04872660850242404776e-10	1.30176893843304940757e-09	1.26580351558077065924e-08	4.43576309569809238171e-07	1.48362970114053912432e-11
2.2448e-08                  	1.09104323409477740458e-09	2.03787701559462973075e-10	1.28765718812674731629e-09	1.34299128744983928030e-08	4.45722540716161115136e-07	1.49078972660746068494e-11
2.25387e-08                 	1.09524658017935197091e-09	2.39909264236482759260e-10	1.44982556881953702171e-09	1.40274468312691698173e-08	4.47470884037050385669e-07	1.49661922694785057646e-11
2.26297e-08                 	1.09874390530697478657e-09	2.42966923394348278778e-10	1.42460639749249109687e-09	1.40030766904517046553e-08	4.49005669794226035747e-07	1.50173500761672161304e-11
2.2721e-08                  	1.10356138662673166525e-09	2.41139144979517997896e-10	1.39958563119655449146e-09	1.38180021695547795480e-08	4.50563970292421271207e-07	1.50693036832774789768e-11
2.28129e-08                 	1.11442806314656660441e-09	2.39419800174235126755e-10	1.37518739458624938723e-09	1.41194978520880450216e-08	4.53550915936032041062e-07	1.51690768143459367411e-11
2.29028e-08                 	1.09277495945831778826e-09	9.70138860833368735725e-11	5.50199725150517752328e-10	1.50843862892449913869e-08	4.43624254926525372120e-07	1.48366802128460796333e-11
2.29821e-08                 	9.68218134141092107222e-10	7.95067974637979313984e-11	4.57293892742303328295e-10	1.07897015798922072841e-08	3.91465692741404590967e-07	1.30911763781624002279e-11
2.30585e-08                 	9.31856485296982119874e-10	6.86975338540685676165e-11	2.74467319116881854905e-10	1.17218262375725847688e-08	3.76618578352037504138e-07	1.25944562717985282056e-11
2.31291e-08                 	8.61845874063586160120e-10	3.33314990231833026979e-11	1.02529843149473242925e-10	9.61481133291572329757e-09	3.48324318621556460873e-07	1.16478549659993701422e-11
2.3194e-08                  	7.94767064899092228601e-10	3.03980671895939664563e-11	9.71157717958769749008e-11	7.59562095642500936625e-09	3.20547694935295363071e-07	1.07186837700025478206e-11
2.32546e-08                 	7.41447918670989069727e-10	2.78498191536087273723e-11	8.81631187080726524163e-11	6.68971320071105297192e-09	2.99087288194826494058e-07	1.00008920859292771185e-11
2.33098e-08                 	6.74882825731447713251e-10	2.48662418651662280234e-11	7.79577714641068279956e-11	5.97032884008923934835e-09	2.72082584830166497944e-07	9.09767945991309336331e-12
2.33636e-08                 	6.58406620363440250344e-10	2.39098800161908034612e-11	7.46064765679886303506e-11	5.72436493202133298645e-09	2.65480609812262037470e-07	8.87698572696683685902e-12
2.34183e-08                 	6.68521865455321483677e-10	2.38801968436981485014e-11	7.35252772126157494588e-11	5.66416730429426912948e-09	2.69882247629002090882e-07	9.02432980906810647095e-12
2.34738e-08                 	6.78764719066366077752e-10	2.40298527957841954923e-11	7.93908481053847697249e-11	5.62936220941341459687e-09	2.74245627978460196993e-07	9.17034527588284616768e-12
2.35309e-08                 	6.96033178440882754417e-10	2.41505925778937030173e-11	7.34773164403608204447e-11	5.63295928786768502439e-09	2.81688651862695651785e-07	9.41934314571059872126e-12
2.35917e-08                 	7.41543164203566663983e-10	8.59475176095617550324e-11	1.28774575275524474985e-10	5.83702591763172325589e-09	3.00124631903883767730e-07	1.00360565839751818651e-11
2.36584e-08                 	8.10793763235354268206e-10	9.03006924800286644226e-11	1.43746512768476144805e-10	6.33964607248188696890e-09	3.29024474752035126007e-07	1.10028075356861688523e-11
2.37327e-08                 	9.00168613558672356349e-10	9.75375039344078993104e-11	1.55615903309521958789e-10	7.08250768568954200348e-09	3.66300379116559293444e-07	1.22497823246359719307e-11
2.38159e-08                 	1.00991947723870042946e-09	8.67273303052747182662e-11	1.54290266117791762805e-10	7.83658811318701293737e-09	4.10993267947356636703e-07	1.37449369043625368415e-11
2.3909e-08                  	1.12422176525699609881e-09	1.13976577599092614010e-10	1.90764449026355704693e-10	8.67686704054581563357e-09	4.59109426491853154884e-07	1.53546730507597930466e-11
2.39949e-08                 	1.04097621075951406303e-09	1.06796365975968301094e-10	1.78943192904164669657e-10	8.04478440549868411749e-09	4.24128169061188338703e-07	1.41834909709966731657e-11
2.40743e-08                 	9.62439981519096672097e-10	9.79056262871690326320e-11	1.64604436244202568146e-10	7.46285786421226051254e-09	3.91696014035079962303e-07	1.30980586166822870096e-11
2.41519e-08                 	9.39845423279322263477e-10	9.51767518303587112579e-11	1.60262581766720619301e-10	7.35573227432973895553e-09	3.82709646097074531971e-07	1.27973367045005986217e-11
2.42305e-08                 	9.52830611838977737484e-10	1.19372071276561954293e-10	2.00607004162635439248e-10	7.51584306373978731321e-09	3.87972873036389850846e-07	1.29734228256551164249e-11
2.43124e-08                 	9.92211124809988316764e-10	1.23526379542053209129e-10	2.06988424451133522574e-10	7.92147073316045455459e-09	4.04281615306764892938e-07	1.35190753823539158919e-11
2.43956e-08                 	1.00750582420191741042e-09	1.24075245098326999379e-10	2.09119093447701978420e-10	8.18947227075032253650e-09	4.10511444496429690085e-07	1.37274715226708750174e-11
2.44856e-08                 	1.08800129237299601721e-09	1.32963746880171873465e-10	2.25391872685272147832e-10	8.98821288984093086809e-09	4.43955675011109466479e-07	1.48465412581777153218e-11
2.45936e-08                 	1.30259603800664151601e-09	2.14822246217384491851e-10	4.29416939573040768042e-10	1.12675711267350094187e-08	5.32745013774735844115e-07	1.78180255372862618704e-11
2.47231e-08                 	1.55762787753619993877e-09	2.65884364112466864866e-10	5.56699401871285996638e-10	1.36203313840550600088e-08	6.39290723514265549993e-07	2.13845582629869433315e-11
2.48649e-08                 	1.70179552243670343228e-09	2.89927493829643149712e-10	6.08368088592681652199e-10	1.50077493279774674217e-08	6.99446117075602272591e-07	2.33983459026008493244e-11
2.50067e-08                 	1.70619099989021533491e-09	2.84949400886083263394e-10	6.69709093111470309997e-10	1.58656334528277345069e-08	6.99801559711022534540e-07	2.34098865882219422504e-11
2.51486e-08                 	1.70779522880443521072e-09	2.82813260660264378061e-10	6.48156387303617034083e-10	1.51179461599866097561e-08	7.00138523805328496283e-07	2.34213151748343141173e-11
2.52905e-08                 	1.71097878508450299826e-09	2.80924331362490703873e-10	6.36929386321588783058e-10	1.69265373224243135590e-08	7.00454581292396087688e-07	2.34323684121894406721e-11
2.54325e-08                 	1.70919477385552039131e-09	3.56312507670660115559e-10	1.09628213709044687450e-09	1.58887389177241862777e-08	7.00746458020470338576e-07	2.34427574643344768901e-11
2.55746e-08                 	1.70977255817994106686e-09	4.07455602463280895756e-10	1.10109414023216085959e-09	1.34394611360389045454e-08	7.01006513404773175088e-07	2.34519399615256284047e-11
2.56465e-08                 	8.74460831510390101790e-10	2.52639028298449764136e-10	5.62319519392746766933e-10	7.23655829825380058777e-09	3.55046066727083780667e-07	1.18715114014174953209e-11
2.57002e-08                 	6.57485550949675927501e-10	1.52290573048604421461e-10	3.15573907990573846676e-10	5.84199368230376114120e-09	2.64635230291252094441e-07	8.84771607055108131579e-12
2.57518e-08                 	6.32796532262803413266e-10	1.46461157970646656236e-10	3.06829439455588134686e-10	5.44974219416485839222e-09	2.54595311593162933144e-07	8.51225269367884867828e-12
2.58137e-08                 	7.54860374022732255250e-10	2.16116912633638418138e-10	4.27022756491555598166e-10	5.90056974409635938786e-09	3.05513264644141102830e-07	1.02154861549659189534e-11
2.58834e-08                 	8.46098013893250489011e-10	3.26103122923851164923e-10	8.53755343120866196883e-10	6.64498747539704984336e-09	3.44356135116186295024e-07	1.15142849570907643885e-11
2.59672e-08                 	1.01432119436481722740e-09	3.24904388488247605906e-10	8.45682811287942057456e-10	7.73737754924826865867e-09	4.13224276387558380069e-07	1.38169460550970563902e-11
2.60677e-08                 	1.21353355453944326992e-09	3.87663071906798818687e-10	1.01380398663932103710e-09	9.73373133812097757905e-09	4.95865806134522423340e-07	1.65794413657014630782e-11
2.61515e-08                 	1.01693624226270831816e-09	3.65018809763719756160e-10	8.70611755329313750336e-10	8.58708830706121348931e-09	4.13711370178030559525e-07	1.38278873186603181802e-11
2.62321e-08                 	9.77108605731525280676e-10	3.12137259539426418913e-10	8.33334934168513103084e-10	7.99323211208015927379e-09	3.97545589794449032473e-07	1.32853620859226782920e-11
2.63164e-08                 	1.02187860558539187424e-09	3.25183792163069171075e-10	8.77455252521040769749e-10	7.95130413290493260857e-09	4.16002811845873887387e-07	1.39010847356578201901e-11
2.64087e-08                 	1.11508307631026813985e-09	3.94464122220860883200e-10	1.13210753568197630633e-09	8.30660483566095822232e-09	4.55531488773980856639e-07	1.52215633323113592837e-11
2.6504e-08                  	1.15046566301584298367e-09	4.15243410237785264361e-10	1.21151410545474468456e-09	8.60874620811540416183e-09	4.70403735581940777642e-07	1.57177849484342449728e-11
2.65955e-08                 	1.10536429172119357112e-09	4.07086948338501288894e-10	1.20547145880069840095e-09	8.35561318232368926317e-09	4.51457168999667322683e-07	1.50839835291122534198e-11
2.66852e-08                 	1.08586786907373050967e-09	4.10445113674447429863e-10	1.23834418598210225252e-09	8.35829477448713185338e-09	4.42594893820811781076e-07	1.47876042379701408442e-11
2.67741e-08                 	1.07719261460185403013e-09	4.07622960827262800395e-10	1.24637118235253081216e-09	8.21171692138684251700e-09	4.38482009927805878149e-07	1.46504296924665705452e-11
2.68626e-08                 	1.07579229892916938120e-09	4.06338868364329537647e-10	1.26499859433605823085e-09	8.11162870931908547556e-09	4.36533523351038167224e-07	1.45859335511297298572e-11
2.69508e-08                 	1.07564696388045418551e-09	4.03315502923683494257e-10	1.25348602400357963532e-09	8.20725741276562160163e-09	4.35695091141843181784e-07	1.45581699149619519396e-11
2.70391e-08                 	1.07646956833122086511e-09	4.01065116744799306658e-10	1.25536385823100159784e-09	8.47737073446128345266e-09	4.35481910235334365799e-07	1.45514745876882250046e-11
2.71274e-08                 	1.07572451925131423347e-09	3.98547520525195478415e-10	1.25922340040171857777e-09	8.51665361176258095894e-09	4.35540821473021692779e-07	1.45538665169922285489e-11
2.72157e-08                 	1.07468556821175034077e-09	3.95694989510047330424e-10	1.26374467959767091428e-09	8.21258970232747818339e-09	4.35677779000451823633e-07	1.45587330923562063961e-11
2.7304e-08                  	1.07637921372137344698e-09	3.45940941408452988119e-10	1.14944574806316640384e-09	8.19003298972476390026e-09	4.35823041805863666062e-07	1.45637450215996789827e-11
2.73923e-08                 	1.07908660778625358221e-09	4.21788434654131441797e-10	1.36405837501331744385e-09	8.03823755639272080483e-09	4.35794474907780075748e-07	1.45628644398892713598e-11
2.74806e-08                 	1.08194752278413369464e-09	4.22444989652984900929e-10	1.37027954426839254609e-09	8.40784256997741617441e-09	4.35690603656001735081e-07	1.45594346426979251612e-11
2.75511e-08                 	8.68699537201901546436e-10	2.96303389861600746842e-10	9.52010983197519727293e-10	8.55658434053935912214e-09	3.47680437682926028669e-07	1.16169303396690178677e-11
2.76097e-08                 	7.28256847260737898091e-10	3.52499184667484727649e-10	9.55729772894766298679e-10	8.03305338362987599361e-09	2.89483174505730227408e-07	9.67188839624088273850e-12
2.76623e-08                 	6.55756122352246995653e-10	3.01662256722229932051e-10	9.11644420485157259440e-10	8.71765188840656633743e-09	2.59524018268245806102e-07	8.67090636617288566235e-12
2.77254e-08                 	7.81705510801554493091e-10	3.69690333569898435911e-10	1.16947881155944085533e-09	8.80215792955675548867e-09	3.11428209721111591611e-07	1.04063618730144421704e-11
2.78012e-08                 	9.32943813291354243125e-10	5.10504755690565872782e-10	1.96314266573838410471e-09	1.02473810223266864146e-08	3.73712958878769166653e-07	1.24894133085326451717e-11
2.7888e-08                  	1.06895596890048116760e-09	5.50161685501875241433e-10	2.12872520620062742107e-09	1.19896691953132084753e-08	4.28431974888104191327e-07	1.43198835371701728274e-11
2.79649e-08                 	9.47838749721187525985e-10	5.27613397937652771449e-10	2.07536469213805360216e-09	1.02790413381316586023e-08	3.79475952056267221444e-07	1.26826287259829794775e-11
2.80372e-08                 	8.92569178888436985406e-10	5.00059315486317552639e-10	2.01077026348415918184e-09	9.78112839378770776971e-09	3.56884276029328360269e-07	1.19259596575300771530e-11
2.81092e-08                 	8.87277389996842978379e-10	5.10527036060382079706e-10	2.15505017937961815240e-09	1.01676968942929415996e-08	3.55020297411931052155e-07	1.18631615401372745312e-11
2.81799e-08                 	8.72185934598205548646e-10	4.49038081110785493361e-10	1.84528978445072489819e-09	1.02669323615603463556e-08	3.48941208349122087111e-07	1.16597222528023291912e-11
2.82545e-08                 	9.19657510213123993578e-10	4.71030327272611189626e-10	1.93935177891095095940e-09	1.08305307227384427632e-08	3.68093418348341472609e-07	1.22998526111290085518e-11
2.83361e-08                 	1.00748733797544726682e-09	5.18097414759150919871e-10	2.42478428202527481787e-09	1.16814611055490057338e-08	4.02639930496196527849e-07	1.34548213400700349973e-11
2.84217e-08                 	1.05810602675938912677e-09	5.81837645468706573428e-10	2.67139634077404783408e-09	1.23360405076530784257e-08	4.22471750924615175576e-07	1.41181395899283256342e-11
2.85073e-08                 	1.06216489103567753285e-09	5.73400282968237137388e-10	2.74904013330526546694e-09	1.25926550237072873993e-08	4.22330215687455099409e-07	1.41137582598537406123e-11
2.85929e-08                 	1.06822873717583717423e-09	5.08011634974256930031e-10	2.77218638364127813445e-09	1.32012123385928030669e-08	4.22620801766886480399e-07	1.41239453917726806649e-11
2.86784e-08                 	1.07064008591182104416e-09	3.88496127818011725402e-10	2.21665937838926449105e-09	1.40663407460491160179e-08	4.22151974106659254462e-07	1.41089510184165758935e-11
2.87765e-08                 	1.22912278925778759832e-09	4.17738883054751399569e-10	2.34918861969430163808e-09	1.64050538056861364117e-08	4.84083750880080865994e-07	1.61813554835035175107e-11
2.88504e-08                 	9.29243851040860364596e-10	3.40143687501597712646e-10	1.91799782814339998623e-09	1.32612977708717721542e-08	3.64645892018842989347e-07	1.21873900280504614032e-11
2.89124e-08                 	7.83629573794581726758e-10	2.35355296673367076333e-10	1.44278079843260596172e-09	1.18111911632122312404e-08	3.05986489458123458701e-07	1.02272390482018925223e-11
2.89701e-08                 	7.28668937734595659394e-10	2.08674522621492254174e-10	1.25331171958977083617e-09	1.01948868696242404408e-08	2.84719568098042362049e-07	9.51542815795424038022e-12
2.90276e-08                 	7.26667165716609539671e-10	2.04082525360349147581e-10	1.21863473983900044043e-09	9.36433465799789715425e-09	2.84269905482384115249e-07	9.50081986925258616176e-12
2.90834e-08                 	7.04189476914064983641e-10	1.96050305576205095908e-10	1.16778536007489827455e-09	9.05273716541812035465e-09	2.75214035651923314907e-07	9.19984318674538502615e-12
2.91392e-08                 	7.05343022904894609540e-10	1.94043735354387671972e-10	1.15523060218551409595e-09	9.41201100174796535276e-09	2.75278359493125737511e-07	9.20403659351070840254e-12
2.9191e-08                  	6.56605908795446097731e-10	1.53134462432721568201e-10	9.45454926841076771307e-10	9.67213825767334831406e-09	2.55679494444043934627e-07	8.54891940384798801264e-12
2.92418e-08                 	6.45619693210018662682e-10	1.30044555382163462794e-10	8.18034704300199812190e-10	9.83329666460811437628e-09	2.51155210824125598436e-07	8.39843366323388841652e-12
2.92894e-08                 	6.03214391289233819822e-10	1.20629892123330241704e-10	7.50887356758404709543e-10	8.75497980802240438048e-09	2.34986697608971052989e-07	7.85762325914627866257e-12
2.93376e-08                 	6.10174952892516081069e-10	1.24508992313597797402e-10	7.87178987532003672549e-10	8.12030819084518177397e-09	2.38041482321417274797e-07	7.95929795648777409095e-12
2.93892e-08                 	6.51839585082941097132e-10	1.26306012852789400191e-10	7.95217314141036112239e-10	8.52997324984633120916e-09	2.54840493538640916209e-07	8.52066674029208274387e-12
2.9442e-08                  	6.65962907986407967088e-10	1.32916776455492140194e-10	8.09755495149713791746e-10	8.73441157761588167430e-09	2.60793244876063211231e-07	8.71976872322156954220e-12
2.94989e-08                 	7.13862198907381091206e-10	1.35918795843092481702e-10	8.66410360444407706213e-10	9.55412691160602043630e-09	2.81050116696857542029e-07	9.39822422199996084622e-12
2.95636e-08                 	8.10813629737749473869e-10	1.52847997834975673131e-10	9.77541884061282289942e-10	1.11933635067446253505e-08	3.19858559685302032116e-07	1.06993393496059202874e-11
2.96372e-08                 	9.18870302919040915160e-10	1.79361461899582902736e-10	1.11951149947784374436e-09	1.26902800159730112167e-08	3.64056410334535866977e-07	1.21979383354657591818e-11
2.97103e-08                 	9.16744117628544559660e-10	1.75914260736933779643e-10	1.08593222516630639738e-09	1.33828071790799152982e-08	3.63454527451432402363e-07	1.37290812426921196147e-11
2.97634e-08                 	6.74748405134542477348e-10	1.34554826916896360685e-10	7.87287138954350292131e-10	1.12941647992519306186e-08	2.64441101268929917832e-07	1.06885712834521079650e-11
2.98056e-08                 	5.41333521126181067748e-10	1.27664044800778309587e-10	6.91489023828659475396e-10	1.12934093931901334511e-08	2.10765553330211654533e-07	8.51704637418015604260e-12
2.98441e-08                 	4.92619885825563066357e-10	1.01491877936509352998e-10	7.33291089677920120368e-10	1.15055599433467217458e-08	1.90212359746045776453e-07	6.35950809608694208437e-12
2.98902e-08                 	5.87062778654672639475e-10	1.26429003687554227473e-10	1.08609064891410181786e-09	1.34993336671674440341e-08	2.28284897202292146624e-07	7.62044770719945066618e-12
2.99385e-08                 	6.12933275420269357138e-10	1.79173670790337004824e-10	1.85058640272895239287e-09	1.55421041738540165453e-08	2.39239948285906746796e-07	7.98516421209299753656e-12
2.99859e-08                 	5.98692547371119524999e-10	1.71110647129743340084e-10	1.70102292542196601328e-09	1.58566643884165232254e-08	2.34177155485535378568e-07	7.81678201671002467612e-12
3.00329e-08                 	5.94150064126301066645e-10	1.81476302618262113478e-10	1.98448910604354343642e-09	1.71427838006462834428e-08	2.32743755074535399513e-07	7.77214967734585712719e-12
3.00848e-08                 	6.54804697254734890671e-10	1.89703774593716816245e-10	2.08256715735604697744e-09	1.90613715079532344418e-08	2.56892997686239503538e-07	8.66653305777661208157e-12
3.01332e-08                 	6.11356748474506322239e-10	1.74441737802120692949e-10	1.90302322499196322134e-09	1.84495055938531656119e-08	2.39779876314144423538e-07	9.05936717433772033071e-12
3.01798e-08                 	5.89530616846607284267e-10	1.58795867147107566638e-10	1.60383648342874299703e-09	1.85790025157907087572e-08	2.30469402791883055289e-07	8.70721716970648848244e-12
3.02296e-08                 	6.31522762325740402425e-10	1.48620903969193472035e-10	1.34828404383296121900e-09	1.68252774380641047538e-08	2.46855665179596421738e-07	9.32637605963697587157e-12
3.02784e-08                 	6.17486076077899671086e-10	1.28663421593090284865e-10	1.22388894477127913664e-09	1.63183006624292076032e-08	2.41462314506133972239e-07	9.12230801218508227907e-12
3.03246e-08                 	5.85370272086036676639e-10	1.35162140979943161085e-10	1.24574774233329848607e-09	1.55136391738105154638e-08	2.28411251595967303051e-07	8.62889588837136183726e-12
3.03644e-08                 	5.09574603950728081623e-10	1.14019999957209039806e-10	8.54484932066313889691e-10	1.39066146691648289654e-08	1.97226986695767790478e-07	7.45036009239944632628e-12
3.04007e-08                 	4.64464801838836767093e-10	9.26535023485537509377e-11	7.45043671814181158516e-10	1.62454936458117366486e-08	1.79525948873598639062e-07	6.78149438884820516504e-12
3.04355e-08                 	4.46237697300504283369e-10	8.81372880635680453208e-11	7.02495586445326048966e-10	1.50973592845783687598e-08	1.72157028437198034309e-07	6.50507085413244000537e-12
3.04659e-08                 	3.93628140263606538962e-10	7.66835196068786430894e-11	5.04141326083536588620e-10	1.22683799002449130313e-08	1.50578995373441496782e-07	5.69255679780574136205e-12
3.04912e-08                 	3.30297818593057796502e-10	6.27440580554232574296e-11	4.09565679453574776741e-10	9.85707270921771051671e-09	1.24879547869465068109e-07	4.72237615698591116831e-12
3.0512e-08                  	2.75581813145529943076e-10	5.25685898185448587680e-11	3.47260462069731241541e-10	8.43006357666276708179e-09	1.02929500473563648880e-07	3.89138854107967620911e-12
3.05306e-08                 	2.48570838765683436871e-10	4.63654107147700926284e-11	3.02896105141288680985e-10	8.37087372541964776300e-09	9.22721963315301682050e-08	3.48708817364127101992e-12
3.05488e-08                 	2.43223131776936827707e-10	4.44934356438952816718e-11	2.88431041454629611588e-10	8.39321070257820991475e-09	9.00776292042804564361e-08	3.40466086922995100347e-12
3.05675e-08                 	2.49035764311631776150e-10	4.49602928392516329864e-11	2.89905632525257100029e-10	8.70961840277180351055e-09	9.24763504065077470811e-08	3.49470917578001282720e-12
3.05865e-08                 	2.52933624635556673089e-10	4.48662256330241922122e-11	2.89940851592748931249e-10	9.02429374193736182012e-09	9.40374200879898339733e-08	3.55390167035499613915e-12
3.06064e-08                 	2.63096097467347705182e-10	4.65117063075376015590e-11	3.09500291034231587580e-10	9.58147042065198604455e-09	9.81682931878417057578e-08	3.70902365962114891124e-12
3.06282e-08                 	2.87396404147124388453e-10	5.40759878689973704910e-11	3.52369735364569776271e-10	1.03729097936034262283e-08	1.08131702742541423697e-07	4.08597849711685376166e-12
3.06536e-08                 	3.30844869339446596766e-10	5.46690395093290091705e-11	3.60094920737098876992e-10	1.19555470278522556702e-08	1.25525263497094051965e-07	4.74172562552746630848e-12
3.06829e-08                 	3.80155074222085892493e-10	6.73579465872063959362e-11	4.25576920483454469996e-10	1.43002485495494740822e-08	1.44960265059267243528e-07	5.49158978800415841196e-12
3.07112e-08                 	3.67624998389878265259e-10	5.81637967428791821284e-11	3.73639651795476124395e-10	1.46725629676778528066e-08	1.39610504601468691750e-07	5.28870715600271355143e-12
3.07373e-08                 	3.40733947143376048843e-10	5.80363405687311267055e-11	3.55517651874425445235e-10	1.59122268254678884962e-08	1.28784755327317707091e-07	4.87748970422432362040e-12
3.07648e-08                 	3.57999373205522611310e-10	5.54013577663586283688e-11	3.59416295008216305804e-10	1.79453969365901246345e-08	1.35814119890073162197e-07	4.53965952271740418072e-12
3.07978e-08                 	4.24446303260878868218e-10	5.84805036986507694483e-11	3.84691004640019240338e-10	1.87660266294135227997e-08	1.62995609336379147307e-07	5.44386726799050536449e-12
3.08367e-08                 	4.96149527810495066605e-10	7.47367861410826178359e-11	4.91743330915518173206e-10	2.35293709176108763143e-08	1.92173034301863325930e-07	6.41792772785425031458e-12
3.08695e-08                 	4.21216330533225911599e-10	4.74951875819382640644e-11	3.52099815699451422141e-10	2.08559474781986521654e-08	1.61756859960481974502e-07	5.40099405040909645638e-12
3.08989e-08                 	3.79770646051183191944e-10	4.21867366069894452376e-11	3.15531942667854192785e-10	1.81362317931640856292e-08	1.45201123628983929590e-07	4.84803530991787506966e-12
3.09273e-08                 	3.67743042868325247968e-10	8.39466542800907344469e-11	3.83909647491122286305e-10	1.68950842917861946045e-08	1.40284741211308331968e-07	4.68371851710585081257e-12
3.09566e-08                 	3.78883027670169851747e-10	7.86530756471716023478e-11	3.83805363159159045468e-10	1.74531364032802158032e-08	1.44711125276277697317e-07	4.83137781049605349448e-12
3.09868e-08                 	3.90595524194201123122e-10	8.60360992586277745738e-11	4.22134043331402682477e-10	1.84500896700180845528e-08	1.49412393841847210711e-07	4.98819197882727371890e-12
3.10189e-08                 	4.13566513651824523179e-10	8.68511662773850570096e-11	4.01509459850787903931e-10	2.03339854458031120162e-08	1.58292659352363913257e-07	5.28453676205390949968e-12
3.10547e-08                 	4.59624381629242263825e-10	1.06500836241916555440e-10	4.81370163580567968356e-10	2.59578760575519845537e-08	1.77077959829037179072e-07	5.91162937336761638124e-12
3.10977e-08                 	5.48987336274500140841e-10	9.69118694988636877278e-11	5.09900425418789134441e-10	3.18431779062045012404e-08	2.12499700986073379708e-07	7.09432284370898290062e-12
3.11494e-08                 	6.56171580892805841191e-10	1.15336905266869367547e-10	6.86956267820947052707e-10	3.78017713662153760840e-08	2.55004017119524085051e-07	8.51367500052478154634e-12
3.12038e-08                 	6.89536934799085764116e-10	1.17039453366511248793e-10	5.41970108096907234426e-10	3.89457140253380426233e-08	2.68868573822907711732e-07	8.97653817459411947180e-12
3.12547e-08                 	6.46669663066025524832e-10	1.36576773846034255893e-10	6.51106528043970129670e-10	3.55438070432006839380e-08	2.51316798976484550749e-07	8.39016332478726530948e-12
3.13053e-08                 	6.43781263530045430608e-10	1.28369311137968958365e-10	5.47254719184397002769e-10	3.66249380773539790996e-08	2.50198244867004435484e-07	8.35267857369864930307e-12
3.13575e-08                 	6.62978043598420307388e-10	1.36446793849605383401e-10	5.74856538361419118018e-10	3.89521228116195944221e-08	2.58101320007484898206e-07	8.61644860896347947214e-12
3.14107e-08                 	6.74623718283087087244e-10	9.99885211868918704042e-11	4.80340681651283438474e-10	3.95698675693914325711e-08	2.62808774112426691469e-07	8.77486066194147053684e-12
3.14647e-08                 	6.88573391172031523846e-10	8.04811892921269865120e-11	4.51393746565611480733e-10	3.71692305757793154443e-08	2.66428462008311262875e-07	8.90488552014431235495e-12
3.15105e-08                 	5.87203345247099849165e-10	6.81041443432383663015e-11	3.43147282761445364410e-10	3.11999847446285462496e-08	2.25621488699546090681e-07	7.54138804644189604904e-12
3.1557e-08                  	5.96079008578798147000e-10	7.11240825066581288452e-11	3.72695015514701802143e-10	3.04216328310678199849e-08	2.29663299977655680687e-07	7.67715449249914077663e-12
3.16075e-08                 	6.46122096834902248757e-10	7.63190154031378141767e-11	3.86863731806133477737e-10	3.21779692041288906779e-08	2.49326233588853192337e-07	8.33506418081028324570e-12
3.16645e-08                 	7.24977271023995264038e-10	8.87476212177092524432e-11	4.88130016992765894023e-10	3.56393505411138409890e-08	2.81198946521974886840e-07	9.40106921526556447618e-12
3.17236e-08                 	7.50982366436943434077e-10	9.33910706029375164254e-11	5.39681092172454983951e-10	3.89709700861071284792e-08	2.91684830340715535213e-07	9.75189678116280478089e-12
3.17837e-08                 	7.64331113534399726048e-10	9.12580345663620279824e-11	5.53941488391361050214e-10	4.10450505686616942402e-08	2.96603070111379818088e-07	9.91671618897764305036e-12
3.18428e-08                 	7.51135185252160952479e-10	7.47294183454814276748e-11	5.82036772327685491326e-10	4.12896856183786299004e-08	2.91318141315556430536e-07	9.74064232034721579671e-12
3.18976e-08                 	7.00767345389766793327e-10	8.78561988621064495816e-11	6.50850248360278691337e-10	3.66203932742671135758e-08	2.70568272487431354942e-07	9.04735356403101826872e-12
3.1951e-08                  	6.83895120345638723261e-10	3.98059977567714112990e-11	3.87607859251942261942e-10	3.46391113461869802127e-08	2.63384224424714538677e-07	8.80779068979206211109e-12
3.20136e-08                 	7.98876459926731530699e-10	4.57687143039001485355e-11	4.44991900906579835561e-10	3.32152581531935908581e-08	3.09155022407471967245e-07	1.03402340234027289361e-11
3.20827e-08                 	8.76169682720696095917e-10	4.38119464464926888751e-11	4.78003397051574730710e-10	3.22007339999936798741e-08	3.40767131728895484081e-07	1.13994947352021522738e-11
3.2159e-08                  	9.67052429865485702836e-10	5.57729958683480946101e-11	5.52505224328092164727e-10	3.39898573617388859997e-08	3.76740818889091335891e-07	1.26056471107171895603e-11
3.22437e-08                 	1.07198101547359535975e-09	5.56856208167231516642e-11	5.43093980332977606031e-10	3.66190608554514401085e-08	4.18140922380268420726e-07	1.39928881679955451606e-11
3.23354e-08                 	1.15528545911293925448e-09	5.91024013950235181324e-11	5.76760391823740271503e-10	3.91513909969310804032e-08	4.52520006002864771451e-07	1.51577174666941541766e-11
3.24347e-08                 	1.24942221766645646725e-09	6.03052075938064551760e-11	6.24048720859369225468e-10	4.11685807971068877973e-08	4.89932999665754152244e-07	1.64678167326405135636e-11
3.25424e-08                 	1.35363947350253211653e-09	7.34828722458475565294e-11	7.42064684371267672021e-10	4.53393512815576916222e-08	5.32327554361223629876e-07	1.81533374863445284831e-11
