# Residuals                 
# Time                      	p                           	Ux                          	Uy                          	e                           	k                           	omega                       
5.08467e-13                 	4.71677165400949992534e-08	4.07005608809291820209e-10	3.41314631976944089266e-04	1.33744276465992825102e-07	9.96861687803692361648e-07	2.80809238791511033952e-12
6.1496e-13                  	4.81792648940670677993e-08	3.46482088589886061768e-10	1.01217889449213232600e-04	1.42883001810425427367e-07	1.19623847125902096368e-06	2.79407039555577087400e-12
7.42752e-13                 	4.92422070259504772269e-08	3.35738328948086590962e-10	3.68931082731323970489e-05	1.77723865537514108795e-07	1.14567338494838923523e-06	2.78496265753737172016e-12
8.96102e-13                 	5.01696281953883448551e-08	2.61340617417422207441e-10	2.04773890045481007764e-05	1.41292723302950883609e-07	1.10699866002211746889e-06	2.77761448193491350156e-12
1.08012e-12                 	5.14225900997190497474e-08	2.37746515938304538452e-10	1.33085240841425576019e-05	1.44077987185000526193e-07	1.07706595717538568315e-06	2.77109883968155064363e-12
1.30095e-12                 	5.29187235423796674018e-08	2.29240181312850741424e-10	9.46393095599486040511e-06	1.78646342261171088523e-07	1.05373865762391251444e-06	2.76521729287136865019e-12
1.56594e-12                 	5.45486125954689625659e-08	1.84531313922420802245e-10	7.19407965020581709805e-06	1.49874125908974785229e-07	1.03552851015831443204e-06	2.75855020393417268288e-12
1.88392e-12                 	5.75495395863173288545e-08	1.66671823661187956088e-10	5.66860565968684939936e-06	1.55520627382457084525e-07	1.02135136889817262398e-06	2.75255096329037609343e-12
2.26551e-12                 	5.98093844352894173773e-08	1.55747925977003690782e-10	4.58478289848148500739e-06	1.57483169301290505089e-07	1.01045367150870816318e-06	2.75252011345346553845e-12
2.72341e-12                 	6.30793800103932735374e-08	1.41623427995343269761e-10	3.78554021476537217871e-06	1.64432251128681758425e-07	1.00227278302813184151e-06	2.76007628784264499440e-12
3.27289e-12                 	6.65562469105196775435e-08	1.27930100452748051689e-10	3.18295782665566063974e-06	1.60790685968225781919e-07	9.96406584867179476685e-07	2.77339440716546929756e-12
3.93227e-12                 	7.17282446919521768952e-08	1.21168233954985304490e-10	2.72002675222953476693e-06	1.73567234340638624413e-07	1.19568802488337787421e-06	2.79109138423756085774e-12
4.72353e-12                 	7.69066544610047396458e-08	1.18581523173339910301e-10	2.35531816573375484805e-06	1.88714027449263492861e-07	1.15209766900376618767e-06	2.81112834233014287446e-12
5.67303e-12                 	8.40456522297567524550e-08	1.13584416070329700450e-10	2.06979625315345603775e-06	2.18917568060983986491e-07	1.11995069246841233207e-06	2.83466907074870115041e-12
6.81244e-12                 	9.25525316166865337463e-08	1.04474588057506359838e-10	1.84057551778169433283e-06	2.06743122989857902059e-07	1.09656339358921548716e-06	2.86263577347314696235e-12
8.17973e-12                 	1.02141778719507509205e-07	1.00436910763725937453e-10	1.65429033793732981301e-06	2.12911171116011569450e-07	1.08017328127211929419e-06	2.89590084135091701466e-12
9.82047e-12                 	1.13593636422225510426e-07	9.94226626055923450218e-11	1.50266815433548679668e-06	2.45667921850899313071e-07	1.06961707337604291247e-06	2.93495113009178495412e-12
1.17894e-11                 	1.28804060341665482035e-07	9.57135693622269884946e-11	1.37809841239132132898e-06	2.69260388250440532438e-07	1.06415280842333629868e-06	2.98247342210996086453e-12
1.4152e-11                  	1.45426219992128071529e-07	9.13716925349662248596e-11	1.27589526816679129285e-06	2.74488026205622969648e-07	1.06335649099873992311e-06	3.04195717690793497683e-12
1.69872e-11                 	1.65760015389257059570e-07	8.99624206159952563535e-11	1.19254310545254301934e-06	3.04706686351588952904e-07	1.06705682073704252230e-06	3.11552611777838522602e-12
2.03895e-11                 	1.91373021563345095284e-07	8.79204237885398626241e-11	1.12074280116747266613e-06	3.42338364650755959630e-07	1.07530254886060541142e-06	3.20442285717446200488e-12
2.44722e-11                 	2.23222174729593716262e-07	8.74667975533992121485e-11	1.06018648498695910778e-06	3.98321550349998348609e-07	1.08834990755731772367e-06	3.31063821841878413881e-12
2.93714e-11                 	2.58603093666438901627e-07	8.53470117169261170770e-11	1.01197748996522706123e-06	4.36237036729633957912e-07	1.10666584761204061554e-06	3.43763053516428193730e-12
3.52505e-11                 	3.01416836751574364700e-07	8.45521091587472984586e-11	9.71380464921885456497e-07	4.89698389088874326754e-07	1.13094834874027364435e-06	3.58997522925019624654e-12
4.23054e-11                 	3.53565876708386760821e-07	8.42250116552141949263e-11	1.14996439758289665197e-06	5.93467791417132029295e-07	1.16215577148376257592e-06	3.77295767431317592412e-12
5.07713e-11                 	4.15787220143096071993e-07	8.27395554383177188148e-11	1.07339064431216606364e-06	6.57871413447793646708e-07	1.20155713568105081006e-06	3.99278814578568293754e-12
6.09304e-11                 	4.88984146728579604810e-07	8.21942600254924459058e-11	1.00738450581799294716e-06	7.70945620325909583072e-07	1.25079258751085600581e-06	4.25669047186016616349e-12
7.31212e-11                 	5.76545446720218465201e-07	8.17632598438839463283e-11	9.46384479419305425935e-07	8.91073757137111361544e-07	1.31196346233206477651e-06	4.57475031949585927904e-12
8.77503e-11                 	9.55100810633444215488e-07	8.09575073355449102664e-11	1.11815331544500559181e-06	1.04081118056211007523e-06	1.38773639174151683068e-06	4.95423250401316873966e-12
1.05305e-10                 	8.16324411326504155648e-07	8.04725786695843104380e-11	1.00202313995689447050e-06	3.90420110798957423053e-10	1.48132852142485491693e-06	5.41790752495409356507e-12
1.26371e-10                 	9.65996418469661423078e-07	8.00094568016848764542e-11	9.10113165158339555993e-07	4.61355940896957697287e-10	1.59714300459539963982e-06	5.97702163540027961129e-12
1.5165e-10                  	1.14520262762784576620e-06	7.94829583822517751904e-11	1.13967811139435543395e-06	5.46057124498133483265e-10	1.74037281932998568738e-06	6.67716139711495739492e-12
1.81985e-10                 	3.59945902945122720333e-10	7.90084781548382011617e-11	1.28434857484898170365e-06	6.56443784301270058832e-10	1.91801546418567838543e-06	7.48438194833087794015e-12
2.18387e-10                 	4.26863661897159446204e-10	7.81752917257923586370e-11	1.18854153732172274485e-06	7.76395509091452714686e-10	2.13685983789562651517e-06	8.46524054651572775065e-12
2.62069e-10                 	5.10293957834540897367e-10	7.74583878203604980827e-11	9.49898156269916985003e-07	9.28812839876676321337e-10	2.40607636665178058579e-06	9.65329667042949690273e-12
3.14487e-10                 	6.10178116944535599796e-10	7.66975461820292971286e-11	1.06523048975791167813e-06	1.11766735771318635749e-09	2.73590081120647233884e-06	1.10893267403992778413e-11
3.77389e-10                 	7.28679918944577473528e-10	7.57777856132037641530e-11	8.04385505824077948996e-07	1.34742825357877482351e-09	3.13759521901537317731e-06	1.28229648947320741383e-11
4.52872e-10                 	8.68939600672097044831e-10	7.46595406301614902134e-11	1.24651299093471181884e-06	1.61128872770329917081e-09	3.62296289319959934031e-06	1.49135355373034469957e-11
5.43451e-10                 	1.04029290686931232560e-09	7.35263413691395504558e-11	6.32357096925871471852e-07	1.93817561137439089101e-09	4.20424787133882252587e-06	1.74315536506705446557e-11
6.52146e-10                 	1.24480670855332148387e-09	7.22209898890212485097e-11	5.36772482972039775574e-07	2.33493719312259305796e-09	4.89368365660295134856e-06	2.04612336889839391527e-11
7.8258e-10                  	1.48896632685051009351e-09	7.08155334283836630985e-11	4.36761499149442220850e-07	2.81630436647465229751e-09	5.70411986763375800590e-06	2.41007858795387093061e-11
9.39101e-10                 	1.78314252933018843798e-09	6.92171254679327467057e-11	4.06810964961194119674e-07	3.38562721853215895028e-09	6.64915642214538844899e-06	2.84645380721146174190e-11
1.12693e-09                 	2.13756015938044678600e-09	6.75535857376761905766e-11	1.17389751977946396083e-06	4.07337945429225806595e-09	7.74404142776763157571e-06	3.36911950505366645588e-11
1.35232e-09                 	2.55976903241486711284e-09	6.58387487429717036438e-11	4.02392576212309303798e-07	4.90081832937393661110e-09	9.00631790097912242983e-06	3.99534929558267669837e-11
1.62278e-09                 	3.06448133957271398416e-09	6.41455652917329390487e-11	5.77683781941234285827e-10	5.92570547298500995584e-09	1.04579460938541688630e-05	4.74425455523315352662e-11
1.86727e-09                 	2.77713869510636701505e-09	4.71686818684681872558e-11	3.04681698844575664482e-10	5.40309475582086921197e-09	9.14254688277239976023e-06	4.25408077433784243178e-11
2.02705e-09                 	1.82424606806321289654e-09	2.62640255188633358174e-11	1.27109576688556465748e-10	3.57297373089576814186e-09	5.90700117178503061882e-06	2.76686558741407663449e-11
2.14481e-09                 	1.35186820678218934602e-09	1.75870099323774713703e-11	6.60937025252136569793e-11	2.68696201842447518457e-09	5.65149177473992905319e-06	2.03384508428824211472e-11
2.24054e-09                 	1.10137442345199771688e-09	1.33820809460197595733e-11	4.13052545927246667636e-11	2.22914150156670870025e-09	2.17867580465555384108e-06	1.65042288904975943041e-11
2.32928e-09                 	1.02313631278917997239e-09	1.17693228648644972097e-11	2.78594212494711326687e-11	2.07291529347773015338e-09	4.37769275055718885065e-07	1.52762616233844523535e-11
2.42036e-09                 	1.04892553409983566961e-09	1.15426106489576161127e-11	2.82579616693124465059e-11	2.12123373386941937816e-09	4.49314342427035067344e-07	1.56693335849035070058e-11
2.51356e-09                 	1.07222500443353979722e-09	1.13043221620507658803e-11	3.38701695675409507438e-11	2.16900596240799631345e-09	4.59844485189621120644e-07	1.60814902073514013742e-11
2.60746e-09                 	1.08072468173360753641e-09	1.11971097205573021698e-11	3.07045308215734954134e-10	2.19244913725885963246e-09	4.66441767528115662964e-07	1.88475547241679188079e-11
2.70139e-09                 	1.08119888011336378334e-09	1.07774913333515619173e-11	3.33920481811739045873e-10	2.19669588718423352639e-09	4.67495726348757482808e-07	1.95884870822578089112e-11
2.79533e-09                 	1.08203575588506932728e-09	1.03271078650447262241e-11	2.94199247625453712171e-10	2.20168475702435578045e-09	4.67537389378016743492e-07	1.95704859819004023107e-11
2.88928e-09                 	1.08193643381646525377e-09	9.66481342130764290513e-12	6.57022779358740765805e-11	2.20554452129892966666e-09	4.64211662262139431679e-07	1.66773637466976680842e-11
2.98339e-09                 	1.08404968319918017887e-09	9.31477788715539244784e-12	7.08532038217169815733e-11	2.20970454719797378884e-09	4.65142201376043491257e-07	1.67179626760683771823e-11
3.07764e-09                 	1.08539726335807658501e-09	8.99792195912842799471e-12	9.83764961095509929594e-11	2.21178797751560270114e-09	4.66007596737214162692e-07	1.68253064753576690905e-11
3.17196e-09                 	1.08611591059689719823e-09	8.70869214903755693170e-12	1.74545168060401151591e-10	2.21324770643368763123e-09	4.67924744576491550981e-07	1.69653802556607373121e-11
3.26634e-09                 	1.08680845949112868064e-09	5.07906329706546337827e-11	8.69418471365039079764e-10	2.21666246589528962487e-09	4.69245214703786546354e-07	1.70291560377195415752e-11
3.36075e-09                 	1.08765953419730480430e-09	4.95740664849898010922e-11	8.11372980550409081457e-10	2.22006006945819296106e-09	4.69384765475205559305e-07	1.69927092460021094480e-11
3.45518e-09                 	1.08787659707158244170e-09	4.86538515864227237095e-11	7.63582018346671371937e-10	2.23809637343811057532e-09	4.69449014746325687912e-07	1.69813355342692214167e-11
3.54962e-09                 	1.08829174350956424883e-09	4.77398519718487689375e-11	7.21666469772778492764e-10	2.26251322987755782289e-09	4.69489689160056974363e-07	1.69667135975216571935e-11
3.64409e-09                 	1.08853192454548592247e-09	4.68545544411025309549e-11	6.89553150837150241213e-10	2.26739194240520994424e-09	4.69560994450308003147e-07	1.69524725551706262584e-11
3.73857e-09                 	1.08916762853544370315e-09	4.59974910309810307096e-11	6.77920312888839064965e-10	2.25315552678868411039e-09	4.69696322177297101087e-07	1.69392114890972349984e-11
3.83309e-09                 	1.09077808413277586419e-09	4.51858401397344742635e-11	6.69719437088550195070e-10	2.24417311235374710122e-09	4.69807828007028419997e-07	1.69264627161930105542e-11
3.92765e-09                 	1.09213265095646506336e-09	4.44606302364985523511e-11	5.68154154916898280471e-10	2.37194493688944982404e-09	4.67646138590752384108e-07	1.69205540283273765572e-11
4.02224e-09                 	1.09175575012751159905e-09	6.34022246784441549936e-11	2.90680129633041869726e-09	2.31595652208301174034e-09	4.67786802740267648708e-07	1.69185580821305620955e-11
4.11688e-09                 	1.09237368033388863902e-09	5.80825708567975221311e-11	2.48009510783305860612e-09	2.35277074382643858436e-09	4.68010803447365024904e-07	1.69191569412548860463e-11
4.21157e-09                 	1.09283436784068292316e-09	5.73462848398901147974e-11	2.40178311175473416554e-09	2.34485609232288059452e-09	4.68263242428432646256e-07	1.69192274321797020609e-11
4.3063e-09                  	1.09333628861389787991e-09	5.98272244097459992176e-11	2.36296946395047546628e-09	2.33049675749939434562e-09	4.68470037694494159329e-07	1.69178529658748766505e-11
4.40106e-09                 	1.09378532764725709507e-09	5.91812658126726104652e-11	2.80834480989888292493e-09	2.31218985566211871702e-09	4.68629623878201209162e-07	1.69147825151102061705e-11
4.49585e-09                 	1.09422838812244447471e-09	5.88922992280286520863e-11	2.64739521317502332623e-09	2.32760331963008194518e-09	4.68749684725222281098e-07	1.69092278018352582920e-11
4.59066e-09                 	1.09457758664749526808e-09	5.85812835693177617555e-11	2.35987215655953967512e-09	2.34140595372207290993e-09	4.68835297208879907464e-07	1.69025917332441379454e-11
4.68552e-09                 	1.09583046132236888551e-09	5.78488593042291514647e-11	2.33057011809826944536e-09	2.35446778321457696449e-09	4.69123202692593459362e-07	1.69038024979750866563e-11
4.78047e-09                 	1.09711626209442598336e-09	5.68601873282367984783e-11	2.29233650472175175370e-09	2.37234372092290994133e-09	4.69514084553157690231e-07	1.69065074450275569912e-11
4.87549e-09                 	1.09835416786117687695e-09	5.64609519236695292145e-11	2.28566524678912036348e-09	2.41059612062038257769e-09	4.69901358382412448008e-07	1.69090049871312091138e-11
4.97059e-09                 	1.09914549708907045044e-09	5.55160403504552106530e-11	2.07880238540518167681e-09	2.39206496871164977777e-09	4.70300411064534518378e-07	1.69119183655671388198e-11
5.06578e-09                 	1.10002615755348246941e-09	5.19479483049644411996e-11	2.02575604312470121466e-09	2.37863623648970249434e-09	4.70717373208643083323e-07	1.69174295460413291516e-11
5.16106e-09                 	1.10119777601391042815e-09	5.14172445407524399640e-11	2.12208113525063155524e-09	2.37397054310187533874e-09	4.71133995372373944847e-07	1.69231086826644328223e-11
5.25641e-09                 	1.10279153632622879581e-09	5.05247583527305417190e-11	2.02312162560288525439e-09	2.37188814169055384281e-09	4.71529778994490666170e-07	1.69276136884560892308e-11
5.35184e-09                 	1.10373479044514798029e-09	4.98264733845759482122e-11	2.01503056560190557602e-09	2.38266289240507309641e-09	4.71900392024518192134e-07	1.69307791243031808904e-11
5.44734e-09                 	1.10534306252320425106e-09	4.94569492312295961151e-11	2.07914153723685253915e-09	2.40607907738385112808e-09	4.72236384930793716851e-07	1.69326133354332666120e-11
5.54291e-09                 	1.10680201300385945532e-09	4.92103898142844424365e-11	2.23989752438662626756e-09	2.45795997646376687088e-09	4.72548073743649165479e-07	1.69336485966480664969e-11
5.63853e-09                 	1.10708159625560106609e-09	4.84938618684818161609e-11	1.92872924116771323441e-09	2.56650093551320178076e-09	4.72852663453494161583e-07	1.69468832064588823044e-11
5.7342e-09                  	1.10798246371305508758e-09	4.79479545002376319164e-11	1.72794462247111464227e-09	2.55975098543533080450e-09	4.73091031998038160390e-07	1.69339073411784824482e-11
5.82993e-09                 	1.10862397395214773044e-09	1.80528028414680512344e-11	1.27041148318016652315e-09	2.67766776736587819538e-09	4.73349524415815892555e-07	1.69333719461110585010e-11
5.9257e-09                  	1.10900457311359021813e-09	1.69914194733584928016e-11	1.17171002437178350537e-09	2.63307173628114877062e-09	4.73439687678661126758e-07	1.68146067220475182573e-11
6.02149e-09                 	1.10928647104332248676e-09	1.71103064324353015346e-11	1.13577228589684125794e-09	2.61303982729777772037e-09	4.73093296949562951916e-07	1.64405539209886159943e-11
6.11731e-09                 	1.10959906819340049223e-09	2.07904747162397132954e-11	1.25851304065457730824e-09	2.59756815248555240774e-09	4.73192360491499763389e-07	1.63812811258924548680e-11
6.21317e-09                 	1.11102613185157407537e-09	2.09335767687190559535e-11	1.34521841567728752873e-09	2.58928798765556893203e-09	4.73386812018945541614e-07	1.63539345022446839819e-11
6.30909e-09                 	1.11178873519611169562e-09	2.06513763309883868661e-11	1.26439094182740478712e-09	2.64887287882213428729e-09	4.73651699815119106696e-07	1.63386717612934251021e-11
6.40508e-09                 	1.11348936719314140084e-09	2.04998873936864114145e-11	1.26575848163986512480e-09	2.70973507449054718840e-09	4.74005527906336232841e-07	1.63303065782306865183e-11
6.50115e-09                 	1.11462431394978721007e-09	2.02957333611516688605e-11	1.18916564513763300719e-09	2.77541725779030498262e-09	4.74387554220273852104e-07	1.63253789737392239404e-11
6.59731e-09                 	1.11752098231508032746e-09	1.99945962336293839110e-11	1.18362938280313467214e-09	2.86702017887522199871e-09	4.74770702048359242814e-07	1.63222565979513696989e-11
6.69354e-09                 	1.11877421618026174096e-09	1.95191760472696595395e-11	1.00325253882149486133e-09	3.41278875008217933270e-09	4.75152157794206843220e-07	1.63202159023556425251e-11
6.78985e-09                 	1.11940580435892198800e-09	1.96207468950450498010e-11	9.78055838298579134978e-10	3.15156014410132776691e-09	4.75534554160804360678e-07	1.63195923368855559350e-11
6.88625e-09                 	1.12087825443649555600e-09	2.13081109104597379056e-11	1.01207712291905738776e-09	3.07773696522837690267e-09	4.75924445532416607954e-07	1.63204479910708422170e-11
6.98272e-09                 	1.12135370108362790302e-09	2.08221486083007882308e-11	9.03892778690335529521e-10	3.35528041949265603770e-09	4.76313757115967470757e-07	1.63224603965461074848e-11
7.07927e-09                 	1.12157514333987968643e-09	2.66483289908619657684e-11	9.63656009581650892122e-10	3.18009283879729485950e-09	4.76709427570425945182e-07	1.63253936524313086473e-11
7.17591e-09                 	1.12230282661424215137e-09	3.51279807241646081085e-11	1.04098968911691501106e-09	3.13861745542908505261e-09	4.77106154651653297115e-07	1.63292329513588040684e-11
7.27263e-09                 	1.12294082363298591965e-09	3.90094640295037459658e-11	1.09976612988893833131e-09	3.13266581967965868435e-09	4.77501143594560905140e-07	1.63337076792256058634e-11
7.36943e-09                 	1.12473080698881482184e-09	3.76379559240245090673e-11	1.10682165693544065043e-09	3.38766958330248792531e-09	4.77894333556257119007e-07	1.63387085755173759714e-11
7.4663e-09                  	1.12721755145571070530e-09	4.12242513528995727203e-11	1.51761709377931670937e-09	3.28991225647744681425e-09	4.78278369527999395352e-07	1.63439603650841380518e-11
7.56326e-09                 	1.13142759835319605246e-09	4.12158449117179469860e-11	1.24993298580136927367e-09	4.16781758907789338470e-09	4.78647401820250992955e-07	1.63491223722399716026e-11
7.65748e-09                 	1.10126687073840756652e-09	4.00348046214904536678e-11	1.33071582979088270905e-09	5.55854294204651223431e-09	4.65171792195903597676e-07	1.58817538714160199437e-11
7.73447e-09                 	9.02061937622864323775e-10	3.28429275689201973553e-11	1.06534294648291207024e-09	4.26154675249050002839e-09	3.80104185961827838073e-07	1.29716204755474149284e-11
