distance,T,p,U_0,U_1,U_2
0.00155556,234.04,13434.3,401.997,0.529424,0
0.00311111,174.723,6373.45,543.223,-138.891,0
0.00466667,146.416,4128.37,588.256,-214.577,0
0.00622222,135.191,4039.16,611.955,-214.748,0
0.00777778,125.879,3869.25,626.447,-230.221,0
0.00933333,120.446,3697.32,638.958,-220.796,0
0.0108889,114.003,3494.3,657.807,-211.22,0
0.0124444,108.643,3256.68,664.157,-187.618,0
0.014,108.285,3524.47,658.773,-205.819,0
0.0155556,107.32,3467.46,662.145,-210.246,0
0.0171111,107.187,3588.79,661.237,-206.862,0
0.0186667,104.364,3448.03,668.208,-198.741,0
0.0202222,103.42,3372.73,665.447,-210.371,0
0.0217778,105.221,3558.22,659.306,-210.776,0
0.0233333,105.854,3636.38,659.483,-208.884,0
0.0248889,105.451,3611.74,663.494,-205.093,0
0.0264444,104.958,3566.23,664.96,-203.491,0
0.028,105.155,3579.01,662.381,-208.047,0
0.0295556,104.704,3535.94,663.58,-210.52,0
0.0311111,104.757,3552.11,661.562,-210.993,0
0.0326667,105.305,3586.03,659.143,-210.639,0
0.0342222,106.395,3712.22,659.93,-204.293,0
0.0357778,103.73,3424.56,667.427,-197.531,0
0.0373333,104.19,3469.94,663.022,-203.609,0
0.0388889,105.213,3577.88,661.128,-206.354,0
0.0404444,105.254,3579.27,662.172,-206.095,0
0.042,105.128,3566.56,662.6,-205.235,0
0.0435556,104.875,3550.32,664.459,-202.162,0
0.0451111,104.579,3492.75,663.005,-206.904,0
0.0466667,104.473,3473.46,661.88,-209.704,0
0.0482222,104.463,3486.13,661.877,-210.331,0
0.0497778,104.756,3525.85,662.317,-208.369,0
0.0513333,104.949,3550.94,661.962,-207.291,0
0.0528889,105.414,3611.55,662.036,-204.905,0
0.0544444,105.767,3655.37,661.944,-203.381,0
0.056,105.942,3668.72,662.694,-202.874,0
0.0575556,105.782,3651.04,663.708,-203.065,0
0.0591111,105.433,3611.87,662.714,-205.923,0
0.0606667,105.186,3570.26,662.86,-206.244,0
0.0622222,104.878,3534.15,662.651,-209.84,0
0.0637778,104.87,3533.14,662.744,-209.649,0
0.0653333,104.917,3534,663.225,-206.463,0
0.0668889,106.572,3681.15,661.766,-202.804,0
0.0684444,111.752,4149.9,656.775,-197.06,0
0.07,147.905,9522.01,598.176,-173.741,0
0.0715556,150.951,10769.7,614.725,43.2128,0
0.0731111,157.196,11783.3,607.27,24.213,0
0.0746667,163.564,13806.7,603.337,-20.4783,0
0.0762222,160.482,13099.5,608.527,9.72367,0
0.0777778,158.976,12927.5,605.874,8.90735,0
0.0793333,160.972,13068.2,604.182,1.43743,0
0.0808889,162.395,13437.1,600.518,3.55206,0
0.0824444,161.221,13236.3,602.019,3.92698,0
0.084,162.683,13458.3,599.169,6.78886,0
0.0855556,163.641,13622.1,598.6,4.33386,0
0.0871111,163.228,13577,598.558,3.18493,0
0.0886667,163.173,13530.6,598.453,3.21557,0
0.0902222,163.279,13547.5,598.113,2.7015,0
0.0917778,163.968,13700.1,596.239,2.87749,0
0.0933333,163.919,13675.9,595.996,7.30667,0
0.0948889,163.698,13599.4,596.369,7.94706,0
0.0964444,163.581,13580.9,597.029,7.60248,0
0.098,163.413,13565.8,598.072,7.64406,0
0.0995556,163.509,13590.9,599.13,6.66814,0
0.101111,164.009,13606.9,598.13,6.66021,0
0.102667,164.141,13682.1,597.973,4.98998,0
0.104222,164.73,13729.6,596.447,4.30842,0
0.105778,164.738,13714.1,596.572,4.6702,0
0.107333,165.177,13688.1,595.644,6.08765,0
0.108889,164.763,13702.4,596.378,6.06431,0
0.110444,164.648,13684.6,595.969,6.45156,0
0.112,164.569,13689.2,595.789,5.53022,0
0.113556,164.493,13700,595.842,5.33389,0
0.115111,164.366,13691.2,596.175,5.09245,0
0.116667,164.17,13659.5,596.789,4.65381,0
0.118222,163.847,13563.7,598.137,4.23831,0
0.119778,163.637,13487.7,598.841,4.84583,0
0.121333,163.564,13441,599.364,4.02382,0
0.122889,163.572,13427.5,599.613,3.54432,0
0.124444,163.573,13418.4,599.888,3.59739,0
0.126,163.421,13370.4,600.463,2.46383,0
0.127556,163.41,13347.6,600.52,1.65499,0
0.129111,163.556,13354.5,600.554,2.00779,0
0.130667,163.606,13341.6,600.653,2.58902,0
0.132222,163.619,13308,600.636,2.83103,0
0.133778,163.68,13289.1,600.388,3.81121,0
0.135333,163.737,13274.8,600.343,5.00259,0
0.136889,163.739,13244.8,600.384,5.53331,0
0.138444,163.758,13224,600.389,5.81965,0
0.14,163.799,13217.6,600.499,5.92589,0
0.141556,163.783,13204.3,600.861,5.83893,0
0.143111,163.76,13198.4,601.443,5.48296,0
0.144667,163.739,13196.4,602.247,4.92044,0
0.146222,163.678,13186.3,603.261,4.53711,0
0.147778,163.635,13186.2,604.199,4.26057,0
0.149333,163.573,13183,605.218,5.62181,0
0.150889,163.376,13149.9,606.298,4.57846,0
0.152444,163.242,13144.3,606.758,2.671,0
0.154,163.152,13144.4,607.228,2.31205,0
