x,y,z,T,p,U_0,U_1,U_2
-0.15242,0.05,0,288.9,101350,851.84,0,0
-0.146069,0.05,2.1684e-19,288.9,101350,851.84,-3.92974e-14,0
-0.139718,0.05,1.0842e-19,288.9,101350,851.84,1.24976e-13,0
-0.133368,0.05,2.1684e-19,288.9,101350,851.84,1.18741e-14,0
-0.127017,0.05,4.33681e-19,288.9,101350,851.84,6.76943e-14,0
-0.120666,0.05,8.67362e-19,288.9,101350,851.84,2.33153e-13,0
-0.114315,0.05,8.67362e-19,288.9,101350,851.84,-4.90524e-14,0
-0.107964,0.05,1.0842e-18,288.9,101350,851.84,5.49846e-14,0
-0.101613,0.05,6.50521e-19,288.9,101350,851.84,-3.48134e-14,0
-0.0952625,0.05,4.33681e-19,288.9,101350,851.84,-5.42087e-14,0
-0.0889117,0.05,6.50521e-19,288.9,101350,851.84,-2.82984e-13,0
-0.0825608,0.05,4.33681e-19,288.9,101350,851.84,-1.99573e-13,0
-0.07621,0.05,2.1684e-19,288.9,101350,851.84,-4.28643e-13,0
-0.0698592,0.05,2.1684e-19,288.9,101350,851.84,-5.07059e-13,0
-0.0635083,0.05,-3.25261e-19,288.9,101350,851.84,-7.1277e-13,0
-0.0571575,0.05,-2.1684e-19,288.9,101350,851.84,-1.10174e-12,0
-0.0508067,0.05,3.25261e-19,288.9,101350,851.84,-1.22357e-12,0
-0.0444558,0.05,0,288.9,101350,851.84,-1.46687e-12,0
-0.038105,0.05,3.38271e-19,288.9,101350,851.84,-1.18906e-12,0
-0.0317542,0.05,-2.1684e-19,288.9,101350,851.84,-1.26602e-12,0
-0.0254033,0.05,-2.1684e-19,288.9,101350,851.84,-1.14255e-12,0
-0.0190525,0.05,2.71051e-19,288.9,101350,851.84,-1.13355e-12,0
-0.0127017,0.05,-2.1684e-19,288.9,101350,851.84,-8.4917e-13,0
-0.00635083,0.05,2.71051e-19,288.9,101350,851.84,-5.5451e-13,0
-4.45316e-19,0.05,2.1684e-19,288.9,101350,851.84,7.63723e-13,-4.21013e-18
