distance,T,p,U_0,U_1,U_2
0.00155556,238.47,13335,395.036,0.344028,0
0.00311111,167.262,5082.78,550.169,-176.89,0
0.00466667,144.708,4102.4,594.982,-202.866,0
0.00622222,137.694,4110.75,610.953,-208.395,0
0.00777778,129.95,4036.64,626.977,-205.688,0
0.00933333,123.563,4024.69,639.305,-202.32,0
0.0108889,118.027,3971.69,648.447,-200.494,0
0.0124444,113.395,3887.42,654.899,-200.823,0
0.014,110.17,3799.41,659.16,-201.24,0
0.0155556,108.316,3727.28,661.574,-202.441,0
0.0171111,106.899,3663.18,661.896,-204.832,0
0.0186667,106.371,3651.96,662.037,-204.433,0
0.0202222,105.451,3613.51,662.743,-205.318,0
0.0217778,104.58,3559.14,662.422,-209.089,0
0.0233333,106.762,3657.62,659.173,-208.258,0
0.0248889,106.946,3697.14,660.65,-203.223,0
0.0264444,105.44,3664,662.885,-203.29,0
0.028,104.094,3573.76,664.256,-205.202,0
0.0295556,104.115,3545.65,663.275,-208.051,0
0.0311111,103.984,3507.54,661.94,-212.752,0
0.0326667,103.136,3369.23,662.645,-216.196,0
0.0342222,104.727,3452.09,660.197,-214.74,0
0.0357778,106.58,3639.67,658.969,-208.743,0
0.0373333,104.973,3614.17,662.421,-205.983,0
0.0388889,103.96,3547.16,663.699,-207.72,0
0.0404444,104.305,3533.18,662.648,-209.38,0
0.042,104.352,3488.98,661.851,-211.653,0
0.0435556,104.328,3465.82,661.421,-213.276,0
0.0451111,104.573,3450.29,661.055,-213.091,0
0.0466667,105.553,3569.55,659.846,-210.152,0
0.0482222,105.403,3615.48,661.143,-206.83,0
0.0497778,105.457,3617.26,661.196,-206.508,0
0.0513333,104.527,3551.18,662.037,-208.854,0
0.0528889,103.411,3462.95,662.36,-212.701,0
0.0544444,103.615,3369.13,660.91,-217.062,0
0.056,104.072,3409.11,660.932,-215.345,0
0.0575556,103.817,3437.69,661.798,-213.573,0
0.0591111,103.863,3463.87,662.389,-211.878,0
0.0606667,104.961,3511.92,661.289,-210.745,0
0.0622222,105.728,3559.03,660.667,-208.145,0
0.0637778,105.81,3581.22,660.951,-206.847,0
0.0653333,106.045,3618.54,660.675,-206.399,0
0.0668889,105.672,3592.12,660.87,-207.398,0
0.0684444,106.516,3651.59,659.894,-206.811,0
0.07,143.34,6892.93,622.809,-124.458,0
0.0715556,161.693,12647.3,603.136,-30.6586,0
0.0731111,157.565,12532.2,610.159,-12.4414,0
0.0746667,162.233,12912.6,602.305,-3.68799,0
0.0762222,162.285,12933.7,601.236,-2.80711,0
0.0777778,162.171,12990.7,601.622,-1.971,0
0.0793333,162.39,12994.3,601.334,-1.3367,0
0.0808889,162.061,13004.9,601.501,1.3845,0
0.0824444,162.032,13056.9,601.332,-0.0534237,0
0.084,162.227,13126.8,600.59,1.99231,0
0.0855556,162.739,13162.7,599.584,3.01077,0
0.0871111,163.124,13315.5,598.216,1.61019,0
0.0886667,163.744,13438.1,596.984,0.381385,0
0.0902222,163.865,13481.1,596.561,0.56275,0
0.0917778,163.923,13508.1,596.219,1.37702,0
0.0933333,164.105,13546.5,595.775,1.58553,0
0.0948889,164.456,13614.9,594.895,1.76302,0
0.0964444,164.453,13610.7,594.616,2.23013,0
0.098,164.412,13595.6,594.477,2.8349,0
0.0995556,164.436,13591.5,594.053,3.62626,0
0.101111,164.714,13591.9,593.114,3.48549,0
0.102667,164.426,13586.6,593.724,3.47221,0
0.104222,164.402,13573.4,593.555,3.19002,0
0.105778,164.424,13575.5,593.416,3.16054,0
0.107333,164.767,13593.2,592.475,3.29007,0
0.108889,164.589,13612.1,592.927,3.29022,0
0.110444,164.836,13664.3,592.367,3.11925,0
0.112,164.84,13661.7,592.253,2.88008,0
0.113556,164.825,13651.3,592.232,2.63115,0
0.115111,164.762,13631.3,592.296,2.50363,0
0.116667,164.729,13614.5,592.274,2.5412,0
0.118222,164.729,13602.8,592.088,2.89078,0
0.119778,164.799,13616.5,591.865,3.16652,0
0.121333,164.897,13641.6,591.577,3.51094,0
0.122889,165.037,13677.3,591.21,3.79418,0
0.124444,165.169,13710.2,590.859,3.96444,0
0.126,165.272,13734.9,590.563,4.00373,0
0.127556,165.353,13753.3,590.319,4.00932,0
0.129111,165.433,13766.1,589.991,4.0684,0
0.130667,165.444,13764.6,589.876,4.05416,0
0.132222,165.451,13761.8,589.769,4.03763,0
0.133778,165.456,13759.2,589.67,3.99706,0
0.135333,165.466,13759.3,589.573,3.97828,0
0.136889,165.482,13760.8,589.476,3.97746,0
0.138444,165.51,13764.5,589.367,3.97661,0
0.14,165.532,13768.1,589.281,4.02061,0
0.141556,165.555,13770.4,589.201,4.028,0
0.143111,165.566,13769.8,589.141,4.06009,0
0.144667,165.579,13768.4,589.082,4.08251,0
0.146222,165.594,13766.5,589.021,4.08974,0
0.147778,165.62,13766.7,588.947,4.09386,0
0.149333,165.636,13765.5,588.9,4.13509,0
0.150889,165.666,13766,588.836,4.1676,0
0.152444,165.698,13765.8,588.782,4.21054,0
0.154,165.725,13764.4,588.748,4.24786,0
