distance,T,p,U_0,U_1,U_2
0.00155556,234.258,13429.2,402.153,0.924995,0
0.00311111,157.81,4656,557.128,-214.565,0
0.00466667,144.209,4507.35,591.467,-201.463,0
0.00622222,133.117,4106.95,613.741,-201.419,0
0.00777778,125.152,3846.44,632.288,-220.522,0
0.00933333,122.695,3977.47,633.78,-220.982,0
0.0108889,112.934,3167.09,653.038,-225.025,0
0.0124444,112.385,3530.93,653.47,-209.597,0
0.014,109.458,3629.64,659.218,-215.686,0
0.0155556,104.984,3370.61,667.508,-200.156,0
0.0171111,106.559,3605.97,660.674,-212.146,0
0.0186667,104.77,3485.13,667.117,-202.394,0
0.0202222,105.781,3615.37,659.263,-216.444,0
0.0217778,105.214,3588.87,660.827,-210.145,0
0.0233333,104.913,3556.8,663.615,-204.354,0
0.0248889,104.705,3502.39,663.778,-208.31,0
0.0264444,104.646,3518.24,663.501,-207.898,0
0.028,105.006,3563.99,663.519,-204.113,0
0.0295556,105.641,3640.43,661.082,-206.195,0
0.0311111,105.619,3643.27,660.965,-207.097,0
0.0326667,103.911,3430.41,661.769,-213.647,0
0.0342222,103.5,3389.02,667.04,-197.238,0
0.0357778,104.164,3423.78,663.893,-204.44,0
0.0373333,104.351,3478.96,662.725,-208.525,0
0.0388889,105.015,3564.55,662.153,-209.208,0
0.0404444,105.47,3611.23,661.905,-205.407,0
0.042,105.787,3650.11,661.572,-204.313,0
0.0435556,105.302,3596.6,663.435,-202.533,0
0.0451111,104.784,3521.46,662.83,-208.355,0
0.0466667,105.256,3572.65,660.711,-209.872,0
0.0482222,105.765,3635.71,660.95,-204.757,0
0.0497778,105.749,3641.72,660.654,-205.115,0
0.0513333,105.36,3603.12,661.139,-204.722,0
0.0528889,104.904,3546.01,660.518,-206.631,0
0.0544444,104.565,3493.43,661.075,-208.848,0
0.056,103.902,3425.15,662.138,-210.619,0
0.0575556,103.951,3435.86,662.412,-211.719,0
0.0591111,104.351,3485.97,662.733,-210.021,0
0.0606667,105.037,3559.41,660.731,-211.129,0
0.0622222,105.219,3577.83,661.086,-210.077,0
0.0637778,105.025,3555.93,662.065,-208.384,0
0.0653333,104.95,3545.81,662.38,-207.31,0
0.0668889,105.228,3569.84,661.727,-207.647,0
0.0684444,105.305,3577.3,661.652,-207.796,0
0.07,105.228,3575.1,661.841,-207.89,0
0.0715556,113.914,4366.88,655.333,-179.087,0
0.0731111,133.771,7223.25,631.671,-149.844,0
0.0746667,156.826,12232.1,606.301,-89.6727,0
0.0762222,158.655,13245.3,607.323,-57.944,0
0.0777778,152.482,10983.9,620.094,-10.0915,0
0.0793333,154.31,11899.5,616.172,19.1822,0
0.0808889,157.366,12584.9,609.247,-0.85773,0
0.0824444,160.289,12932.8,608.924,-10.4057,0
0.084,158.223,12560.8,612.139,-0.470086,0
0.0855556,157.637,12565.5,609.93,3.80666,0
0.0871111,159.181,12980.1,607.934,-3.65737,0
0.0886667,159.092,12927.1,607.387,-3.77159,0
0.0902222,159.631,13043.9,606.474,-4.69812,0
0.0917778,160.634,13329.9,607.056,-6.56315,0
0.0933333,160.203,13229.8,608.774,-7.491,0
0.0948889,159.28,12981.1,609.615,-3.00271,0
0.0964444,159.444,13017.9,608.864,-2.37763,0
0.098,160.033,13150.7,607.312,-2.70556,0
0.0995556,159.99,13064.1,607.761,-2.85771,0
0.101111,160.146,13155.5,607.851,-1.92032,0
0.102667,160.202,13130.5,608.364,-2.04327,0
0.104222,160.841,13366,607.229,-3.48124,0
0.105778,160.913,13450.1,607.09,-3.99517,0
0.107333,160.874,13436.2,607.196,-3.53066,0
0.108889,159.833,13208.2,609.875,-1.05746,0
0.110444,159.895,13121,609.521,1.85482,0
0.112,160.304,13201.9,607.993,1.42074,0
0.113556,160.653,13225.5,607.192,-0.912942,0
0.115111,160.773,13214.2,607.203,-0.944279,0
0.116667,160.814,13196.1,607.372,-0.77678,0
0.118222,160.927,13217.5,607.36,-0.212548,0
0.119778,160.982,13235.9,607.292,-0.12243,0
0.121333,161.061,13259.5,607.147,0.0238614,0
0.122889,161.208,13297.1,607.008,-0.477993,0
0.124444,161.341,13316.2,607.033,-0.650045,0
0.126,161.464,13332.5,607.078,-0.656164,0
0.127556,161.429,13317.9,607.365,-0.892359,0
0.129111,161.292,13266.4,607.961,0.610059,0
0.130667,161.317,13271.8,607.83,0.838698,0
0.132222,161.405,13294.7,607.517,0.875728,0
0.133778,161.565,13338.8,607.014,1.32773,0
0.135333,161.732,13387.6,606.52,0.628896,0
0.136889,161.785,13410.2,606.418,0.166587,0
0.138444,161.762,13432,606.491,0.285787,0
0.14,161.703,13429,606.733,0.254821,0
0.141556,161.537,13398,607.312,0.207409,0
0.143111,161.469,13383.4,607.52,1.17588,0
0.144667,161.471,13380.6,607.513,1.25481,0
0.146222,161.492,13385.5,607.42,1.22908,0
0.147778,161.523,13396.7,607.201,1.08509,0
0.149333,161.516,13400.7,606.883,0.927774,0
0.150889,161.456,13394.1,606.611,0.921749,0
0.152444,161.37,13384.1,606.564,1.1512,0
0.154,161.218,13357.8,606.657,1.25559,0
