distance,T,p,U_0,U_1,U_2
0,338.276,3474.88,1.1958,-1.19996,0
0.00153939,337.661,3459.53,6.97294,-1.65346,0
0.00307879,331.286,3424.14,-4.82865,4.29696,0
0.00461818,327.258,3368.16,-42.2897,3.95025,0
0.00615758,324.966,3302.77,-86.5121,-3.4235,0
0.00769697,321.984,3225.32,-118.982,-5.92395,0
0.00923636,319.558,3185.78,-143.022,-3.51158,0
0.0107758,316.941,3163.3,-162.117,-1.51778,0
0.0123152,314.244,3170.76,-175.571,0.262881,0
0.0138545,312.817,3208.05,-180.468,1.22314,0
0.0153939,312.006,3333.3,-182.187,1.1766,0
0.0169333,312.856,3548.18,-177.153,0.811681,0
0.0184727,314.13,3738.18,-170.923,0.349215,0
0.0200121,316.765,4094.36,-155.794,-0.761862,0
0.0215515,319.081,4391.32,-141.326,-1.46224,0
0.0230909,323.215,4921,-115.861,-2.25596,0
0.0246303,326.191,5344.61,-96.1422,-3.37923,0
0.0261697,328.985,5794.68,-75.4889,-4.50952,0
0.0277091,332.066,6519.08,-41.2706,-3.73893,0
0.0292485,333.399,6988.63,-23.6657,-1.66254,0
0.0307879,333.864,7491.86,0.782002,-2.86792,0
0.0323273,333.909,8026.3,26.5271,-4.51468,0
0.0338667,332.873,8808.72,60.2665,-4.11407,0
0.0354061,331.315,9290.71,82.0395,-3.78834,0
0.0369455,328.962,9728.85,101.375,-3.55499,0
0.0384848,326.457,10170.6,120.024,-3.43421,0
0.0400242,323.789,10592.7,138.222,-3.2095,0
0.0415636,321.29,11015.7,159.896,-3.19695,0
0.043103,318.83,11386.3,179.946,-2.88026,0
0.0446424,315.984,11662.5,199.16,-2.44772,0
0.0461818,313.083,11885.6,215.865,-2.11321,0
0.0477212,310.872,12156.2,230.733,-1.76471,0
0.0492606,308.201,12336.3,244.756,-1.44809,0
0.0508,306.585,12398.9,251.533,-1.34843,0
0.0523394,303.246,12470.7,264.354,-1.09653,0
0.0538788,300.579,12558,273.483,-0.868416,0
0.0554182,298.224,12620.9,282.565,-0.793398,0
0.0569576,296.427,12674.4,291.766,-0.658998,0
0.058497,295.915,12724.8,295.627,-0.603315,0
0.0600364,294.837,12791.9,303.688,-0.415486,0
0.0615758,293.607,12819,311.256,-0.341521,0
0.0631152,292.981,12844.6,314.401,-0.218188,0
0.0646545,291.819,12933.9,318.887,-0.339627,0
0.0661939,290.309,12951.3,322.719,-0.379896,0
0.0677333,289.406,12917.5,324.841,-0.334106,0
0.0692727,287.761,12821.1,328.985,-0.180886,0
0.0708121,287.244,12817.8,330.844,-0.0915007,0
0.0723515,286.864,12887.6,334.128,-0.16387,0
0.0738909,286.992,13019.8,337.154,-0.217404,0
0.0754303,286.977,13062.2,338.743,-0.167192,0
0.0769697,286.798,13106.7,341.566,-0.058434,0
0.0785091,286.697,13101.3,342.813,-0.0145007,0
0.0800485,286.376,13080.4,344.563,0.00470669,0
0.0815879,285.978,13061.5,345.685,0.0150986,0
0.0831273,285.561,13044.6,346.935,0.00562264,0
0.0846667,284.813,13013,349.354,0.0333641,0
0.0862061,284.344,12998.1,350.354,0.0690712,0
0.0877455,283.571,12978.9,352.484,-0.0291624,0
0.0892848,283.182,12997.8,353.857,-0.00301547,0
0.0908242,283.241,13026.3,354.232,0.00992347,0
0.0923636,283.292,13093.2,354.124,0.105445,0
0.093903,282.875,13066.1,354.2,0.212127,0
0.0954424,282.342,13017.3,354.448,0.257315,0
0.0969818,281.354,12963.6,353.93,0.345314,0
0.0985212,280.987,12971.8,353.398,0.365919,0
0.100061,281.037,12998.1,352.999,0.269084,0
0.1016,281.045,13021.9,353.484,0.185799,0
0.103139,281.08,13016.1,354.238,0.110181,0
0.104679,281.201,13017.3,355.503,0.0347907,0
0.106218,281.555,13022.2,356.996,0.0186904,0
0.107758,283.234,13130.4,356.684,0.0828155,0
0.109297,283.984,13218.4,356.403,0.0962949,0
0.110836,284.487,13319.3,355.944,0.146985,0
0.112376,284.961,13361.7,356.451,0.110234,0
0.113915,285.34,13337.6,358.124,-0.0067024,0
0.115455,285.267,13297.4,359.165,0.0138596,0
0.116994,285.143,13276.3,359.118,0.0198805,0
0.118533,284.767,13247.8,358.754,0.0454185,0
0.120073,284.786,13256.5,357.629,0.189781,0
0.121612,284.701,13246.5,356.589,0.208766,0
0.123152,284.663,13231.4,355.897,0.128108,0
0.124691,284.707,13216.7,355.656,0.121097,0
0.12623,284.86,13235.1,355.59,0.110688,0
0.12777,285.156,13273.3,355.428,0.108209,0
0.129309,285.553,13330.1,355.312,0.080304,0
0.130848,286.005,13392.2,355.384,0.0646844,0
0.132388,286.352,13442.7,355.56,0.0644005,0
0.133927,286.37,13478.7,355.76,0.0672728,0
0.135467,286.408,13493.7,356.053,0.0496576,0
0.137006,286.455,13493.2,356.359,0.03587,0
0.138545,286.579,13485.1,356.579,0.0144058,0
0.140085,286.805,13470.1,356.555,0.0137859,0
0.141624,286.921,13444.8,356.313,0.0109474,0
0.143164,286.958,13417.1,355.739,0.0280072,0
0.144703,286.968,13393.3,355.061,0.0303125,0
0.146242,287.028,13381.2,354.529,0.0344454,0
0.147782,287.237,13377.6,354.099,0.0315514,0
0.149321,287.533,13368.2,353.878,0.0370206,0
0.150861,287.781,13365.9,353.81,0.050833,0
0.1524,287.677,13350.6,353.78,0.0780059,0
