x,y,z,T,p,U_0,U_1,U_2
-0.15242,0.05,0,288.9,101350,851.84,0,0
-0.146069,0.05,2.1684e-19,288.9,101350,851.84,3.29435e-14,0
-0.139718,0.05,1.0842e-19,288.9,101350,851.84,-5.93681e-14,0
-0.133368,0.05,2.1684e-19,288.9,101350,851.84,-1.62634e-13,0
-0.127017,0.05,4.33681e-19,288.9,101350,851.84,-1.40601e-13,0
-0.120666,0.05,8.67362e-19,288.9,101350,851.84,-7.19135e-14,0
-0.114315,0.05,8.67362e-19,288.9,101350,851.84,-1.10971e-13,0
-0.107964,0.05,1.0842e-18,288.9,101350,851.84,-5.05078e-14,0
-0.101613,0.05,6.50521e-19,288.9,101350,851.84,4.40326e-13,0
-0.0952625,0.05,4.33681e-19,288.9,101350,851.84,3.74771e-13,0
-0.0889117,0.05,6.50521e-19,288.9,101350,851.84,7.22402e-14,0
-0.0825608,0.05,4.33681e-19,288.9,101350,851.84,-1.72856e-13,0
-0.07621,0.05,2.1684e-19,288.9,101350,851.84,-1.60715e-13,0
-0.0698592,0.05,2.1684e-19,288.9,101350,851.84,-1.20725e-13,0
-0.0635083,0.05,-3.25261e-19,288.9,101350,851.84,-6.93458e-14,0
-0.0571575,0.05,-2.1684e-19,288.9,101350,851.84,-3.69034e-14,0
-0.0508067,0.05,3.25261e-19,288.9,101350,851.84,-8.94278e-14,0
-0.0444558,0.05,0,288.9,101350,851.84,-3.57513e-13,0
-0.038105,0.05,3.38271e-19,288.9,101350,851.84,-3.10876e-13,0
-0.0317542,0.05,-2.1684e-19,288.9,101350,851.84,-5.1826e-13,0
-0.0254033,0.05,-2.1684e-19,288.9,101350,851.84,-4.19279e-13,0
-0.0190525,0.05,2.71051e-19,288.9,101350,851.84,-2.96819e-13,0
-0.0127017,0.05,-2.1684e-19,288.9,101350,851.84,-3.07578e-13,0
-0.00635083,0.05,2.71051e-19,288.9,101350,851.84,-5.86366e-13,0
-4.45316e-19,0.05,2.1684e-19,288.9,101350,851.84,7.01901e-13,-3.86188e-18
