x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,7.01901e-13,-3.86188e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,1.39384e-12,-9.64341e-18
0.00823784,0.0522073,0,288.9,101350,851.84,2.92412e-12,-1.24766e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,5.67579e-12,-7.75622e-18
0.0164757,0.0544146,0,288.9,101350,851.84,1.13295e-11,-5.7521e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.5214e-11,3.98296e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.29215e-11,-8.99066e-20
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.63275e-10,3.44935e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.12027e-09,5.51438e-18
0.0370703,0.0599329,0,288.9,101350,851.84,4.71598e-09,1.4836e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.01618e-08,-3.67174e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,7.38945e-08,1.63086e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.07705e-07,1.40003e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,1.96359e-06,-1.0971e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.29785e-05,-8.28034e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,8.13835e-05,1.565e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.00043533,2.29925e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00244066,3.01481e-17
0.0741405,0.0698659,2.1684e-19,288.911,101362,851.828,0.0130157,8.05087e-18
0.0782595,0.0709696,4.33681e-19,288.952,101405,851.78,0.066143,0
0.0823784,0.0720732,4.33681e-19,289.102,101571,851.598,0.3163,-1.02433e-19
0.0864973,0.0731769,9.48677e-19,290.227,102484,850.277,1.57238,-5.43653e-18
0.0906162,0.0742805,-4.33681e-19,292.468,105228,847.491,6.93723,-3.69818e-17
0.0947351,0.0753842,2.1684e-19,305.136,116497,831.512,22.039,-4.08429e-19
0.0988541,0.0764879,4.33681e-19,319.335,136282,812.596,57.4295,1.95992e-18
0.102973,0.0775915,1.6263e-19,342.873,173623,777.037,103.574,5.05008e-18
0.107092,0.0786952,-1.6263e-19,369.415,212259,736.588,140.003,3.10958e-18
0.111211,0.0797988,8.55503e-20,371.557,225780,726.668,175.697,6.0136e-17
0.11533,0.0809025,1.0842e-19,377.681,238819,716.17,183.303,1.25218e-17
0.119449,0.0820062,0,380.751,245595,710.478,187.687,1.76837e-17
0.123568,0.0831098,2.1684e-19,381.757,248545,708.889,189.474,8.73289e-18
0.127686,0.0842135,4.33681e-19,382.83,250086,707.772,189.601,0
0.131805,0.0853171,2.1684e-19,383.12,250520,707.708,189.376,0
0.135924,0.0864208,0,382.751,250151,708.302,189.416,0
0.140043,0.0875245,-2.98156e-19,382.254,249675,708.762,189.862,-4.29281e-19
0.144162,0.0886281,-3.79471e-19,382.011,249536,708.838,190.096,1.44963e-17
0.148281,0.0897318,6.36969e-19,382.018,249676,708.751,190.042,1.30819e-19
0.1524,0.0908355,2.1684e-19,382.201,249900,708.604,189.955,3.59726e-17
0.156519,0.0919391,4.33681e-19,382.462,250043,708.43,189.97,3.05276e-19
0.160638,0.0930428,0,382.613,250042,708.29,189.934,0
0.164757,0.0941464,7.58942e-19,382.606,249954,708.29,189.914,-3.02826e-18
0.168876,0.0952501,1.0842e-19,382.52,249851,708.352,189.835,-7.40413e-17
0.172995,0.0963538,5.42101e-20,382.335,249784,708.519,189.693,0
0.177114,0.0974574,1.0842e-19,382.248,249865,708.567,189.528,-3.3697e-18
0.181232,0.0985611,8.13152e-19,382.29,250030,708.517,189.417,-5.63314e-18
0.185351,0.0996647,-4.33681e-19,382.368,250212,708.407,189.387,4.47327e-17
0.18947,0.100768,-2.1684e-19,382.454,250368,708.259,189.449,-2.09003e-17
0.193589,0.101872,1.0842e-19,382.49,250428,708.158,189.582,-4.01087e-17
0.197708,0.102976,-2.1684e-19,382.466,250395,708.153,189.7,3.46646e-17
0.201827,0.104079,2.1684e-19,382.413,250324,708.203,189.777,1.45751e-17
0.205946,0.105183,-4.33681e-19,382.37,250242,708.285,189.818,-1.56865e-17
0.210065,0.106287,-8.67362e-19,382.358,250180,708.367,189.843,-3.71729e-17
0.214184,0.10739,-4.33681e-19,382.369,250166,708.405,189.863,-3.44709e-18
0.218303,0.108494,2.1684e-19,382.399,250190,708.398,189.87,-2.29546e-17
0.222422,0.109598,0,382.445,250234,708.375,189.874,-7.06813e-17
0.226541,0.110701,3.25261e-19,382.5,250283,708.346,189.884,9.82078e-18
0.230659,0.111805,-5.42101e-20,382.566,250331,708.318,189.894,8.00124e-18
0.234778,0.112909,4.33681e-19,382.623,250347,708.305,189.891,-1.0896e-17
0.238897,0.114012,0,382.647,250343,708.31,189.88,-7.90652e-17
0.243016,0.115116,2.1684e-19,382.659,250333,708.313,189.85,3.77044e-17
0.247135,0.11622,-2.1684e-19,382.646,250319,708.322,189.799,9.82161e-18
0.251254,0.117323,-4.33681e-19,382.649,250338,708.287,189.734,-1.88406e-17
0.255373,0.118427,-6.50521e-19,382.634,250364,708.24,189.65,-2.76253e-19
0.259492,0.119531,-6.50521e-19,382.61,250388,708.187,189.567,-1.05502e-17
0.263611,0.120634,4.33681e-19,382.572,250385,708.16,189.507,1.76026e-17
0.26773,0.121738,0,382.518,250351,708.173,189.48,3.88114e-17
0.271849,0.122842,0,382.459,250296,708.203,189.479,-3.15322e-18
0.275968,0.123945,4.33681e-19,382.399,250215,708.261,189.505,-8.97125e-18
0.280086,0.125049,0,382.325,250102,708.355,189.551,3.71259e-17
0.284205,0.126153,4.33681e-19,382.267,250004,708.457,189.601,-3.1266e-17
0.288324,0.127256,4.87891e-19,382.26,249974,708.516,189.643,1.06238e-17
0.292443,0.12836,4.33681e-19,382.278,249996,708.518,189.661,-2.74422e-17
0.296562,0.129464,-4.33681e-19,382.319,250055,708.484,189.656,-3.24662e-17
0.300681,0.130567,-4.33681e-19,382.383,250131,708.439,189.664,-1.36888e-17
0.3048,0.131671,4.33681e-19,382.419,250170,708.423,189.683,-3.73675e-17
