x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,1.39885e-13,-4.01432e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,8.11113e-13,-9.75249e-18
0.00823784,0.0522073,0,288.9,101350,851.84,2.25485e-12,-1.16135e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,4.96742e-12,-7.19286e-18
0.0164757,0.0544146,0,288.9,101350,851.84,1.01504e-11,-6.12023e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.36781e-11,3.81987e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.16382e-11,2.0126e-19
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.64289e-10,3.49189e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.1593e-09,5.5152e-18
0.0370703,0.0599329,0,288.9,101350,851.84,5.00291e-09,1.48248e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.13706e-08,-3.6123e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,8.05425e-08,1.63311e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.21848e-07,1.40233e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,2.00507e-06,-1.09778e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.28499e-05,-8.28776e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,7.88313e-05,1.56541e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000427834,2.30028e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00225781,3.01779e-17
0.0741405,0.0698659,2.1684e-19,288.909,101361,851.829,0.0119844,8.06036e-18
0.0782595,0.0709696,4.33681e-19,288.949,101403,851.782,0.0638228,0
0.0823784,0.0720732,4.33681e-19,289.155,101585,851.541,0.300828,-9.98109e-20
0.0864973,0.0731769,9.48677e-19,289.857,102310,850.717,1.48346,-5.27658e-18
0.0906162,0.0742805,-4.33681e-19,292.863,105461,846.941,6.66364,-3.69747e-17
