x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,8.29391e-13,-3.44389e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,1.5331e-12,-9.4279e-18
0.00823784,0.0522073,0,288.9,101350,851.84,3.08419e-12,-1.23315e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,5.79599e-12,-7.87538e-18
0.0164757,0.0544146,0,288.9,101350,851.84,1.14383e-11,-5.39736e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.58467e-11,5.0399e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.53228e-11,2.39067e-19
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.72848e-10,3.38822e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.173e-09,5.51955e-18
0.0370703,0.0599329,0,288.9,101350,851.84,4.91973e-09,1.48296e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.1129e-08,-3.70864e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,7.71547e-08,1.63202e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.12996e-07,1.40125e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,1.95933e-06,-1.09756e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.2783e-05,-8.28395e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,8.00311e-05,1.56494e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000426236,2.2998e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00235002,3.01494e-17
0.0741405,0.0698659,2.1684e-19,288.91,101361,851.828,0.0126852,8.04937e-18
0.0782595,0.0709696,4.33681e-19,288.951,101404,851.78,0.0646926,0
0.0823784,0.0720732,4.33681e-19,289.087,101557,851.618,0.293593,-1.03145e-19
0.0864973,0.0731769,9.48677e-19,290.201,102482,850.297,1.59814,-5.48143e-18
0.0906162,0.0742805,-4.33681e-19,292.907,105340,847.036,6.51317,-3.72528e-17
0.0947351,0.0753842,2.1684e-19,300.721,114681,836.793,22.392,-3.89372e-19
0.0988541,0.0764879,4.33681e-19,326.907,138783,803.517,52.8122,1.9521e-18
0.102973,0.0775915,1.6263e-19,336.955,166951,784.689,107.387,5.03892e-18
0.107092,0.0786952,-1.6263e-19,369.534,211492,734.769,141.234,3.10864e-18
0.111211,0.0797988,8.55503e-20,372.335,229023,725.73,171.096,6.44897e-17
0.11533,0.0809025,1.0842e-19,377.603,240253,715.702,184.348,1.27624e-17
0.119449,0.0820062,0,381.422,246773,710.205,187.502,1.71658e-17
0.123568,0.0831098,2.1684e-19,383.071,249756,708.779,187.135,8.28812e-18
0.127686,0.0842135,4.33681e-19,382.9,250052,708.75,187.585,0
0.131805,0.0853171,2.1684e-19,382.713,250417,708.251,188.287,0
0.135924,0.0864208,0,382.395,250245,708.176,188.939,0
0.140043,0.0875245,-2.98156e-19,382.067,249756,708.379,189.56,-4.95073e-19
0.144162,0.0886281,-3.79471e-19,382.027,249511,708.494,189.914,1.49034e-17
0.148281,0.0897318,6.36969e-19,382.181,249605,708.514,190.012,9.50221e-20
0.1524,0.0908355,2.1684e-19,382.311,249845,708.571,189.963,3.52657e-17
0.156519,0.0919391,4.33681e-19,382.314,250044,708.689,189.861,2.92414e-19
0.160638,0.0930428,0,382.27,250103,708.792,189.77,0
