y,U_0,U_1,U_2
0,0.909178,-0.00150624,2.62915e-05
9.99848e-05,0.909261,-0.0022647,-1.30526e-05
0.00019997,0.910051,-0.00399117,-2.30066e-05
0.000299954,0.911432,-0.00578009,-3.33134e-05
0.000399939,0.913429,-0.00765218,-4.40977e-05
0.000499924,0.916071,-0.00951083,-5.47993e-05
0.000599909,0.919377,-0.0113682,-6.55035e-05
0.000699893,0.923308,-0.0132169,-7.61035e-05
0.000799878,0.927734,-0.0149653,-8.62055e-05
0.000899863,0.93226,-0.016649,-9.55777e-05
0.000999848,0.936235,-0.0179848,-0.000103288
0.00109983,0.938229,-0.0192582,-0.000110984
0.00119982,0.936645,-0.0204158,-0.000117034
0.0012998,0.929011,-0.0204049,-0.000116658
0.00139979,0.911861,-0.0196706,-0.000112455
0.00149977,0.881857,-0.0182532,-0.000104112
0.00159976,0.835647,-0.0159828,-9.10514e-05
0.00169974,0.770739,-0.0131766,-7.49512e-05
0.00179973,0.685895,-0.0100079,-5.68735e-05
0.00189971,0.581298,-0.00686465,-3.89854e-05
0.0019997,0.458328,-0.00406258,-2.30648e-05
0.00209968,0.319034,-0.00185629,-1.05398e-05
0.00219967,0.165512,-0.000492895,-2.79927e-06
0.00229965,0.0406311,-3.53236e-05,-2.0089e-07
