y,U_0,U_1,U_2
0,0.801786,-0.00235178,4.10504e-05
9.99848e-05,0.801865,-0.00353946,-2.03195e-05
0.00019997,0.802612,-0.00620551,-3.56122e-05
0.000299954,0.803909,-0.00901198,-5.17056e-05
0.000399939,0.805769,-0.0119837,-6.8741e-05
0.000499924,0.808223,-0.0149367,-8.56573e-05
0.000599909,0.811338,-0.0179441,-0.000102877
0.000699893,0.815207,-0.0209616,-0.000120139
0.000799878,0.819956,-0.0240247,-0.000137651
0.000899863,0.825746,-0.0271158,-0.000155287
0.000999848,0.832756,-0.0302517,-0.00017316
0.00109983,0.841097,-0.0333527,-0.000190688
0.00119982,0.850648,-0.0364101,-0.000207917
0.0012998,0.860544,-0.0389493,-0.000221815
0.00139979,0.868662,-0.0409187,-0.000232427
0.00149977,0.871357,-0.0419484,-0.000237656
0.00159976,0.862767,-0.0406171,-0.000228766
0.00169974,0.834167,-0.0368706,-0.000206458
0.00179973,0.776518,-0.0307169,-0.000171055
0.00189971,0.683527,-0.0225132,-0.000124709
0.0019997,0.553873,-0.0139673,-7.71155e-05
0.00209968,0.391922,-0.00650515,-3.58181e-05
0.00219967,0.204873,-0.00172527,-9.49744e-06
0.00229965,0.050431,-0.000124328,-6.79211e-07
