y,U_0,U_1,U_2
0,0.68369,0,0
7.73427e-05,0.68369,0,0
0.000114983,0.68369,0,0
0.000143212,0.68369,0,0
0.000229965,0.68369,0,0
0.000344948,0.68369,0,0
0.00045993,0.68369,0,0
0.000574913,0.68369,0,0
0.000689895,0.68369,0,0
0.000804877,0.68369,0,0
0.00091986,0.68369,0,0
0.00103484,0.68369,0,0
0.00114983,0.68369,0,0
0.00126481,0.68369,0,0
0.00137979,0.68369,0,0
0.00149477,0.68369,0,0
0.00160976,0.68369,0,0
0.00172474,0.68369,0,0
0.00183972,0.68369,0,0
0.0019547,0.68369,0,0
0.00206969,0.68369,0,0
0.00218467,0.68369,0,0
0.00229965,0.68369,0,0
