x,y,z,T,p,U_0,U_1,U_2
-0.15242,0.05,0,288.9,101350,851.84,0,0
-0.146069,0.05,2.1684e-19,288.9,101350,851.84,1.17769e-13,0
-0.139718,0.05,1.0842e-19,288.9,101350,851.84,4.86949e-14,0
-0.133368,0.05,2.1684e-19,288.9,101350,851.84,-3.46912e-14,0
-0.127017,0.05,4.33681e-19,288.9,101350,851.84,3.16363e-14,0
-0.120666,0.05,8.67362e-19,288.9,101350,851.84,9.90529e-14,0
-0.114315,0.05,8.67362e-19,288.9,101350,851.84,9.50691e-15,0
-0.107964,0.05,1.0842e-18,288.9,101350,851.84,-2.21255e-13,0
-0.101613,0.05,6.50521e-19,288.9,101350,851.84,-3.62886e-13,0
-0.0952625,0.05,4.33681e-19,288.9,101350,851.84,-4.46677e-13,0
-0.0889117,0.05,6.50521e-19,288.9,101350,851.84,-6.43604e-13,0
-0.0825608,0.05,4.33681e-19,288.9,101350,851.84,-5.07876e-13,0
-0.07621,0.05,2.1684e-19,288.9,101350,851.84,-5.86869e-13,0
-0.0698592,0.05,2.1684e-19,288.9,101350,851.84,-7.77447e-13,0
-0.0635083,0.05,-3.25261e-19,288.9,101350,851.84,-6.45815e-13,0
-0.0571575,0.05,-2.1684e-19,288.9,101350,851.84,-5.23864e-13,0
-0.0508067,0.05,3.25261e-19,288.9,101350,851.84,-4.80877e-13,0
-0.0444558,0.05,0,288.9,101350,851.84,-5.95538e-13,0
-0.038105,0.05,3.38271e-19,288.9,101350,851.84,-6.80125e-13,0
-0.0317542,0.05,-2.1684e-19,288.9,101350,851.84,-6.4641e-13,0
-0.0254033,0.05,-2.1684e-19,288.9,101350,851.84,-7.81782e-13,0
-0.0190525,0.05,2.71051e-19,288.9,101350,851.84,-4.3926e-13,0
-0.0127017,0.05,-2.1684e-19,288.9,101350,851.84,-1.57107e-13,0
-0.00635083,0.05,2.71051e-19,288.9,101350,851.84,-8.81673e-14,0
-4.45316e-19,0.05,2.1684e-19,288.9,101350,851.84,9.20744e-13,-3.97291e-18
