x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,9.20744e-13,-3.97291e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,1.70401e-12,-1.06717e-17
0.00823784,0.0522073,0,288.9,101350,851.84,3.23478e-12,-1.27337e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,5.75479e-12,-7.11683e-18
0.0164757,0.0544146,0,288.9,101350,851.84,1.09167e-11,-4.69342e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.44584e-11,4.98308e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.1081e-11,-1.68334e-19
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.61444e-10,3.33644e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.11919e-09,5.49099e-18
0.0370703,0.0599329,0,288.9,101350,851.84,4.78539e-09,1.48256e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.07892e-08,-3.65613e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,7.72776e-08,1.63063e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.19669e-07,1.40032e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,2.02816e-06,-1.09779e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.32024e-05,-8.28521e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,8.18494e-05,1.56581e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000433632,2.30024e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00241504,3.01565e-17
0.0741405,0.0698659,2.1684e-19,288.91,101362,851.828,0.0128633,8.05279e-18
0.0782595,0.0709696,4.33681e-19,288.951,101404,851.781,0.0648453,0
0.0823784,0.0720732,4.33681e-19,289.094,101563,851.609,0.305233,-1.0206e-19
0.0864973,0.0731769,9.48677e-19,290.195,102451,850.314,1.52285,-5.4136e-18
0.0906162,0.0742805,-4.33681e-19,292.377,105113,847.607,6.72394,-3.69282e-17
0.0947351,0.0753842,2.1684e-19,304.607,116138,832.172,21.5689,-4.01195e-19
0.0988541,0.0764879,4.33681e-19,319.719,136268,812.221,56.3501,1.95864e-18
0.102973,0.0775915,1.6263e-19,342.041,173006,778.004,104.058,5.04559e-18
0.107092,0.0786952,-1.6263e-19,369.751,212436,736.163,140.061,3.10605e-18
0.111211,0.0797988,8.55503e-20,371.754,225785,726.562,175.602,6.0231e-17
0.11533,0.0809025,1.0842e-19,377.802,238611,716.308,183.331,1.25489e-17
0.119449,0.0820062,0,380.792,245499,710.537,187.66,1.77997e-17
0.123568,0.0831098,2.1684e-19,381.659,248566,708.86,189.518,8.81776e-18
0.127686,0.0842135,4.33681e-19,382.678,250075,707.745,189.669,0
0.131805,0.0853171,2.1684e-19,383.066,250550,707.615,189.363,0
0.135924,0.0864208,0,382.755,250182,708.219,189.345,0
0.140043,0.0875245,-2.98156e-19,382.286,249658,708.719,189.782,-6.95652e-19
0.144162,0.0886281,-3.79471e-19,382.026,249458,708.808,190.063,1.37828e-17
0.148281,0.0897318,6.36969e-19,381.985,249541,708.734,190.032,-5.27969e-20
0.1524,0.0908355,2.1684e-19,382.119,249756,708.6,189.894,3.58782e-17
0.156519,0.0919391,4.33681e-19,382.358,249951,708.443,189.876,3.29664e-19
0.160638,0.0930428,0,382.581,250020,708.269,189.888,0
0.164757,0.0941464,7.58942e-19,382.616,249987,708.208,189.854,-3.20943e-18
0.168876,0.0952501,1.0842e-19,382.579,249936,708.227,189.79,-7.84709e-17
0.172995,0.0963538,5.42101e-20,382.437,249894,708.343,189.683,0
0.177114,0.0974574,1.0842e-19,382.336,249965,708.402,189.516,-3.52943e-18
0.181232,0.0985611,8.13152e-19,382.37,250130,708.371,189.363,-6.1581e-18
0.185351,0.0996647,-4.33681e-19,382.435,250298,708.294,189.312,4.46071e-17
0.18947,0.100768,-2.1684e-19,382.482,250403,708.225,189.372,-2.05319e-17
0.193589,0.101872,1.0842e-19,382.508,250439,708.184,189.496,-3.91728e-17
0.197708,0.102976,-2.1684e-19,382.467,250383,708.218,189.62,3.32165e-17
0.201827,0.104079,2.1684e-19,382.402,250290,708.286,189.723,1.39645e-17
0.205946,0.105183,-4.33681e-19,382.344,250184,708.385,189.785,-1.59903e-17
0.210065,0.106287,-8.67362e-19,382.326,250112,708.481,189.818,-3.77303e-17
0.214184,0.10739,-4.33681e-19,382.336,250100,708.526,189.839,-3.49879e-18
0.218303,0.108494,2.1684e-19,382.372,250136,708.509,189.847,-2.23939e-17
0.222422,0.109598,0,382.432,250204,708.464,189.862,-6.94815e-17
0.226541,0.110701,3.25261e-19,382.506,250285,708.399,189.883,9.64808e-18
0.230659,0.111805,-5.42101e-20,382.582,250364,708.338,189.913,7.86054e-18
0.234778,0.112909,4.33681e-19,382.66,250423,708.291,189.933,-1.43015e-17
0.238897,0.114012,0,382.7,250437,708.27,189.925,-9.5505e-17
0.243016,0.115116,2.1684e-19,382.716,250439,708.244,189.889,4.00562e-17
0.247135,0.11622,-2.1684e-19,382.705,250429,708.241,189.837,1.00744e-17
0.251254,0.117323,-4.33681e-19,382.702,250435,708.214,189.78,-1.85757e-17
0.255373,0.118427,-6.50521e-19,382.672,250428,708.196,189.707,-9.51452e-21
0.259492,0.119531,-6.50521e-19,382.646,250431,708.144,189.641,-1.06451e-17
0.263611,0.120634,4.33681e-19,382.605,250413,708.112,189.586,1.75448e-17
0.26773,0.121738,0,382.547,250367,708.121,189.55,3.97853e-17
0.271849,0.122842,0,382.479,250300,708.149,189.538,-3.31322e-18
0.275968,0.123945,4.33681e-19,382.41,250211,708.201,189.552,-9.26746e-18
0.280086,0.125049,0,382.336,250100,708.284,189.591,3.62873e-17
0.284205,0.126153,4.33681e-19,382.281,250010,708.376,189.633,-3.22617e-17
0.288324,0.127256,4.87891e-19,382.272,249987,708.434,189.666,9.91992e-18
0.292443,0.12836,4.33681e-19,382.292,250018,708.436,189.683,-2.78336e-17
0.296562,0.129464,-4.33681e-19,382.332,250081,708.408,189.677,-3.26786e-17
0.300681,0.130567,-4.33681e-19,382.391,250157,708.377,189.681,-1.33545e-17
0.3048,0.131671,4.33681e-19,382.424,250196,708.369,189.695,-3.68333e-17
