distance,T,p,U_0,U_1,U_2
0.00155556,238.508,13335.2,395.07,0.341236,0
0.00311111,166.936,5066.04,550.91,-177.337,0
0.00466667,143.693,4054.91,596.862,-203.003,0
0.00622222,135.454,4010.37,613.597,-210.711,0
0.00777778,131.043,4103.17,624.774,-203.633,0
0.00933333,122.925,4031.96,638.907,-203.141,0
0.0108889,117.284,3920.67,649.713,-202.556,0
0.0124444,112.879,3821.96,656.31,-202.621,0
0.014,109.822,3759.85,659.822,-202.384,0
0.0155556,108.818,3748.11,660.657,-202.481,0
0.0171111,106.885,3678.92,662.616,-203.813,0
0.0186667,104.751,3583.19,664.16,-206.572,0
0.0202222,103.701,3476.36,664.025,-210.47,0
0.0217778,105.467,3531.85,659.749,-213.902,0
0.0233333,107.838,3679.49,657.309,-209.651,0
0.0248889,105.502,3619.55,662.644,-204.127,0
0.0264444,104.945,3629.55,663.007,-204.952,0
0.028,104.11,3559.65,663.855,-206.431,0
0.0295556,104.497,3533.69,662.127,-209.691,0
0.0311111,103.682,3426.2,662.145,-214.741,0
0.0326667,103.433,3372.46,661.462,-215.499,0
0.0342222,105.383,3536.23,660.378,-211.529,0
0.0357778,104.294,3509.24,662.335,-209.504,0
0.0373333,105.18,3578.33,661.428,-208.204,0
0.0388889,104.71,3551.2,662.161,-208.824,0
0.0404444,104.88,3536.4,661.351,-209.691,0
0.042,104.035,3432.41,661.236,-213.736,0
0.0435556,103.356,3358.64,661.118,-216.833,0
0.0451111,104.635,3480.63,660.537,-213.581,0
0.0466667,104.368,3511.41,662.005,-210.587,0
0.0482222,104.67,3537.11,661.893,-209.227,0
0.0497778,105.106,3546.45,661.487,-208.69,0
0.0513333,105.472,3572.9,661.349,-207.804,0
0.0528889,105.401,3566.04,660.959,-208.857,0
0.0544444,104.97,3530.01,661.127,-211.265,0
0.056,104.787,3473.28,661.411,-212.173,0
0.0575556,105.207,3503.48,660.786,-211.53,0
0.0591111,105.395,3569.55,660.846,-209.016,0
0.0606667,105.079,3576.23,661.732,-207.688,0
0.0622222,104.726,3543.44,661.911,-208.773,0
0.0637778,104.491,3521.44,661.901,-209.655,0
0.0653333,104.761,3502.62,660.973,-210.727,0
0.0668889,104.969,3505.39,660.693,-210.396,0
0.0684444,104.962,3511.75,660.783,-210.116,0
0.07,112.34,4210.64,655.945,-188.513,0
0.0715556,144.956,9462.07,629.598,-59.5244,0
0.0731111,163.078,12759.7,601.814,-36.3393,0
0.0746667,162.865,12956.5,603.135,-14.8252,0
0.0762222,160.562,12682.9,607.097,-8.2008,0
0.0777778,160.175,12482.4,607.997,-0.875547,0
0.0793333,160.758,12619.4,606.902,-1.393,0
0.0808889,161.734,12925.6,605.433,-3.64131,0
0.0824444,161.272,12880.8,605.99,-3.10505,0
0.084,160.997,12821.4,606.339,-0.41394,0
0.0855556,161.324,12854.8,605.8,0.582964,0
0.0871111,160.694,12791.6,606.909,1.55322,0
0.0886667,161.015,12875.3,606.312,1.11048,0
0.0902222,161.654,13046.4,605.149,-0.410963,0
0.0917778,162.452,13288.5,603.698,-2.50854,0
0.0933333,162.41,13277,603.725,-1.97069,0
0.0948889,161.992,13197.8,604.172,-0.00371138,0
0.0964444,162.078,13214.7,603.946,0.218629,0
0.098,162.175,13235.4,603.684,0.316077,0
0.0995556,162.234,13265.5,603.32,0.655759,0
0.101111,162.606,13291.4,602.619,1.16731,0
0.102667,162.404,13310.7,602.895,0.872309,0
0.104222,162.455,13317.6,602.8,1.10842,0
0.105778,162.481,13311.7,602.766,1.11116,0
0.107333,162.774,13298.5,602.329,1.03077,0
0.108889,162.545,13309.4,602.663,0.890781,0
0.110444,162.64,13324.7,602.488,0.648959,0
0.112,162.651,13328.8,602.485,0.743258,0
0.113556,162.668,13335.3,602.482,0.96905,0
0.115111,162.68,13346.7,602.493,1.33892,0
0.116667,162.755,13367.7,602.4,1.64804,0
0.118222,162.829,13388.7,602.318,1.83934,0
0.119778,162.833,13394.2,602.298,1.76549,0
0.121333,162.827,13394.8,602.271,1.62732,0
0.122889,162.814,13391.3,602.258,1.38698,0
0.124444,162.747,13387.2,602.306,1.15858,0
0.126,162.774,13394.5,602.234,0.995232,0
0.127556,162.836,13410.3,602.089,0.914738,0
0.129111,163.034,13462.4,601.671,1.17849,0
0.130667,163.088,13496.3,601.518,1.65795,0
0.132222,163.302,13543.6,601.094,2.08172,0
0.133778,163.3,13558.3,601.038,2.51033,0
0.135333,163.349,13569.8,600.908,2.5614,0
0.136889,163.343,13568.3,600.875,2.63189,0
0.138444,163.327,13564,600.851,2.63385,0
0.14,163.326,13560.6,600.805,2.62609,0
0.141556,163.329,13560.1,600.737,2.62065,0
0.143111,163.34,13561.3,600.645,2.63485,0
0.144667,163.358,13565.2,600.526,2.62442,0
0.146222,163.385,13571.3,600.381,2.64367,0
0.147778,163.423,13581.5,600.208,2.62004,0
0.149333,163.459,13590.6,600.036,2.64257,0
0.150889,163.519,13604.9,599.83,2.59979,0
0.152444,163.542,13610.1,599.688,2.61713,0
0.154,163.556,13612.1,599.574,2.6106,0
