x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,-4.29905e-13,-3.3754e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,1.48671e-13,-1.11467e-17
0.00823784,0.0522073,0,288.9,101350,851.84,1.46038e-12,-1.52928e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,3.98955e-12,-7.8849e-18
0.0164757,0.0544146,0,288.9,101350,851.84,8.94079e-12,-4.18168e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.21881e-11,5.23607e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,6.90271e-11,-6.6746e-20
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.68718e-10,3.3933e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.13966e-09,5.51454e-18
0.0370703,0.0599329,0,288.9,101350,851.84,5.1057e-09,1.48251e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.1372e-08,-3.59532e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,8.24196e-08,1.63169e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.26056e-07,1.40042e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,2.10044e-06,-1.09907e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.31519e-05,-8.29584e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,8.04304e-05,1.56354e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000437775,2.29845e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00225335,3.01769e-17
0.0741405,0.0698659,2.1684e-19,288.91,101361,851.829,0.0120738,8.06163e-18
0.0782595,0.0709696,4.33681e-19,288.948,101402,851.782,0.0644449,0
0.0823784,0.0720732,4.33681e-19,289.142,101572,851.556,0.27815,-9.84137e-20
0.0864973,0.0731769,9.48677e-19,289.715,102250,850.862,1.52414,-5.19098e-18
0.0906162,0.0742805,-4.33681e-19,294.127,105824,845.494,6.45912,-3.72528e-17
0.0947351,0.0753842,2.1684e-19,300.145,113750,837.836,21.5439,-4.10861e-19
0.0988541,0.0764879,4.33681e-19,322.692,138809,807.966,55.1799,1.94207e-18
0.102973,0.0775915,1.6263e-19,348.408,174107,772.324,99.2713,5.06176e-18
0.107092,0.0786952,-1.6263e-19,357.022,203128,749.907,154.891,3.1548e-18
0.111211,0.0797988,8.55503e-20,374.99,233488,721.522,167.956,6.77634e-17
0.11533,0.0809025,1.0842e-19,380.06,242417,714.449,178.196,1.29416e-17
0.119449,0.0820062,0,380.691,245875,712.265,187.017,1.76736e-17
0.123568,0.0831098,2.1684e-19,382.828,249138,708.78,188.839,8.87144e-18
0.127686,0.0842135,4.33681e-19,383.331,250226,707.546,189.236,0
0.131805,0.0853171,2.1684e-19,382.842,250195,707.616,189.61,0
0.135924,0.0864208,0,382.372,250129,707.827,189.654,0
0.140043,0.0875245,-2.98156e-19,382.132,250125,708.18,189.532,-4.08314e-19
0.144162,0.0886281,-3.79471e-19,382.071,249995,708.672,189.534,1.5261e-17
0.148281,0.0897318,6.36969e-19,382.169,249883,709.024,189.579,1.16211e-19
0.1524,0.0908355,2.1684e-19,382.294,249873,709.099,189.633,3.45247e-17
