x,y,z,T,p,U_0,U_1,U_2
-0.15242,0.05,0,288.9,101350,851.84,0,0
-0.146069,0.05,2.1684e-19,288.9,101350,851.84,-5.55492e-14,0
-0.139718,0.05,1.0842e-19,288.9,101350,851.84,3.12122e-14,0
-0.133368,0.05,2.1684e-19,288.9,101350,851.84,-2.18742e-13,0
-0.127017,0.05,4.33681e-19,288.9,101350,851.84,-1.80703e-13,0
-0.120666,0.05,8.67362e-19,288.9,101350,851.84,1.51603e-14,0
-0.114315,0.05,8.67362e-19,288.9,101350,851.84,-2.65335e-13,0
-0.107964,0.05,1.0842e-18,288.9,101350,851.84,-3.18445e-13,0
-0.101613,0.05,6.50521e-19,288.9,101350,851.84,-1.6781e-13,0
-0.0952625,0.05,4.33681e-19,288.9,101350,851.84,8.36022e-14,0
-0.0889117,0.05,6.50521e-19,288.9,101350,851.84,1.64394e-13,0
-0.0825608,0.05,4.33681e-19,288.9,101350,851.84,6.26261e-14,0
-0.07621,0.05,2.1684e-19,288.9,101350,851.84,-1.45457e-14,0
-0.0698592,0.05,2.1684e-19,288.9,101350,851.84,-1.69611e-13,0
-0.0635083,0.05,-3.25261e-19,288.9,101350,851.84,-3.73677e-13,0
-0.0571575,0.05,-2.1684e-19,288.9,101350,851.84,-5.26633e-13,0
-0.0508067,0.05,3.25261e-19,288.9,101350,851.84,-3.41219e-13,0
-0.0444558,0.05,0,288.9,101350,851.84,-3.61989e-13,0
-0.038105,0.05,3.38271e-19,288.9,101350,851.84,-6.30661e-13,0
-0.0317542,0.05,-2.1684e-19,288.9,101350,851.84,-7.68697e-13,0
-0.0254033,0.05,-2.1684e-19,288.9,101350,851.84,-9.1548e-13,0
-0.0190525,0.05,2.71051e-19,288.9,101350,851.84,-7.09764e-13,0
-0.0127017,0.05,-2.1684e-19,288.9,101350,851.84,-8.21453e-13,0
-0.00635083,0.05,2.71051e-19,288.9,101350,851.84,-8.79034e-13,0
-4.45316e-19,0.05,2.1684e-19,288.9,101350,851.84,2.95943e-13,-3.49218e-18
