x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,2.95943e-13,-3.49218e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,9.45089e-13,-8.79471e-18
0.00823784,0.0522073,0,288.9,101350,851.84,2.29912e-12,-1.00391e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,4.71092e-12,-4.81027e-18
0.0164757,0.0544146,0,288.9,101350,851.84,9.73901e-12,-4.22924e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.32396e-11,5.2306e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.03439e-11,4.69932e-19
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.58984e-10,3.34583e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.12728e-09,5.56097e-18
0.0370703,0.0599329,0,288.9,101350,851.84,4.8728e-09,1.48128e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.09953e-08,-3.68214e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,7.99028e-08,1.63238e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.19587e-07,1.40209e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,2.00586e-06,-1.09767e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.28224e-05,-8.28788e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,7.90404e-05,1.56501e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000431455,2.29965e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00228121,3.01723e-17
0.0741405,0.0698659,2.1684e-19,288.91,101361,851.829,0.0121765,8.05928e-18
0.0782595,0.0709696,4.33681e-19,288.95,101404,851.781,0.0649462,0
0.0823784,0.0720732,4.33681e-19,289.163,101589,851.531,0.302291,-9.95138e-20
0.0864973,0.0731769,9.48677e-19,289.818,102297,850.761,1.51114,-5.25846e-18
0.0906162,0.0742805,-4.33681e-19,293.125,105567,846.646,6.60593,-3.70651e-17
0.0947351,0.0753842,2.1684e-19,303.217,115129,834.348,20.3243,-3.94078e-19
0.0988541,0.0764879,4.33681e-19,315.873,134895,816.22,58.2365,1.93677e-18
0.102973,0.0775915,1.6263e-19,352.545,176745,764.189,98.6081,5.04084e-18
0.107092,0.0786952,-1.6263e-19,358.57,203331,748.729,151.692,3.13712e-18
0.111211,0.0797988,8.55503e-20,371.614,228666,727.088,174.513,6.61239e-17
0.11533,0.0809025,1.0842e-19,380.025,242399,713.216,181.747,1.31892e-17
0.119449,0.0820062,0,381.375,246416,709.788,188.349,1.77785e-17
0.123568,0.0831098,2.1684e-19,381.187,247820,709.295,191.371,8.75704e-18
0.127686,0.0842135,4.33681e-19,381.63,249255,708.847,190.809,0
0.131805,0.0853171,2.1684e-19,381.934,249864,708.921,190.189,0
0.135924,0.0864208,0,382.298,249835,708.837,190.26,0
0.140043,0.0875245,-2.98156e-19,382.593,249765,708.445,190.459,-4.34154e-19
0.144162,0.0886281,-3.79471e-19,382.67,249802,707.983,190.421,1.52605e-17
0.148281,0.0897318,6.36969e-19,382.589,249920,707.787,190.121,6.40182e-19
0.1524,0.0908355,2.1684e-19,382.39,249934,707.977,189.731,3.64676e-17
0.156519,0.0919391,4.33681e-19,382.15,249855,708.386,189.446,5.96603e-19
0.160638,0.0930428,0,382.11,249845,708.725,189.428,0
0.164757,0.0941464,7.58942e-19,382.173,249885,708.818,189.56,-3.2527e-18
0.168876,0.0952501,1.0842e-19,382.281,249989,708.74,189.695,-7.95289e-17
0.172995,0.0963538,5.42101e-20,382.401,250164,708.554,189.769,0
0.177114,0.0974574,1.0842e-19,382.473,250360,708.33,189.743,-3.33749e-18
0.181232,0.0985611,8.13152e-19,382.48,250504,708.201,189.618,-5.91219e-18
0.185351,0.0996647,-4.33681e-19,382.491,250551,708.169,189.557,4.36775e-17
0.18947,0.100768,-2.1684e-19,382.508,250506,708.214,189.589,-1.9628e-17
0.193589,0.101872,1.0842e-19,382.484,250385,708.33,189.692,-3.61016e-17
0.197708,0.102976,-2.1684e-19,382.452,250241,708.468,189.865,3.24798e-17
0.201827,0.104079,2.1684e-19,382.439,250154,708.545,190.036,1.39009e-17
0.205946,0.105183,-4.33681e-19,382.456,250141,708.533,190.148,-1.52732e-17
0.210065,0.106287,-8.67362e-19,382.496,250174,708.467,190.202,-3.58481e-17
0.214184,0.10739,-4.33681e-19,382.553,250221,708.368,190.207,-3.32424e-18
0.218303,0.108494,2.1684e-19,382.617,250263,708.252,190.179,-2.33811e-17
0.222422,0.109598,0,382.642,250261,708.142,190.116,-7.18897e-17
0.226541,0.110701,3.25261e-19,382.631,250235,708.077,190.017,9.25052e-18
0.230659,0.111805,-5.42101e-20,382.598,250186,708.09,189.923,7.53664e-18
0.234778,0.112909,4.33681e-19,382.542,250138,708.126,189.825,-1.35596e-17
0.238897,0.114012,0,382.481,250138,708.162,189.723,-9.44421e-17
0.243016,0.115116,2.1684e-19,382.443,250172,708.182,189.626,4.47777e-17
0.247135,0.11622,-2.1684e-19,382.449,250240,708.176,189.544,1.21469e-17
0.251254,0.117323,-4.33681e-19,382.462,250322,708.153,189.507,-1.95708e-17
