y,U_0,U_1,U_2
0,0.797797,-0.00161574,5.38195e-10
2.32323e-05,0.797797,-0.00161574,5.38195e-10
4.64646e-05,0.80468,-0.00157232,1.41024e-10
6.9697e-05,0.797797,-0.00161574,5.38195e-10
9.29293e-05,0.797797,-0.00161574,5.38195e-10
0.000116162,0.798411,-0.00571649,8.16618e-11
0.000139394,0.798411,-0.00571649,8.16618e-11
0.000162626,0.798411,-0.00571649,8.16618e-11
0.000185859,0.798411,-0.00571649,8.16618e-11
0.000209091,0.798411,-0.00571649,8.16618e-11
0.000232323,0.799791,-0.00973563,-1.27869e-10
0.000255556,0.799791,-0.00973563,-1.27869e-10
0.000278788,0.799791,-0.00973563,-1.27869e-10
0.00030202,0.799791,-0.00973563,-1.27869e-10
0.000325253,0.799791,-0.00973563,-1.27869e-10
0.000348485,0.802007,-0.0126559,-1.73054e-10
0.000371717,0.802007,-0.0126559,-1.73054e-10
0.000394949,0.808925,-0.0123242,-1.09589e-10
0.000418182,0.802007,-0.0126559,-1.73054e-10
0.000441414,0.802007,-0.0126559,-1.73054e-10
0.000464646,0.804959,-0.0161549,-1.90777e-10
0.000487879,0.804959,-0.0161549,-1.90777e-10
0.000511111,0.804959,-0.0161549,-1.90777e-10
0.000534343,0.804959,-0.0161549,-1.90777e-10
0.000557576,0.804959,-0.0161549,-1.90777e-10
0.000580808,0.808873,-0.0196087,-1.53526e-10
0.00060404,0.815866,-0.0190872,-1.25794e-10
0.000627273,0.815866,-0.0190872,-1.25794e-10
0.000650505,0.808873,-0.0196087,-1.53526e-10
0.000673737,0.815866,-0.0190872,-1.25794e-10
0.00069697,0.820871,-0.022588,-4.54106e-12
0.000720202,0.820871,-0.022588,-4.54106e-12
0.000743434,0.820871,-0.022588,-4.54106e-12
0.000766667,0.813822,-0.023203,-1.07726e-10
0.000789899,0.820871,-0.022588,-4.54106e-12
0.000813131,0.820067,-0.0268304,-1.86648e-11
0.000836364,0.827182,-0.0260729,-7.22116e-13
0.000859596,0.827182,-0.0260729,-7.22116e-13
0.000882828,0.820067,-0.0268304,-1.86648e-11
0.000906061,0.827182,-0.0260729,-7.22116e-13
0.000929293,0.835045,-0.029679,-2.1361e-12
0.000952525,0.835045,-0.029679,-2.1361e-12
0.000975758,0.827869,-0.0305476,-1.33088e-12
0.00099899,0.835045,-0.029679,-2.1361e-12
0.00102222,0.827869,-0.0305476,-1.33088e-12
0.00104545,0.837446,-0.0342005,-7.53225e-12
0.00106869,0.837446,-0.0342005,-7.53225e-12
0.00109192,0.837446,-0.0342005,-7.53225e-12
0.00111515,0.837446,-0.0342005,-7.53225e-12
0.00113838,0.837446,-0.0342005,-7.53225e-12
0.00116162,0.848848,-0.037981,-4.88125e-11
0.00118485,0.848848,-0.037981,-4.88125e-11
0.00120808,0.848848,-0.037981,-4.88125e-11
0.00123131,0.848848,-0.037981,-4.88125e-11
0.00125455,0.848848,-0.037981,-4.88125e-11
0.00127778,0.860569,-0.0404549,-6.80841e-11
0.00130101,0.860569,-0.0404549,-6.80841e-11
0.00132424,0.860569,-0.0404549,-6.80841e-11
0.00134747,0.866744,-0.038805,-4.63065e-11
0.00137071,0.866744,-0.038805,-4.63065e-11
0.00139394,0.869449,-0.0431898,-1.25402e-11
0.00141717,0.869449,-0.0431898,-1.25402e-11
0.0014404,0.873778,-0.041285,-1.77271e-12
0.00146364,0.869449,-0.0431898,-1.25402e-11
0.00148687,0.869449,-0.0431898,-1.25402e-11
0.0015101,0.868913,-0.0435887,-4.68547e-12
0.00153333,0.868913,-0.0435887,-4.68547e-12
0.00155657,0.868913,-0.0435887,-4.68547e-12
0.0015798,0.868913,-0.0435887,-4.68547e-12
0.00160303,0.871131,-0.0413436,3.15924e-11
0.00162626,0.849511,-0.0399542,2.59256e-11
0.00164949,0.849511,-0.0399542,2.59256e-11
0.00167273,0.849511,-0.0399542,2.59256e-11
0.00169596,0.849511,-0.0399542,2.59256e-11
0.00171919,0.849511,-0.0399542,2.59256e-11
0.00174242,0.794598,-0.0339101,3.18526e-11
0.00176566,0.794598,-0.0339101,3.18526e-11
0.00178889,0.794598,-0.0339101,3.18526e-11
0.00181212,0.788681,-0.0314672,4.06165e-11
0.00183535,0.794598,-0.0339101,3.18526e-11
0.00185859,0.693537,-0.0244052,-1.1602e-11
0.00188182,0.693537,-0.0244052,-1.1602e-11
0.00190505,0.693537,-0.0244052,-1.1602e-11
0.00192828,0.693537,-0.0244052,-1.1602e-11
0.00195152,0.693537,-0.0244052,-1.1602e-11
0.00197475,0.533745,-0.0129317,-2.33304e-11
0.00199798,0.533745,-0.0129317,-2.33304e-11
0.00202121,0.533745,-0.0129317,-2.33304e-11
0.00204444,0.542526,-0.0141833,-3.77466e-11
0.00206768,0.533745,-0.0129317,-2.33304e-11
0.00209091,0.342381,-0.00546055,-1.11136e-11
0.00211414,0.342381,-0.00546055,-1.11136e-11
0.00213737,0.342381,-0.00546055,-1.11136e-11
0.00216061,0.342381,-0.00546055,-1.11136e-11
0.00218384,0.348762,-0.00604315,-1.4288e-11
0.00220707,0.123232,-0.00107227,-4.78627e-12
0.0022303,0.123232,-0.00107227,-4.78627e-12
0.00225354,0.123232,-0.00107227,-4.78627e-12
0.00227677,0.123232,-0.00107227,-4.78627e-12
