y,U_0,U_1,U_2
0,0.907302,-0.00133042,-1.70633e-11
2.32323e-05,0.907302,-0.00133042,-1.70633e-11
4.64646e-05,0.907302,-0.00133042,-1.70633e-11
6.9697e-05,0.907302,-0.00133042,-1.70633e-11
9.29293e-05,0.907302,-0.00133042,-1.70633e-11
0.000116162,0.912246,-0.00377222,3.56282e-10
0.000139394,0.907919,-0.00382604,3.04386e-10
0.000162626,0.907919,-0.00382604,3.04386e-10
0.000185859,0.912246,-0.00377222,3.56282e-10
0.000209091,0.912246,-0.00377222,3.56282e-10
0.000232323,0.913786,-0.00584029,-8.01813e-12
0.000255556,0.913786,-0.00584029,-8.01813e-12
0.000278788,0.913786,-0.00584029,-8.01813e-12
0.00030202,0.913786,-0.00584029,-8.01813e-12
0.000325253,0.913786,-0.00584029,-8.01813e-12
0.000348485,0.916112,-0.00772965,-1.25003e-10
0.000371717,0.916112,-0.00772965,-1.25003e-10
0.000394949,0.916112,-0.00772965,-1.25003e-10
0.000418182,0.916112,-0.00772965,-1.25003e-10
0.000441414,0.916112,-0.00772965,-1.25003e-10
0.000464646,0.919307,-0.00985553,-4.80019e-11
0.000487879,0.919307,-0.00985553,-4.80019e-11
0.000511111,0.919307,-0.00985553,-4.80019e-11
0.000534343,0.919307,-0.00985553,-4.80019e-11
0.000557576,0.919307,-0.00985553,-4.80019e-11
0.000580808,0.923378,-0.0119634,-1.59438e-10
0.00060404,0.919073,-0.01216,-5.55779e-11
0.000627273,0.923378,-0.0119634,-1.59438e-10
0.000650505,0.923378,-0.0119634,-1.59438e-10
0.000673737,0.923378,-0.0119634,-1.59438e-10
0.00069697,0.92819,-0.0138577,-8.87521e-11
0.000720202,0.92819,-0.0138577,-8.87521e-11
0.000743434,0.92819,-0.0138577,-8.87521e-11
0.000766667,0.923945,-0.0141434,-1.42851e-10
0.000789899,0.92819,-0.0138577,-8.87521e-11
0.000813131,0.93349,-0.0161457,-6.20628e-11
0.000836364,0.93349,-0.0161457,-6.20628e-11
0.000859596,0.93349,-0.0161457,-6.20628e-11
0.000882828,0.93349,-0.0161457,-6.20628e-11
0.000906061,0.93349,-0.0161457,-6.20628e-11
0.000929293,0.938164,-0.017049,-7.78692e-11
0.000952525,0.938164,-0.017049,-7.78692e-11
0.000975758,0.934387,-0.0174664,-2.89689e-11
0.00099899,0.938164,-0.017049,-7.78692e-11
0.00102222,0.938164,-0.017049,-7.78692e-11
0.00104545,0.940863,-0.0192051,-9.6798e-11
0.00106869,0.940863,-0.0192051,-9.6798e-11
0.00109192,0.9377,-0.0196265,-3.57323e-11
0.00111515,0.9377,-0.0196265,-3.57323e-11
0.00113838,0.940863,-0.0192051,-9.6798e-11
0.00116162,0.936148,-0.0210952,-7.65108e-11
0.00118485,0.936148,-0.0210952,-7.65108e-11
0.00120808,0.936148,-0.0210952,-7.65108e-11
0.00123131,0.936148,-0.0210952,-7.65108e-11
0.00125455,0.936148,-0.0210952,-7.65108e-11
0.00127778,0.926783,-0.0203188,-1.1209e-10
0.00130101,0.926783,-0.0203188,-1.1209e-10
0.00132424,0.926783,-0.0203188,-1.1209e-10
0.00134747,0.926783,-0.0203188,-1.1209e-10
0.00137071,0.926783,-0.0203188,-1.1209e-10
0.00139394,0.903633,-0.0188807,-4.70155e-11
0.00141717,0.903633,-0.0188807,-4.70155e-11
0.0014404,0.903633,-0.0188807,-4.70155e-11
0.00146364,0.903633,-0.0188807,-4.70155e-11
0.00148687,0.903633,-0.0188807,-4.70155e-11
0.0015101,0.860513,-0.0167403,-2.71064e-11
0.00153333,0.860513,-0.0167403,-2.71064e-11
0.00155657,0.860513,-0.0167403,-2.71064e-11
0.0015798,0.860513,-0.0167403,-2.71064e-11
0.00160303,0.860513,-0.0167403,-2.71064e-11
0.00162626,0.796453,-0.0144652,2.12329e-11
0.00164949,0.796453,-0.0144652,2.12329e-11
0.00167273,0.796453,-0.0144652,2.12329e-11
0.00169596,0.796453,-0.0144652,2.12329e-11
0.00171919,0.796453,-0.0144652,2.12329e-11
0.00174242,0.704947,-0.0108166,1.23563e-11
0.00176566,0.704947,-0.0108166,1.23563e-11
0.00178889,0.704947,-0.0108166,1.23563e-11
0.00181212,0.704947,-0.0108166,1.23563e-11
0.00183535,0.704947,-0.0108166,1.23563e-11
0.00185859,0.583824,-0.00687678,7.80115e-12
0.00188182,0.583824,-0.00687678,7.80115e-12
0.00190505,0.583824,-0.00687678,7.80115e-12
0.00192828,0.583824,-0.00687678,7.80115e-12
0.00195152,0.583824,-0.00687678,7.80115e-12
0.00197475,0.441742,-0.00376486,2.56318e-11
0.00199798,0.441742,-0.00376486,2.56318e-11
0.00202121,0.441742,-0.00376486,2.56318e-11
0.00204444,0.441742,-0.00376486,2.56318e-11
0.00206768,0.441742,-0.00376486,2.56318e-11
0.00209091,0.278744,-0.00155828,-4.40155e-11
0.00211414,0.278744,-0.00155828,-4.40155e-11
0.00213737,0.280509,-0.00162499,-2.28977e-13
0.00216061,0.280509,-0.00162499,-2.28977e-13
0.00218384,0.280509,-0.00162499,-2.28977e-13
0.00220707,0.0983633,-0.000291728,-4.26518e-12
0.0022303,0.0983633,-0.000291728,-4.26518e-12
0.00225354,0.0983633,-0.000291728,-4.26518e-12
0.00227677,0.0983633,-0.000291728,-4.26518e-12
