y,U_0,U_1,U_2
0,0.983187,-0.00111931,2.7373e-11
7.73427e-05,0.986535,-0.00109962,-1.59783e-11
0.000114983,0.987218,-0.0029602,2.1801e-10
0.000143212,0.983869,-0.00300354,2.36787e-10
0.000229965,0.985321,-0.00451496,4.57199e-11
0.000344948,0.987434,-0.00605696,8.27774e-12
0.00045993,0.990056,-0.00743544,2.29494e-11
0.000574913,0.992731,-0.00930662,-6.02834e-11
0.000689895,0.995256,-0.00975625,-3.81788e-11
0.000804877,0.99494,-0.0117718,-5.71295e-11
0.00091986,0.992709,-0.0131553,-3.67587e-12
0.00103484,0.984443,-0.0129733,-5.39133e-12
0.00114983,0.96797,-0.0132365,-9.39619e-11
0.00126481,0.939955,-0.0123884,-1.49367e-10
0.00137979,0.897256,-0.011348,-1.06795e-10
0.00149477,0.837246,-0.00963605,-1.07464e-10
0.00160976,0.758187,-0.00772212,-4.89899e-11
0.00172474,0.659542,-0.00563128,1.5235e-11
0.00183972,0.541848,-0.00368663,-2.98669e-11
0.0019547,0.406449,-0.00200635,-1.4019e-12
0.00206969,0.255012,-0.000834525,-2.00228e-11
0.00218467,0.0890169,-0.000150904,-2.44934e-11
0.00229965,0.0890169,-0.000150904,-2.44934e-11
