distance,T,p,U_0,U_1,U_2
0,182.464,21.5358,-0.792697,-0.821643,0
0.00153939,150.824,20.4218,-12.5952,3.52478,0
0.00307879,102.524,26.3549,-24.528,10.6224,0
0.00461818,50.7769,76.1202,-4.58886,15.8247,0
0.00615758,59.3146,601.99,108.145,4.12693,0
0.00769697,82.988,1736.19,235.782,0.994081,0
0.00923636,112.984,2563.89,308.89,1.83599,0
0.0107758,125.325,3648.74,362.687,1.76828,0
0.0123152,136.459,5212.41,419.464,1.56841,0
0.0138545,144.064,6532.89,456.397,1.45213,0
0.0153939,155.225,8795.04,506.345,1.24191,0
0.0169333,164.828,11033.9,545.764,1.1935,0
0.0184727,169.513,12231.7,564.096,1.18084,0
0.0200121,173.329,13254,578.438,1.11337,0
0.0215515,174.143,13471.2,581.318,1.05807,0
0.0230909,174.443,13529.1,581.834,1.06738,0
0.0246303,174.406,13528.2,581.855,1.06996,0
0.0261697,174.466,13529.3,581.664,1.07894,0
0.0277091,174.647,13527.9,581.42,1.06947,0
0.0292485,174.639,13528.9,581.39,1.07319,0
0.0307879,174.708,13531,581.187,1.07787,0
0.0323273,174.813,13530.8,580.968,1.07128,0
0.0338667,174.932,13530.6,580.738,1.08223,0
0.0354061,174.979,13530.2,580.61,1.09094,0
0.0369455,175.042,13529,580.534,1.08416,0
0.0384848,175.037,13528.9,580.531,1.08382,0
0.0400242,175.091,13531.6,580.352,1.09276,0
0.0415636,175.219,13531,580.082,1.09908,0
0.043103,175.283,13529.6,580.024,1.09766,0
0.0446424,175.278,13530.4,579.994,1.09579,0
0.0461818,175.351,13532.2,579.79,1.10161,0
0.0477212,175.448,13531.1,579.572,1.09991,0
0.0492606,175.535,13531.5,579.405,1.10048,0
0.0508,175.571,13531.8,579.336,1.10221,0
0.0523394,175.618,13531.8,579.22,1.09964,0
0.0538788,175.662,13531.5,579.091,1.09332,0
0.0554182,175.754,13531.8,578.91,1.09409,0
0.0569576,175.835,13532,578.752,1.10103,0
0.058497,175.863,13532,578.688,1.10613,0
0.0600364,175.912,13532.3,578.566,1.11538,0
0.0615758,175.966,13532.2,578.434,1.11796,0
0.0631152,175.998,13532.1,578.364,1.1184,0
0.0646545,176.064,13531.4,578.218,1.11106,0
0.0661939,176.137,13531.4,578.128,1.11381,0
0.0677333,176.131,13531,578.13,1.11364,0
0.0692727,176.153,13532.4,578.022,1.1193,0
0.0708121,176.204,13532.7,577.895,1.12109,0
0.0723515,176.329,13532.2,577.685,1.12504,0
0.0738909,176.33,13531.1,577.681,1.12417,0
0.0754303,176.335,13531.7,577.647,1.12541,0
0.0769697,176.428,13533.5,577.404,1.12975,0
0.0785091,176.485,13533.4,577.286,1.13128,0
0.0800485,176.57,13533.3,577.118,1.13314,0
0.0815879,176.6,13533.2,577.055,1.13226,0
0.0831273,176.628,13533,576.996,1.13118,0
0.0846667,176.677,13532.5,576.873,1.1318,0
0.0862061,176.714,13532.2,576.805,1.13192,0
0.0877455,176.762,13532.9,576.74,1.1343,0
0.0892848,176.761,13532.9,576.719,1.13412,0
0.0908242,176.772,13533.3,576.652,1.13737,0
0.0923636,176.881,13533.7,576.397,1.14409,0
0.093903,176.935,13533,576.296,1.14227,0
0.0954424,176.984,13533.1,576.223,1.14407,0
0.0969818,177.013,13533.9,576.168,1.14508,0
0.0985212,177.017,13533.8,576.125,1.1432,0
0.100061,177.048,13534.2,576.027,1.14435,0
0.1016,177.161,13534,575.785,1.15491,0
0.103139,177.205,13533.8,575.693,1.15662,0
0.104679,177.241,13533.8,575.617,1.15837,0
0.106218,177.271,13533.8,575.552,1.15753,0
0.107758,177.33,13533.8,575.435,1.16086,0
0.109297,177.36,13533.9,575.379,1.16031,0
0.110836,177.385,13534.3,575.328,1.16277,0
0.112376,177.403,13534.5,575.277,1.16373,0
0.113915,177.453,13534.7,575.125,1.16363,0
0.115455,177.498,13534.8,575.025,1.16383,0
0.116994,177.543,13534.6,574.929,1.16589,0
0.118533,177.584,13534.4,574.843,1.16698,0
0.120073,177.622,13534.3,574.765,1.16853,0
0.121612,177.657,13534.4,574.694,1.16795,0
0.123152,177.69,13534.5,574.629,1.16811,0
0.124691,177.744,13534.8,574.512,1.16875,0
0.12623,177.768,13534.9,574.453,1.17177,0
0.12777,177.795,13535,574.387,1.17378,0
0.129309,177.826,13535,574.313,1.17498,0
0.130848,177.86,13535,574.233,1.17501,0
0.132388,177.896,13535.1,574.152,1.17702,0
0.133927,177.931,13535.3,574.073,1.1801,0
0.135467,177.966,13535.3,573.995,1.18108,0
0.137006,178.001,13535.2,573.918,1.18198,0
0.138545,178.036,13535.2,573.842,1.18242,0
0.140085,178.07,13535.1,573.768,1.18312,0
0.141624,178.102,13535.1,573.694,1.18703,0
0.143164,178.136,13535.2,573.622,1.18394,0
0.144703,178.168,13535.4,573.55,1.18798,0
0.146242,178.199,13535.6,573.482,1.1903,0
0.147782,178.229,13535.7,573.417,1.19048,0
0.149321,178.257,13535.8,573.351,1.18911,0
0.150861,178.286,13535.8,573.279,1.1908,0
0.1524,178.32,13535.8,573.197,1.19422,0
