distance,T,p,U_0,U_1,U_2
0.00155556,161.465,13419.3,606.145,0.52971,0
0.00311111,126.224,6737.55,653.777,-109.013,0
0.00466667,114.7,5233.04,664.22,-148.217,0
0.00622222,109.566,4657.69,666.513,-167.47,0
0.00777778,105.372,4285.69,670.299,-180.002,0
0.00933333,107.976,4361.58,659.23,-184.619,0
0.0108889,118.843,5848.39,618.119,-160.449,0
0.0124444,135.418,8405.08,572.364,-100.4,0
0.014,140.143,9431.66,569.521,-63.3087,0
0.0155556,141.555,10024.2,574.395,-44.276,0
0.0171111,145.463,11069.7,588.082,-21.3076,0
0.0186667,149.598,12201.3,604.439,-7.43816,0
0.0202222,151.517,12796.4,612.851,-2.79889,0
0.0217778,152.847,13233.4,618.836,-0.336611,0
0.0233333,153.06,13303.8,619.788,-0.0426512,0
0.0248889,153.099,13316.4,619.958,-0.000391256,0
0.0264444,153.1,13316.6,619.96,-4.18861e-06,0
0.028,153.1,13316.6,619.96,-2.47055e-07,0
0.0295556,153.1,13316.6,619.96,-2.14961e-07,0
0.0311111,153.1,13316.6,619.96,-1.84112e-07,0
0.0326667,153.1,13316.6,619.96,-1.41787e-07,0
0.0342222,153.1,13316.6,619.96,-1.24117e-07,0
0.0357778,153.1,13316.6,619.96,-1.06602e-07,0
0.0373333,153.1,13316.6,619.96,-9.17343e-08,0
0.0388889,153.1,13316.6,619.96,-7.90561e-08,0
0.0404444,153.1,13316.6,619.96,-6.81308e-08,0
0.042,153.1,13316.6,619.96,-5.8728e-08,0
0.0435556,153.1,13316.6,619.96,-5.06373e-08,0
0.0451111,153.1,13316.6,619.96,-4.37801e-08,0
0.0466667,153.1,13316.6,619.96,-3.78715e-08,0
0.0482222,153.1,13316.6,619.96,-3.26414e-08,0
0.0497778,153.1,13316.6,619.96,-2.82442e-08,0
0.0513333,153.1,13316.6,619.96,-2.44402e-08,0
0.0528889,153.1,13316.6,619.96,-2.1124e-08,0
0.0544444,153.1,13316.6,619.96,-1.82739e-08,0
0.056,153.1,13316.6,619.96,-1.57903e-08,0
0.0575556,153.1,13316.6,619.96,-1.46772e-08,0
0.0591111,153.1,13316.6,619.96,-1.27182e-08,0
0.0606667,153.1,13316.6,619.96,-1.1041e-08,0
0.0622222,153.1,13316.6,619.96,-9.60323e-09,0
0.0637778,153.1,13316.6,619.96,-8.97284e-09,0
0.0653333,153.1,13316.6,619.96,-7.82322e-09,0
0.0668889,153.1,13316.6,619.96,-6.76583e-09,0
0.0684444,153.1,13316.6,619.96,-6.30556e-09,0
0.07,153.1,13316.6,619.96,-5.47374e-09,0
0.0715556,153.1,13316.6,619.96,-4.72917e-09,0
0.0731111,153.1,13316.6,619.96,-4.37085e-09,0
0.0746667,153.1,13316.6,619.96,-3.78186e-09,0
0.0762222,153.1,13316.6,619.96,-3.51511e-09,0
0.0777778,153.1,13316.6,619.96,-3.0536e-09,0
0.0793333,153.1,13316.6,619.96,-2.72742e-09,0
0.0808889,153.1,13316.6,619.96,-2.35467e-09,0
0.0824444,153.1,13316.6,619.96,-2.27619e-09,0
0.084,153.1,13316.6,619.96,-1.95084e-09,0
0.0855556,153.1,13316.6,619.96,-1.77798e-09,0
0.0871111,153.1,13316.6,619.96,-1.5595e-09,0
0.0886667,153.1,13316.6,619.96,-1.43703e-09,0
0.0902222,153.1,13316.6,619.96,-1.32133e-09,0
0.0917778,153.1,13316.6,619.96,-1.12384e-09,0
0.0933333,153.1,13316.6,619.96,-1.03517e-09,0
0.0948889,153.1,13316.6,619.96,-8.80355e-10,0
0.0964444,153.1,13316.6,619.96,-8.18255e-10,0
0.098,153.1,13316.6,619.96,-7.78695e-10,0
0.0995556,153.1,13316.6,619.96,-6.90857e-10,0
0.101111,153.1,13316.6,619.96,-6.22608e-10,0
0.102667,153.1,13316.6,619.96,-5.76973e-10,0
0.104222,153.1,13316.6,619.96,-4.87002e-10,0
0.105778,153.1,13316.6,619.96,-4.68815e-10,0
0.107333,153.1,13316.6,619.96,-4.64008e-10,0
0.108889,153.1,13316.6,619.96,-4.33007e-10,0
0.110444,153.1,13316.6,619.96,-3.3332e-10,0
0.112,153.1,13316.6,619.96,-2.93852e-10,0
0.113556,153.1,13316.6,619.96,-2.55628e-10,0
0.115111,153.1,13316.6,619.96,-2.31386e-10,0
0.116667,153.1,13316.6,619.96,-2.23502e-10,0
0.118222,153.1,13316.6,619.96,-2.01842e-10,0
0.119778,153.1,13316.6,619.96,-1.97092e-10,0
0.121333,153.1,13316.6,619.96,-1.82162e-10,0
0.122889,153.1,13316.6,619.96,-1.53006e-10,0
0.124444,153.1,13316.6,619.96,-1.31457e-10,0
0.126,153.1,13316.6,619.96,-1.25104e-10,0
0.127556,153.1,13316.6,619.96,-1.23094e-10,0
0.129111,153.1,13316.6,619.96,-1.24019e-10,0
0.130667,153.1,13316.6,619.96,-1.13839e-10,0
0.132222,153.1,13316.6,619.96,-1.05413e-10,0
0.133778,153.1,13316.6,619.96,-8.38756e-11,0
0.135333,153.1,13316.6,619.96,-6.36815e-11,0
0.136889,153.1,13316.6,619.96,-4.79633e-11,0
0.138444,153.1,13316.6,619.96,-4.46125e-11,0
0.14,153.1,13316.6,619.96,-4.80249e-11,0
0.141556,153.1,13316.6,619.96,-4.38918e-11,0
0.143111,153.1,13316.6,619.96,-5.03125e-11,0
0.144667,153.1,13316.6,619.96,-5.01018e-11,0
0.146222,153.1,13316.6,619.96,-4.26879e-11,0
0.147778,153.1,13316.6,619.96,-3.77412e-11,0
0.149333,153.1,13316.6,619.96,-4.83196e-11,0
0.150889,153.1,13316.6,619.96,-5.4222e-11,0
0.152444,153.1,13316.6,619.96,-4.46381e-11,0
0.154,153.1,13316.6,619.96,-3.44354e-11,0
