x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,5.45884e-13,-3.66184e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,1.26356e-12,-9.13226e-18
0.00823784,0.0522073,0,288.9,101350,851.84,2.60566e-12,-1.1152e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,5.01155e-12,-6.60832e-18
0.0164757,0.0544146,0,288.9,101350,851.84,9.94697e-12,-4.79578e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.30519e-11,5.21991e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.06329e-11,6.45416e-20
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.66569e-10,3.20872e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.16707e-09,5.65236e-18
0.0370703,0.0599329,0,288.9,101350,851.84,5.0628e-09,1.48333e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.14814e-08,-3.53702e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,8.17629e-08,1.63342e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.27649e-07,1.4028e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,2.07073e-06,-1.09677e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.31982e-05,-8.28166e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,8.06585e-05,1.56612e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000432654,2.30105e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00226484,3.01692e-17
0.0741405,0.0698659,2.1684e-19,288.91,101361,851.829,0.0119807,8.05591e-18
0.0782595,0.0709696,4.33681e-19,288.95,101403,851.781,0.063751,0
0.0823784,0.0720732,4.33681e-19,289.147,101583,851.551,0.305424,-1.00232e-19
0.0864973,0.0731769,9.48677e-19,289.92,102339,850.648,1.46943,-5.30167e-18
