x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,5.46802e-13,-3.66206e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,1.44757e-12,-9.59502e-18
0.00823784,0.0522073,0,288.9,101350,851.84,3.28327e-12,-1.16522e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,6.25552e-12,-6.42621e-18
0.0164757,0.0544146,0,288.9,101350,851.84,1.1673e-11,-5.36279e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.54998e-11,4.39129e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.27132e-11,3.80809e-19
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.62829e-10,3.39571e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.12874e-09,5.49218e-18
0.0370703,0.0599329,0,288.9,101350,851.84,4.7829e-09,1.48299e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.04089e-08,-3.69341e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,7.54702e-08,1.63178e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.04609e-07,1.40088e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,1.9356e-06,-1.09733e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.26722e-05,-8.28262e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,8.00787e-05,1.56461e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000428438,2.29935e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.002381,3.01428e-17
0.0741405,0.0698659,2.1684e-19,288.911,101362,851.828,0.0129529,8.04744e-18
0.0782595,0.0709696,4.33681e-19,288.953,101405,851.778,0.066234,0
0.0823784,0.0720732,4.33681e-19,289.089,101560,851.616,0.302184,-1.03102e-19
0.0864973,0.0731769,9.48677e-19,290.253,102501,850.237,1.59984,-5.4782e-18
0.0906162,0.0742805,-4.33681e-19,292.689,105271,847.271,6.6957,-3.72218e-17
0.0947351,0.0753842,2.1684e-19,301.944,115303,835.287,22.0929,-4.01189e-19
0.0988541,0.0764879,4.33681e-19,325.264,138470,805.725,53.5208,1.95374e-18
0.102973,0.0775915,1.6263e-19,337.768,168594,783.379,107.357,5.03532e-18
0.107092,0.0786952,-1.6263e-19,369.572,212333,734.68,140.933,3.10127e-18
0.111211,0.0797988,8.55503e-20,371.563,226494,726.024,174.109,6.3269e-17
0.11533,0.0809025,1.0842e-19,377.938,239278,715.904,183.675,1.316e-17
0.119449,0.0820062,0,382.03,246084,710.046,186.896,1.87536e-17
0.123568,0.0831098,2.1684e-19,382.363,248575,709.002,188.197,9.41651e-18
0.127686,0.0842135,4.33681e-19,382.704,250412,708.096,188.3,0
0.131805,0.0853171,2.1684e-19,382.907,251126,707.859,188.262,0
0.135924,0.0864208,0,382.559,250566,708.367,188.69,0
0.140043,0.0875245,-2.98156e-19,382.212,249819,708.864,189.323,-5.77252e-19
