x,y,z,T,p,U_0,U_1,U_2
-0.15242,0.05,0,288.9,101350,851.84,0,0
-0.146069,0.05,2.1684e-19,288.9,101350,851.84,-4.55698e-14,0
-0.139718,0.05,1.0842e-19,288.9,101350,851.84,2.47368e-14,0
-0.133368,0.05,2.1684e-19,288.9,101350,851.84,-1.51841e-16,0
-0.127017,0.05,4.33681e-19,288.9,101350,851.84,1.41962e-14,0
-0.120666,0.05,8.67362e-19,288.9,101350,851.84,3.97368e-14,0
-0.114315,0.05,8.67362e-19,288.9,101350,851.84,2.22811e-13,0
-0.107964,0.05,1.0842e-18,288.9,101350,851.84,8.12679e-14,0
-0.101613,0.05,6.50521e-19,288.9,101350,851.84,5.47754e-14,0
-0.0952625,0.05,4.33681e-19,288.9,101350,851.84,-2.6843e-13,0
-0.0889117,0.05,6.50521e-19,288.9,101350,851.84,-2.26131e-13,0
-0.0825608,0.05,4.33681e-19,288.9,101350,851.84,-2.82814e-13,0
-0.07621,0.05,2.1684e-19,288.9,101350,851.84,-3.95578e-13,0
-0.0698592,0.05,2.1684e-19,288.9,101350,851.84,-6.483e-13,0
-0.0635083,0.05,-3.25261e-19,288.9,101350,851.84,-1.04445e-12,0
-0.0571575,0.05,-2.1684e-19,288.9,101350,851.84,-1.04879e-12,0
-0.0508067,0.05,3.25261e-19,288.9,101350,851.84,-9.77039e-13,0
-0.0444558,0.05,0,288.9,101350,851.84,-8.90574e-13,0
-0.038105,0.05,3.38271e-19,288.9,101350,851.84,-9.01013e-13,0
-0.0317542,0.05,-2.1684e-19,288.9,101350,851.84,-1.01194e-12,0
-0.0254033,0.05,-2.1684e-19,288.9,101350,851.84,-1.02013e-12,0
-0.0190525,0.05,2.71051e-19,288.9,101350,851.84,-1.40313e-12,0
-0.0127017,0.05,-2.1684e-19,288.9,101350,851.84,-1.51965e-12,0
-0.00635083,0.05,2.71051e-19,288.9,101350,851.84,-1.30547e-12,0
-4.45316e-19,0.05,2.1684e-19,288.9,101350,851.84,5.46802e-13,-3.66206e-18
