x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,-1.84178e-14,-3.71087e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,5.16522e-13,-1.02709e-17
0.00823784,0.0522073,0,288.9,101350,851.84,1.87204e-12,-1.30052e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,4.44417e-12,-8.09174e-18
0.0164757,0.0544146,0,288.9,101350,851.84,9.3607e-12,-5.33334e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.24803e-11,5.45554e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,6.86966e-11,2.19949e-19
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.66586e-10,3.01954e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.13063e-09,5.54576e-18
0.0370703,0.0599329,0,288.9,101350,851.84,5.05627e-09,1.4822e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.1254e-08,-3.64373e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,8.10854e-08,1.63239e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.16678e-07,1.40135e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,2.05602e-06,-1.09781e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.29905e-05,-8.28944e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,8.07918e-05,1.56301e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000442049,2.29778e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.0022985,3.01761e-17
0.0741405,0.0698659,2.1684e-19,288.91,101361,851.829,0.0122442,8.06235e-18
0.0782595,0.0709696,4.33681e-19,288.95,101403,851.782,0.064861,0
0.0823784,0.0720732,4.33681e-19,289.152,101577,851.545,0.284793,-9.82945e-20
0.0864973,0.0731769,9.48677e-19,289.715,102243,850.868,1.50739,-5.18391e-18
0.0906162,0.0742805,-4.33681e-19,293.978,105809,845.625,6.46744,-3.72536e-17
0.0947351,0.0753842,2.1684e-19,300.991,114204,836.816,21.1736,-4.14562e-19
0.0988541,0.0764879,4.33681e-19,319.741,137811,811.304,56.9968,1.93801e-18
0.102973,0.0775915,1.6263e-19,351.992,175924,767.796,98.8486,5.05142e-18
0.107092,0.0786952,-1.6263e-19,356.97,201524,750.567,155.93,3.14852e-18
0.111211,0.0797988,8.55503e-20,372.143,231648,723.95,169.777,6.89252e-17
0.11533,0.0809025,1.0842e-19,380.142,243334,713.639,178.47,1.31968e-17
0.119449,0.0820062,0,380.499,246173,712.25,187.073,1.73367e-17
0.123568,0.0831098,2.1684e-19,381.918,248667,709.924,189.362,8.46254e-18
0.127686,0.0842135,4.33681e-19,382.92,249900,708.488,189.593,0
0.131805,0.0853171,2.1684e-19,382.956,249976,708.04,190.103,0
0.135924,0.0864208,0,382.731,249949,707.828,190.294,0
0.140043,0.0875245,-2.98156e-19,382.48,250084,707.772,190.042,3.30817e-19
0.144162,0.0886281,-3.79471e-19,382.286,250206,708.007,189.693,1.64517e-17
0.148281,0.0897318,6.36969e-19,382.186,250146,708.467,189.479,1.49438e-19
0.1524,0.0908355,2.1684e-19,382.227,250045,708.893,189.39,3.40551e-17
0.156519,0.0919391,4.33681e-19,382.33,250002,709.036,189.473,-9.09119e-20
0.160638,0.0930428,0,382.333,249975,708.999,189.621,0
0.164757,0.0941464,7.58942e-19,382.357,250036,708.816,189.749,-3.3699e-18
0.168876,0.0952501,1.0842e-19,382.373,250143,708.575,189.807,-8.23945e-17
0.172995,0.0963538,5.42101e-20,382.415,250313,708.322,189.794,0
0.177114,0.0974574,1.0842e-19,382.512,250528,708.112,189.686,-2.9957e-18
0.181232,0.0985611,8.13152e-19,382.62,250671,708.051,189.604,-5.47736e-18
0.185351,0.0996647,-4.33681e-19,382.696,250691,708.084,189.624,3.90887e-17
0.18947,0.100768,-2.1684e-19,382.674,250611,708.184,189.692,-2.06179e-17
0.193589,0.101872,1.0842e-19,382.606,250457,708.332,189.814,-3.87335e-17
0.197708,0.102976,-2.1684e-19,382.541,250299,708.421,189.985,3.35863e-17
0.201827,0.104079,2.1684e-19,382.519,250197,708.403,190.116,1.45744e-17
0.205946,0.105183,-4.33681e-19,382.547,250170,708.315,190.187,-1.51644e-17
0.210065,0.106287,-8.67362e-19,382.601,250188,708.188,190.208,-3.60183e-17
0.214184,0.10739,-4.33681e-19,382.645,250224,708.057,190.167,-3.34003e-18
0.218303,0.108494,2.1684e-19,382.643,250258,707.973,190.06,-2.32963e-17
0.222422,0.109598,0,382.623,250278,707.977,189.936,-7.18156e-17
0.226541,0.110701,3.25261e-19,382.56,250251,708.066,189.84,9.59952e-18
0.230659,0.111805,-5.42101e-20,382.482,250215,708.179,189.75,7.82097e-18
0.234778,0.112909,4.33681e-19,382.414,250211,708.287,189.685,-1.37791e-17
0.238897,0.114012,0,382.408,250255,708.349,189.626,-9.70997e-17
0.243016,0.115116,2.1684e-19,382.421,250325,708.357,189.575,4.3792e-17
0.247135,0.11622,-2.1684e-19,382.445,250410,708.332,189.555,7.27982e-18
0.251254,0.117323,-4.33681e-19,382.467,250490,708.302,189.547,-2.3311e-17
0.255373,0.118427,-6.50521e-19,382.481,250537,708.285,189.556,-5.01117e-19
0.259492,0.119531,-6.50521e-19,382.488,250527,708.29,189.582,-1.12022e-17
0.263611,0.120634,4.33681e-19,382.472,250471,708.328,189.634,1.66927e-17
0.26773,0.121738,0,382.441,250374,708.388,189.723,3.87395e-17
0.271849,0.122842,0,382.422,250263,708.433,189.844,-4.54616e-18
0.275968,0.123945,4.33681e-19,382.425,250183,708.428,189.939,-1.23889e-17
0.280086,0.125049,0,382.455,250147,708.387,189.983,3.95958e-17
0.284205,0.126153,4.33681e-19,382.5,250135,708.335,189.993,-3.16782e-17
0.288324,0.127256,4.87891e-19,382.548,250143,708.274,189.962,1.02243e-17
0.292443,0.12836,4.33681e-19,382.579,250151,708.232,189.901,-2.88201e-17
0.296562,0.129464,-4.33681e-19,382.573,250122,708.251,189.864,-3.57993e-17
0.300681,0.130567,-4.33681e-19,382.541,250082,708.291,189.847,-1.47046e-17
0.3048,0.131671,4.33681e-19,382.518,250069,708.309,189.83,-3.87693e-17
