x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,8.90879e-13,-3.35249e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,1.6147e-12,-8.48686e-18
0.00823784,0.0522073,0,288.9,101350,851.84,2.88509e-12,-1.00934e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,5.56322e-12,-5.4997e-18
0.0164757,0.0544146,0,288.9,101350,851.84,1.08252e-11,-4.64953e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.42518e-11,5.5232e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.36312e-11,6.55918e-19
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.6732e-10,3.07949e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.1844e-09,5.5279e-18
0.0370703,0.0599329,0,288.9,101350,851.84,5.08203e-09,1.48247e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.20591e-08,-3.67015e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,8.38691e-08,1.63272e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.37505e-07,1.40227e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,2.12959e-06,-1.0996e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.34408e-05,-8.29812e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,8.18955e-05,1.56775e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000433879,2.30275e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00229198,3.02007e-17
0.0741405,0.0698659,2.1684e-19,288.91,101361,851.828,0.0123297,8.0667e-18
0.0782595,0.0709696,4.33681e-19,288.953,101404,851.778,0.0642668,0
0.0823784,0.0720732,4.33681e-19,289.077,101548,851.631,0.289457,-1.01762e-19
0.0864973,0.0731769,9.48677e-19,290.189,102426,850.313,1.46734,-5.39525e-18
0.0906162,0.0742805,-4.33681e-19,292.287,105005,847.719,6.63913,-3.68784e-17
0.0947351,0.0753842,2.1684e-19,304.341,115388,832.746,20.1841,-3.87428e-19
0.0988541,0.0764879,4.33681e-19,315.646,133832,816.715,58.0963,1.94345e-18
0.102973,0.0775915,1.6263e-19,351.951,175569,766.214,97.1333,5.04855e-18
0.107092,0.0786952,-1.6263e-19,358.956,203034,747.625,153.01,3.13562e-18
0.111211,0.0797988,8.55503e-20,375.322,231879,722.731,168.417,6.58117e-17
0.11533,0.0809025,1.0842e-19,378.558,240102,715.442,182.64,1.26182e-17
0.119449,0.0820062,0,380.737,245586,711.069,188.625,1.76849e-17
0.123568,0.0831098,2.1684e-19,382.492,249127,708.301,189.098,9.03372e-18
0.127686,0.0842135,4.33681e-19,383.182,251040,707.157,188.898,0
0.131805,0.0853171,2.1684e-19,383.354,251764,706.89,188.642,0
0.135924,0.0864208,0,382.991,251304,707.303,189.033,0
0.140043,0.0875245,-2.98156e-19,382.545,250506,707.779,189.742,-7.24254e-19
0.144162,0.0886281,-3.79471e-19,382.31,249954,708.143,190.107,1.40495e-17
0.148281,0.0897318,6.36969e-19,382.298,249803,708.382,189.952,-5.25709e-19
0.1524,0.0908355,2.1684e-19,382.271,249673,708.769,189.446,3.34499e-17
0.156519,0.0919391,4.33681e-19,382.025,249221,709.526,189.122,2.22251e-20
0.160638,0.0930428,0,381.563,248286,710.669,189.037,0
0.164757,0.0941464,7.58942e-19,380.89,246876,712.164,189.211,-3.30017e-18
0.168876,0.0952501,1.0842e-19,380.133,245224,713.8,189.692,-8.06894e-17
0.172995,0.0963538,5.42101e-20,379.488,243731,715.409,189.875,0
0.177114,0.0974574,1.0842e-19,378.886,242373,716.994,189.944,-3.43006e-18
0.181232,0.0985611,8.13152e-19,378.425,241222,718.494,189.725,-6.0826e-18
0.185351,0.0996647,-4.33681e-19,377.943,240154,720.02,189.592,4.59547e-17
0.18947,0.100768,-2.1684e-19,377.462,239093,721.585,189.398,-2.1917e-17
0.193589,0.101872,1.0842e-19,376.928,237975,723.194,189.356,-4.1159e-17
0.197708,0.102976,-2.1684e-19,376.395,236866,724.776,189.351,3.41972e-17
0.201827,0.104079,2.1684e-19,375.877,235801,726.3,189.419,1.47222e-17
0.205946,0.105183,-4.33681e-19,375.4,234808,727.762,189.488,-1.57548e-17
0.210065,0.106287,-8.67362e-19,374.949,233863,729.188,189.596,-3.72907e-17
0.214184,0.10739,-4.33681e-19,374.51,232940,730.606,189.754,-3.45802e-18
0.218303,0.108494,2.1684e-19,374.076,232046,732.009,189.981,-2.40003e-17
0.222422,0.109598,0,373.685,231253,733.352,190.159,-7.3871e-17
0.226541,0.110701,3.25261e-19,373.354,230614,734.608,190.253,9.56778e-18
0.230659,0.111805,-5.42101e-20,373.052,230071,735.804,190.325,7.79511e-18
0.234778,0.112909,4.33681e-19,372.756,229554,736.99,190.386,-1.31839e-17
0.238897,0.114012,0,372.442,229012,738.183,190.541,-9.27382e-17
0.243016,0.115116,2.1684e-19,372.118,228457,739.399,190.702,4.31114e-17
0.247135,0.11622,-2.1684e-19,371.798,227926,740.611,190.88,1.00471e-17
0.251254,0.117323,-4.33681e-19,371.495,227448,741.822,190.964,-2.02953e-17
0.255373,0.118427,-6.50521e-19,371.192,227012,743.036,191.036,-3.54156e-20
0.259492,0.119531,-6.50521e-19,370.886,226601,744.266,191.073,-1.0598e-17
0.263611,0.120634,4.33681e-19,370.559,226184,745.516,191.152,1.74969e-17
0.26773,0.121738,0,370.217,225763,746.771,191.274,3.92858e-17
0.271849,0.122842,0,369.868,225347,748.006,191.448,-3.80259e-18
0.275968,0.123945,4.33681e-19,369.533,224971,749.207,191.6,-1.14624e-17
0.280086,0.125049,0,369.22,224642,750.359,191.739,3.73243e-17
0.284205,0.126153,4.33681e-19,368.93,224358,751.465,191.843,-3.18674e-17
0.288324,0.127256,4.87891e-19,368.658,224107,752.525,191.939,9.79622e-18
0.292443,0.12836,4.33681e-19,368.398,223878,753.557,192.018,-3.15475e-17
0.296562,0.129464,-4.33681e-19,368.158,223671,754.523,192.095,-3.79197e-17
0.300681,0.130567,-4.33681e-19,367.87,223432,755.698,192.18,-1.37217e-17
0.3048,0.131671,4.33681e-19,367.673,223276,756.468,192.224,-3.72708e-17
