x,y,z,T,p,U_0,U_1,U_2
-0.15242,0.05,0,288.9,101350,851.84,0,0
-0.146069,0.05,2.1684e-19,288.9,101350,851.84,7.8224e-14,0
-0.139718,0.05,1.0842e-19,288.9,101350,851.84,2.02408e-13,0
-0.133368,0.05,2.1684e-19,288.9,101350,851.84,2.23685e-13,0
-0.127017,0.05,4.33681e-19,288.9,101350,851.84,1.04234e-13,0
-0.120666,0.05,8.67362e-19,288.9,101350,851.84,7.95162e-14,0
-0.114315,0.05,8.67362e-19,288.9,101350,851.84,-1.66852e-13,0
-0.107964,0.05,1.0842e-18,288.9,101350,851.84,-1.36656e-13,0
-0.101613,0.05,6.50521e-19,288.9,101350,851.84,-6.8509e-14,0
-0.0952625,0.05,4.33681e-19,288.9,101350,851.84,-3.19642e-14,0
-0.0889117,0.05,6.50521e-19,288.9,101350,851.84,-1.78867e-13,0
-0.0825608,0.05,4.33681e-19,288.9,101350,851.84,-6.64786e-14,0
-0.07621,0.05,2.1684e-19,288.9,101350,851.84,9.96344e-14,0
-0.0698592,0.05,2.1684e-19,288.9,101350,851.84,1.06032e-13,0
-0.0635083,0.05,-3.25261e-19,288.9,101350,851.84,-3.98062e-13,0
-0.0571575,0.05,-2.1684e-19,288.9,101350,851.84,-7.77169e-13,0
-0.0508067,0.05,3.25261e-19,288.9,101350,851.84,-5.17081e-13,0
-0.0444558,0.05,0,288.9,101350,851.84,-5.31253e-13,0
-0.038105,0.05,3.38271e-19,288.9,101350,851.84,-5.05292e-13,0
-0.0317542,0.05,-2.1684e-19,288.9,101350,851.84,-5.69796e-13,0
-0.0254033,0.05,-2.1684e-19,288.9,101350,851.84,-4.78231e-13,0
-0.0190525,0.05,2.71051e-19,288.9,101350,851.84,-5.84888e-13,0
-0.0127017,0.05,-2.1684e-19,288.9,101350,851.84,-5.0962e-13,0
-0.00635083,0.05,2.71051e-19,288.9,101350,851.84,-3.721e-13,0
-4.45316e-19,0.05,2.1684e-19,288.9,101350,851.84,8.90879e-13,-3.35249e-18
