distance,T,p,U_0,U_1,U_2
0,332.929,2663.85,3.88756,-1.41669,0
0.00153939,332.716,2654.98,11.2456,-1.09876,0
0.00307879,331.524,2644.98,2.3985,2.94011,0
0.00461818,326.978,2587.67,-45.1695,2.74228,0
0.00615758,321.424,2481.88,-119.456,-2.59243,0
0.00769697,316.841,2405.08,-163.252,-2.8794,0
0.00923636,313.913,2399.84,-188.089,-1.21202,0
0.0107758,311.54,2442.94,-205.056,0.161365,0
0.0123152,309.917,2540.69,-214.479,1.45388,0
0.0138545,309.469,2645.98,-216.129,2.04572,0
0.0153939,309.934,2868.42,-211.313,1.01985,0
0.0169333,312.05,3190.4,-197.723,-0.042527,0
0.0184727,314.366,3472.02,-183.168,-1.03633,0
0.0200121,318.789,4003.68,-153.486,-2.60199,0
0.0215515,322.021,4435.87,-128.861,-3.75196,0
0.0230909,326.702,5205.73,-85.5691,-5.43954,0
0.0246303,329.308,5801.5,-53.286,-6.44655,0
0.0261697,331.11,6441.09,-19.8886,-7.04981,0
0.0277091,331.414,7409.61,24.6523,-5.52278,0
0.0292485,330.162,8055.23,54.564,-5.20405,0
0.0307879,328.063,8697.54,84.9726,-4.70331,0
0.0323273,325.164,9310.04,114.698,-4.24105,0
0.0338667,320.006,10138.4,156.139,-3.67865,0
0.0354061,316.257,10636.7,180.862,-3.30848,0
0.0369455,312.352,11070.1,204.296,-3.02962,0
0.0384848,308.631,11438.3,225.251,-2.58095,0
0.0400242,304.594,11685.3,245.677,-2.30299,0
0.0415636,300.993,11882.6,263.295,-1.87685,0
0.043103,297.563,12039.2,278.105,-1.47178,0
0.0446424,293.734,12124.6,291.657,-1.22789,0
0.0461818,289.967,12180.2,303.351,-0.956855,0
0.0477212,286.642,12250.3,313.467,-0.806466,0
0.0492606,283.97,12319.2,323.255,-0.646617,0
0.0508,283.117,12374.6,327.547,-0.551902,0
0.0523394,281.627,12392.4,337.175,-0.523512,0
0.0538788,280.613,12317.5,346.775,-0.431588,0
0.0554182,280.983,12342.5,352.778,-0.242957,0
0.0569576,282.042,12449.6,355.302,-0.0780758,0
0.058497,282.604,12517.1,355.822,0.00596806,0
0.0600364,283.315,12607.3,356.956,0.00852391,0
0.0615758,283.326,12654.1,358.021,0.0120253,0
0.0631152,283.234,12671,358.511,0.0110998,0
0.0646545,282.86,12706.1,359.356,0.0226116,0
0.0661939,282.463,12765.1,359.76,0.0505655,0
0.0677333,282.243,12796.3,359.985,0.0497704,0
0.0692727,281.713,12853.4,360.734,0.0717601,0
0.0708121,281.506,12893.6,361.048,0.0859618,0
0.0723515,281.288,12999.8,361.129,0.0956484,0
0.0738909,280.806,13057.9,362.117,0.0633876,0
0.0754303,280.407,13048.5,363.189,0.0027761,0
0.0769697,279.692,13044.5,365.156,0.00371454,0
0.0785091,279.505,13066.6,365.666,0.0682566,0
0.0800485,279.288,13132.1,366.365,0.0812418,0
0.0815879,279.172,13155.9,366.847,0.0652542,0
0.0831273,279.026,13170.1,367.511,0.047151,0
0.0846667,278.777,13157.2,369.118,0.0264642,0
0.0862061,278.656,13131.9,370.139,-0.00363573,0
0.0877455,278.337,13053.7,372.145,0.0206694,0
0.0892848,278.416,13033.8,372.892,0.00994065,0
0.0908242,278.676,13047.8,372.832,0.0168517,0
0.0923636,279.689,13148.6,371.646,0.048177,0
0.093903,280.391,13228.3,370.506,0.0705994,0
0.0954424,280.906,13269.4,369.998,0.0554424,0
0.0969818,281.588,13270.5,369.864,0.0552877,0
0.0985212,281.88,13266,369.647,0.0638075,0
0.100061,282.197,13265.4,369.316,0.0786238,0
0.1016,282.63,13234.8,368.792,0.0999764,0
0.103139,282.609,13193.9,368.864,0.107065,0
0.104679,282.628,13149.2,368.964,0.116965,0
0.106218,282.765,13110.2,368.758,0.115614,0
0.107758,283.513,13138.9,367.263,0.107653,0
0.109297,284.253,13205.1,365.684,0.173043,0
0.110836,285.265,13313.9,363.552,0.0742919,0
0.112376,286.056,13409.1,361.729,0.182327,0
0.113915,286.532,13440.2,360.761,0.100625,0
0.115455,286.53,13427.2,360.872,0.0855497,0
0.116994,286.508,13407.5,361.062,0.0642312,0
0.118533,286.474,13388,361.368,0.0558038,0
0.120073,286.498,13372.3,361.352,0.053583,0
0.121612,286.542,13370.9,361.195,0.0654809,0
0.123152,286.619,13374.2,360.862,0.0806138,0
0.124691,286.803,13386.5,359.904,0.101934,0
0.12623,286.903,13391.3,359.437,0.104896,0
0.12777,287.014,13395.5,359.014,0.103284,0
0.129309,287.144,13399.9,358.622,0.101006,0
0.130848,287.294,13405.2,358.241,0.0968814,0
0.132388,287.452,13411.1,357.863,0.0956696,0
0.133927,287.607,13417.3,357.462,0.0966872,0
0.135467,287.752,13423,357.03,0.101072,0
0.137006,287.884,13427.3,356.588,0.102959,0
0.138545,288.004,13429.9,356.154,0.104225,0
0.140085,288.129,13432.6,355.721,0.103782,0
0.141624,288.255,13435.4,355.286,0.106415,0
0.143164,288.401,13440.2,354.824,0.104687,0
0.144703,288.546,13445.4,354.353,0.106509,0
0.146242,288.694,13448.8,353.937,0.100556,0
0.147782,288.837,13451.5,353.55,0.0979857,0
0.149321,288.973,13452.5,353.196,0.0948202,0
0.150861,289.1,13452,352.86,0.0931881,0
0.1524,289.232,13451.7,352.515,0.0926154,0
