distance,T,p,U_0,U_1,U_2
0.00155556,238.571,13333.7,395.143,0.342136,0
0.00311111,166.507,5046.6,551.944,-177.21,0
0.00466667,143.026,4037.84,598,-202.764,0
0.00622222,133.177,3894.35,617.526,-212.417,0
0.00777778,129.665,4005.92,627.121,-207.094,0
0.00933333,122.615,3963.56,639.966,-205.497,0
0.0108889,118.068,3946.92,648.407,-201.213,0
0.0124444,113.464,3864.02,654.865,-202.006,0
0.014,109.926,3769.35,659.548,-202.289,0
0.0155556,108.67,3749.02,660.584,-202.678,0
0.0171111,107.115,3699.28,661.941,-203.093,0
0.0186667,105.103,3609.08,663.713,-205.511,0
0.0202222,104.077,3506.5,662.729,-210.677,0
0.0217778,107.3,3674.41,658.965,-207.152,0
0.0233333,106.957,3698.2,660.632,-203.366,0
0.0248889,105.073,3646.04,663.563,-203.169,0
0.0264444,104.959,3643.7,662.922,-204.43,0
0.028,104.284,3579.79,663.582,-205.508,0
0.0295556,104.284,3533.17,662.611,-209.305,0
0.0311111,104.388,3494.07,661.783,-212.797,0
0.0326667,103.187,3385.29,662.453,-214.995,0
0.0342222,103.544,3369.59,661.238,-216.753,0
0.0357778,105.286,3501.73,658.538,-214.295,0
0.0373333,105.093,3572.56,661.527,-208.189,0
0.0388889,103.634,3514.26,663.663,-209.917,0
0.0404444,104.293,3484.06,662.269,-212.038,0
0.042,104.269,3466.97,662.123,-212.182,0
0.0435556,104.719,3498.16,660.97,-212.244,0
0.0451111,105.431,3549.37,660.55,-209.934,0
0.0466667,105.312,3599.13,661.108,-207.634,0
0.0482222,105.416,3614.77,661.411,-206.588,0
0.0497778,105.154,3587.31,661.709,-207.229,0
0.0513333,104.22,3517.56,662.592,-209.998,0
0.0528889,104.25,3495.26,662.023,-211.915,0
0.0544444,104.436,3500.94,661.843,-211.386,0
0.056,105.129,3525.06,660.738,-210.715,0
0.0575556,104.169,3452.42,661.348,-212.714,0
0.0591111,104.929,3494.68,659.994,-213.038,0
0.0606667,104.315,3476.22,661.359,-211.988,0
0.0622222,103.994,3436.51,661.573,-213.966,0
0.0637778,103.867,3411.03,661.668,-214.346,0
0.0653333,104.202,3416.48,661.28,-214.219,0
0.0668889,104.641,3473.56,660.905,-212.254,0
0.0684444,104.275,3485.4,661.556,-211.11,0
0.07,108.547,3868.31,658.754,-199.678,0
0.0715556,141.161,8762.53,634.139,-78.5066,0
0.0731111,160.998,12035.8,604.41,-49.0951,0
0.0746667,161.375,12880.3,607.164,-16.625,0
0.0762222,161.924,12927.6,605.827,-10.1999,0
0.0777778,159.681,12483.6,609.059,-1.35315,0
0.0793333,159.707,12580.3,609.08,-1.89405,0
0.0808889,160.903,12842,606.728,-3.01117,0
0.0824444,161.155,12909,605.91,-3.84263,0
0.084,160.617,12799.5,606.882,-1.36996,0
0.0855556,161.135,12851.9,606.155,-0.313162,0
0.0871111,160.694,12767.9,606.662,1.62736,0
0.0886667,160.956,12822.9,606.174,1.43747,0
0.0902222,161.436,12942.8,605.333,0.314696,0
0.0917778,162.383,13234.9,603.601,-2.66844,0
0.0933333,162.371,13273.7,603.607,-2.44781,0
0.0948889,161.935,13177.8,604.307,-0.416133,0
0.0964444,161.743,13154.5,604.632,0.0378009,0
0.098,161.79,13175,604.562,0.0604263,0
0.0995556,161.916,13217.9,604.436,0.223308,0
0.101111,162.378,13238.1,603.632,0.761971,0
0.102667,162.059,13252.9,604.316,0.598357,0
0.104222,162.255,13294.1,604.077,0.556985,0
0.105778,162.299,13295,604.095,0.518652,0
0.107333,162.627,13283.6,603.529,0.505364,0
0.108889,162.26,13272,604.238,0.514332,0
0.110444,162.2,13243.5,604.356,0.501424,0
0.112,162.178,13239.1,604.359,0.589797,0
0.113556,162.225,13247.3,604.265,0.737556,0
0.115111,162.281,13266,604.157,0.994425,0
0.116667,162.422,13300.9,603.904,1.24873,0
0.118222,162.629,13358.8,603.543,1.58542,0
0.119778,162.633,13366.1,603.513,1.55806,0
0.121333,162.62,13363.9,603.533,1.53706,0
0.122889,162.581,13355.7,603.6,1.45597,0
0.124444,162.517,13341.3,603.713,1.23757,0
0.126,162.48,13323.1,603.793,0.88139,0
0.127556,162.412,13313.5,603.934,0.618725,0
0.129111,162.493,13330.2,603.814,0.568909,0
0.130667,162.547,13350.3,603.721,0.796381,0
0.132222,162.69,13389.1,603.476,1.24526,0
0.133778,162.834,13429.2,603.213,1.758,0
0.135333,162.89,13452.5,603.083,2.09435,0
0.136889,162.929,13460.1,602.978,2.14007,0
0.138444,162.928,13462,602.921,2.11107,0
0.14,162.945,13465.2,602.845,2.08792,0
0.141556,162.955,13468.3,602.785,2.04524,0
0.143111,162.965,13470.3,602.731,2.02272,0
0.144667,162.977,13471.9,602.68,2.02845,0
0.146222,162.984,13472.9,602.639,2.05408,0
0.147778,163.001,13475.5,602.58,2.08412,0
0.149333,163.007,13477.1,602.539,2.13526,0
0.150889,163.021,13480.4,602.483,2.16877,0
0.152444,163.033,13481.9,602.435,2.18054,0
0.154,163.044,13484.1,602.39,2.16057,0
