y,U_0,U_1,U_2
0,0.68369,-1.83226e-19,-9.61024e-21
9.99848e-05,0.68369,-1.1061e-30,-3.90098e-24
0.00019997,0.68369,-1.1061e-30,-3.90098e-24
0.000299954,0.68369,-1.1061e-30,-3.90098e-24
0.000399939,0.68369,-1.1061e-30,-3.90098e-24
0.000499924,0.68369,-1.1061e-30,-3.90098e-24
0.000599909,0.68369,-1.1061e-30,-3.90098e-24
0.000699893,0.68369,-1.1061e-30,-3.90098e-24
0.000799878,0.68369,-1.1061e-30,-3.90098e-24
0.000899863,0.68369,-1.1061e-30,-3.90098e-24
0.000999848,0.68369,-1.1061e-30,-3.90098e-24
0.00109983,0.68369,-1.1061e-30,-3.90098e-24
0.00119982,0.68369,-1.1061e-30,-3.90098e-24
0.0012998,0.68369,-1.1061e-30,-3.90098e-24
0.00139979,0.68369,-1.1061e-30,-3.90098e-24
0.00149977,0.68369,-1.1061e-30,-3.90098e-24
0.00159976,0.68369,-1.1061e-30,-3.90098e-24
0.00169974,0.68369,-1.1061e-30,-3.90098e-24
0.00179973,0.68369,-1.1061e-30,-3.90098e-24
0.00189971,0.68369,-1.1061e-30,-3.90098e-24
0.0019997,0.68369,-1.1061e-30,-3.90098e-24
0.00209968,0.68369,-1.1061e-30,-3.90098e-24
0.00219967,0.68369,-1.1061e-30,-3.90098e-24
0.00229965,0.325133,5.26092e-31,-1.21804e-20
