x,y,z,T,p,U_0,U_1,U_2
-0.15242,0.05,0,288.9,101350,851.84,0,0
-0.146069,0.05,2.1684e-19,288.9,101350,851.84,7.41399e-14,0
-0.139718,0.05,1.0842e-19,288.9,101350,851.84,4.26402e-14,0
-0.133368,0.05,2.1684e-19,288.9,101350,851.84,4.1924e-14,0
-0.127017,0.05,4.33681e-19,288.9,101350,851.84,-9.38366e-14,0
-0.120666,0.05,8.67362e-19,288.9,101350,851.84,-1.89866e-13,0
-0.114315,0.05,8.67362e-19,288.9,101350,851.84,-6.57853e-14,0
-0.107964,0.05,1.0842e-18,288.9,101350,851.84,2.41082e-13,0
-0.101613,0.05,6.50521e-19,288.9,101350,851.84,4.4805e-13,0
-0.0952625,0.05,4.33681e-19,288.9,101350,851.84,1.0016e-13,0
-0.0889117,0.05,6.50521e-19,288.9,101350,851.84,-2.46682e-13,0
-0.0825608,0.05,4.33681e-19,288.9,101350,851.84,-3.20934e-13,0
-0.07621,0.05,2.1684e-19,288.9,101350,851.84,1.75541e-13,0
-0.0698592,0.05,2.1684e-19,288.9,101350,851.84,3.04721e-13,0
-0.0635083,0.05,-3.25261e-19,288.9,101350,851.84,2.29675e-13,0
-0.0571575,0.05,-2.1684e-19,288.9,101350,851.84,5.77478e-14,0
-0.0508067,0.05,3.25261e-19,288.9,101350,851.84,-1.11659e-13,0
-0.0444558,0.05,0,288.9,101350,851.84,-4.42535e-13,0
-0.038105,0.05,3.38271e-19,288.9,101350,851.84,-4.65868e-13,0
-0.0317542,0.05,-2.1684e-19,288.9,101350,851.84,-6.52839e-13,0
-0.0254033,0.05,-2.1684e-19,288.9,101350,851.84,-7.36737e-13,0
-0.0190525,0.05,2.71051e-19,288.9,101350,851.84,-8.47379e-13,0
-0.0127017,0.05,-2.1684e-19,288.9,101350,851.84,-1.13137e-12,0
-0.00635083,0.05,2.71051e-19,288.9,101350,851.84,-1.1289e-12,0
-4.45316e-19,0.05,2.1684e-19,288.9,101350,851.84,7.04754e-14,-3.44725e-18
