x,y,z,T,p,U_0,U_1,U_2
0.111211,0.0797988,8.55503e-20,377.651,234932,719.218,165.37,6.67692e-17
0.11533,0.0809025,1.0842e-19,381.317,242592,713.202,175.639,1.2642e-17
0.119449,0.0820062,0,380.806,245298,712.127,185.842,1.69646e-17
0.123568,0.0831098,2.1684e-19,382.559,248638,708.768,188.331,8.31289e-18
0.127686,0.0842135,4.33681e-19,382.673,250009,708.307,188.482,0
0.131805,0.0853171,2.1684e-19,382.122,249906,708.726,189.214,0
0.135924,0.0864208,0,381.998,249889,708.685,189.887,0
0.140043,0.0875245,-2.98156e-19,382.187,250182,708.482,189.917,2.6023e-19
0.144162,0.0886281,-3.79471e-19,382.411,250361,708.511,189.677,1.60401e-17
0.148281,0.0897318,6.36969e-19,382.523,250302,708.681,189.596,4.20026e-19
0.1524,0.0908355,2.1684e-19,382.55,250169,708.797,189.669,3.38278e-17
0.156519,0.0919391,4.33681e-19,382.519,250116,708.76,189.777,1.09957e-19
0.160638,0.0930428,0,382.401,250065,708.647,189.948,0
0.164757,0.0941464,7.58942e-19,382.337,250044,708.438,190.056,-3.40521e-18
0.168876,0.0952501,1.0842e-19,382.276,250013,708.266,190.025,-8.32578e-17
0.172995,0.0963538,5.42101e-20,382.261,249996,708.201,189.921,0
0.177114,0.0974574,1.0842e-19,382.271,249996,708.234,189.862,-3.51566e-18
0.181232,0.0985611,8.13152e-19,382.306,250023,708.305,189.834,-6.28146e-18
0.185351,0.0996647,-4.33681e-19,382.381,250095,708.361,189.8,4.81189e-17
0.18947,0.100768,-2.1684e-19,382.46,250175,708.384,189.773,-2.18368e-17
0.193589,0.101872,1.0842e-19,382.511,250219,708.388,189.765,-3.95995e-17
0.197708,0.102976,-2.1684e-19,382.508,250207,708.386,189.785,3.10615e-17
0.201827,0.104079,2.1684e-19,382.493,250175,708.381,189.814,1.41685e-17
0.205946,0.105183,-4.33681e-19,382.472,250142,708.37,189.839,-1.54778e-17
0.210065,0.106287,-8.67362e-19,382.458,250132,708.343,189.859,-3.6941e-17
0.214184,0.10739,-4.33681e-19,382.469,250151,708.291,189.875,-3.42559e-18
0.218303,0.108494,2.1684e-19,382.499,250183,708.238,189.896,-2.18149e-17
0.222422,0.109598,0,382.535,250222,708.22,189.912,-6.75146e-17
0.226541,0.110701,3.25261e-19,382.564,250270,708.228,189.911,9.07975e-18
0.230659,0.111805,-5.42101e-20,382.584,250331,708.244,189.908,7.39751e-18
0.234778,0.112909,4.33681e-19,382.594,250391,708.256,189.915,-1.19474e-17
0.238897,0.114012,0,382.594,250439,708.257,189.915,-8.75155e-17
0.243016,0.115116,2.1684e-19,382.581,250464,708.253,189.903,3.6629e-17
0.247135,0.11622,-2.1684e-19,382.551,250467,708.238,189.88,1.02524e-17
0.251254,0.117323,-4.33681e-19,382.521,250464,708.208,189.853,-1.82753e-17
0.255373,0.118427,-6.50521e-19,382.494,250443,708.184,189.82,-1.05829e-18
0.259492,0.119531,-6.50521e-19,382.465,250397,708.185,189.793,-1.08074e-17
0.263611,0.120634,4.33681e-19,382.432,250337,708.208,189.78,1.86932e-17
0.26773,0.121738,0,382.407,250279,708.24,189.771,3.89943e-17
0.271849,0.122842,0,382.391,250225,708.286,189.761,-3.93964e-18
0.275968,0.123945,4.33681e-19,382.384,250182,708.337,189.761,-1.11648e-17
0.280086,0.125049,0,382.391,250152,708.37,189.773,3.94452e-17
0.284205,0.126153,4.33681e-19,382.412,250141,708.389,189.784,-3.30724e-17
0.288324,0.127256,4.87891e-19,382.447,250150,708.388,189.797,9.28513e-18
0.292443,0.12836,4.33681e-19,382.493,250179,708.364,189.81,-3.01369e-17
0.296562,0.129464,-4.33681e-19,382.551,250236,708.311,189.821,-3.68198e-17
0.300681,0.130567,-4.33681e-19,382.624,250334,708.228,189.809,-1.48327e-17
0.3048,0.131671,4.33681e-19,382.664,250398,708.179,189.794,-3.94077e-17
