x,y,z,T,p,U_0,U_1,U_2
0,0.05,0,288.9,101350,851.84,3.08185e-13,-4.02586e-18
0.00411892,0.0511037,4.33681e-19,288.9,101350,851.84,1.04598e-12,-8.65248e-18
0.00823784,0.0522073,0,288.9,101350,851.84,2.46604e-12,-1.05734e-17
0.0123568,0.053311,-4.33681e-19,288.9,101350,851.84,4.85107e-12,-7.46383e-18
0.0164757,0.0544146,0,288.9,101350,851.84,9.73111e-12,-6.1207e-18
0.0205946,0.0555183,4.06576e-19,288.9,101350,851.84,2.31904e-11,4.75631e-18
0.0247135,0.056622,5.42101e-19,288.9,101350,851.84,7.00519e-11,5.49886e-19
0.0288324,0.0577256,3.25261e-19,288.9,101350,851.84,2.7027e-10,2.97535e-18
0.0329514,0.0588293,-3.25261e-19,288.9,101350,851.84,1.14446e-09,5.48692e-18
0.0370703,0.0599329,0,288.9,101350,851.84,5.1465e-09,1.48261e-17
0.0411892,0.0610366,6.50521e-19,288.9,101350,851.84,2.13535e-08,-3.60178e-19
0.0453081,0.0621403,-2.1684e-19,288.9,101350,851.84,8.21706e-08,1.63251e-17
0.049427,0.0632439,4.06576e-20,288.9,101350,851.84,3.22124e-07,1.40042e-17
0.0535459,0.0643476,5.96311e-19,288.9,101350,851.84,2.07061e-06,-1.09915e-17
0.0576649,0.0654513,5.42101e-19,288.9,101350,851.84,1.29975e-05,-8.29386e-18
0.0617838,0.0665549,4.33681e-19,288.9,101350,851.84,7.97285e-05,1.56373e-17
0.0659027,0.0676586,-1.30104e-18,288.9,101350,851.84,0.000434631,2.29875e-17
0.0700216,0.0687622,2.1684e-19,288.902,101352,851.838,0.00223605,3.01703e-17
0.0741405,0.0698659,2.1684e-19,288.91,101361,851.829,0.0121325,8.05846e-18
0.0782595,0.0709696,4.33681e-19,288.949,101403,851.782,0.0650151,0
0.0823784,0.0720732,4.33681e-19,289.136,101572,851.563,0.276577,-9.89351e-20
0.0864973,0.0731769,9.48677e-19,289.742,102278,850.826,1.56959,-5.22296e-18
0.0906162,0.0742805,-4.33681e-19,294.164,105820,845.494,6.46761,-3.72457e-17
0.0947351,0.0753842,2.1684e-19,299.683,113509,838.389,21.8034,-4.0083e-19
0.0988541,0.0764879,4.33681e-19,325.123,139044,805.066,53.4832,1.94829e-18
0.102973,0.0775915,1.6263e-19,343.629,171617,777.774,101.391,5.07256e-18
0.107092,0.0786952,-1.6263e-19,358.828,205869,747.706,151.454,3.15801e-18
0.111211,0.0797988,8.55503e-20,377.227,235336,720.167,166.005,6.39422e-17
0.11533,0.0809025,1.0842e-19,380.251,241712,715.2,178.3,1.23593e-17
0.119449,0.0820062,0,381.754,245828,711.296,186.781,1.76224e-17
0.123568,0.0831098,2.1684e-19,383.147,249416,708.016,188.587,8.95199e-18
0.127686,0.0842135,4.33681e-19,382.988,250428,707.568,188.901,0
0.131805,0.0853171,2.1684e-19,382.493,250556,707.825,189.068,0
0.135924,0.0864208,0,382.28,250549,708.084,189.237,0
0.140043,0.0875245,-2.98156e-19,382.185,250262,708.492,189.578,-1.3316e-18
0.144162,0.0886281,-3.79471e-19,382.135,249827,708.889,189.972,1.23207e-17
0.148281,0.0897318,6.36969e-19,382.188,249629,709,190.13,-9.58915e-19
0.1524,0.0908355,2.1684e-19,382.215,249641,708.945,190.076,3.32387e-17
0.156519,0.0919391,4.33681e-19,382.21,249755,708.844,189.896,7.20126e-20
0.160638,0.0930428,0,382.257,249953,708.642,189.794,0
0.164757,0.0941464,7.58942e-19,382.329,250159,708.442,189.764,-3.27526e-18
0.168876,0.0952501,1.0842e-19,382.437,250331,708.262,189.804,-8.00804e-17
0.172995,0.0963538,5.42101e-20,382.594,250491,708.083,189.845,0
0.177114,0.0974574,1.0842e-19,382.676,250555,708.051,189.784,-3.21985e-18
0.181232,0.0985611,8.13152e-19,382.671,250552,708.099,189.742,-5.84711e-18
0.185351,0.0996647,-4.33681e-19,382.622,250488,708.22,189.733,4.31318e-17
0.18947,0.100768,-2.1684e-19,382.578,250394,708.342,189.789,-2.1047e-17
0.193589,0.101872,1.0842e-19,382.566,250311,708.367,189.883,-4.00534e-17
0.197708,0.102976,-2.1684e-19,382.594,250287,708.31,189.963,3.2085e-17
0.201827,0.104079,2.1684e-19,382.636,250293,708.198,190.022,1.38486e-17
0.205946,0.105183,-4.33681e-19,382.653,250306,708.074,190.032,-1.53225e-17
0.210065,0.106287,-8.67362e-19,382.641,250322,708,189.984,-3.61683e-17
0.214184,0.10739,-4.33681e-19,382.603,250329,708.007,189.908,-3.35394e-18
0.218303,0.108494,2.1684e-19,382.533,250302,708.084,189.839,-2.31459e-17
0.222422,0.109598,0,382.452,250255,708.206,189.772,-7.15808e-17
0.226541,0.110701,3.25261e-19,382.38,250206,708.338,189.724,9.73869e-18
0.230659,0.111805,-5.42101e-20,382.356,250221,708.425,189.721,7.93436e-18
0.234778,0.112909,4.33681e-19,382.367,250265,708.454,189.701,-1.12085e-17
0.238897,0.114012,0,382.388,250338,708.437,189.677,-8.06437e-17
0.243016,0.115116,2.1684e-19,382.423,250431,708.39,189.646,4.02482e-17
