# Residuals     
# Time          	p               	Ux              	Uz              	e               	k               	omega           
0.07944         	4.35383186e-04	2.54065068e-04	3.28163189e-04	8.03487073e-04	1.83225193e-06	1.96562812e-06
0.07946         	4.35877906e-04	2.54454520e-04	3.27723120e-04	8.03520355e-04	1.83467408e-06	1.95700538e-06
0.07948         	4.36358291e-04	2.54885470e-04	3.27242682e-04	8.03555260e-04	1.83750583e-06	1.91266870e-06
0.0795          	4.36848565e-04	2.55349436e-04	3.26746477e-04	8.03573500e-04	1.83936297e-06	1.84026132e-06
0.07952         	4.37346178e-04	2.55804739e-04	3.26251582e-04	8.03627962e-04	1.84081128e-06	1.83862375e-06
0.07954         	4.37842863e-04	2.56265315e-04	3.25764245e-04	8.03740034e-04	1.84193242e-06	1.87177807e-06
0.07956         	4.38335606e-04	2.56720932e-04	3.25289359e-04	8.03816104e-04	1.84390886e-06	1.90607216e-06
0.07958         	4.38812691e-04	2.57177933e-04	3.24887037e-04	8.03862335e-04	1.84692674e-06	1.94749015e-06
0.0796          	4.39286307e-04	2.57725638e-04	3.24547581e-04	8.03899831e-04	1.84957230e-06	1.95490301e-06
0.07962         	4.39755388e-04	2.58292522e-04	3.24202812e-04	8.03886641e-04	1.85226738e-06	1.91425770e-06
0.07964         	4.40229187e-04	2.58862705e-04	3.23854795e-04	8.03872125e-04	1.85493457e-06	1.85016897e-06
0.07966         	4.40705720e-04	2.59440943e-04	3.23501315e-04	8.03875033e-04	1.85663357e-06	1.83305713e-06
0.07968         	4.41185769e-04	2.60018530e-04	3.23121863e-04	8.03929560e-04	1.85775212e-06	1.88270971e-06
0.0797          	4.41662360e-04	2.60599189e-04	3.22735479e-04	8.03918717e-04	1.86009330e-06	1.90966223e-06
0.07972         	4.42129833e-04	2.61143983e-04	3.22384809e-04	8.03928788e-04	1.86230588e-06	1.95136273e-06
0.07974         	4.42590571e-04	2.61766787e-04	3.22042805e-04	8.03835885e-04	1.86523466e-06	1.96799048e-06
0.07976         	4.43040076e-04	2.62452231e-04	3.21690962e-04	8.03805217e-04	1.86838612e-06	1.95882339e-06
0.07978         	4.43507018e-04	2.63144326e-04	3.21301585e-04	8.03627247e-04	1.87164426e-06	1.90192870e-06
0.0798          	4.43973748e-04	2.63845393e-04	3.20889830e-04	8.03569551e-04	1.87388704e-06	1.85738767e-06
0.07982         	4.44459749e-04	2.64586940e-04	3.20443232e-04	8.03416331e-04	1.87525677e-06	1.88157161e-06
0.07984         	4.44947551e-04	2.65308600e-04	3.19972802e-04	8.03393247e-04	1.87679063e-06	1.92236805e-06
0.07986         	4.45437671e-04	2.66023396e-04	3.19537505e-04	8.03187079e-04	1.87782988e-06	1.94701908e-06
0.07988         	4.45914234e-04	2.66775299e-04	3.19120158e-04	8.03085891e-04	1.87921064e-06	1.95760383e-06
0.0799          	4.46381761e-04	2.67592724e-04	3.18701911e-04	8.02847376e-04	1.87962184e-06	1.93715224e-06
0.07992         	4.46857911e-04	2.68431333e-04	3.18266174e-04	8.02723963e-04	1.88080755e-06	1.87675344e-06
0.07994         	4.47335208e-04	2.69260907e-04	3.17815907e-04	8.02481409e-04	1.88225673e-06	1.83428433e-06
0.07996         	4.47812764e-04	2.70096215e-04	3.17341167e-04	8.02414356e-04	1.88161335e-06	1.84654783e-06
0.07998         	4.48289232e-04	2.70924637e-04	3.16844368e-04	8.02220550e-04	1.88113967e-06	1.87910043e-06
0.08            	4.48750068e-04	2.71747317e-04	3.16361157e-04	8.02068572e-04	1.88030242e-06	1.91502020e-06
0.08002         	4.49214165e-04	2.72591506e-04	3.15908825e-04	8.01802139e-04	1.87887202e-06	1.92367144e-06
0.08004         	4.49671011e-04	2.73491441e-04	3.15444392e-04	8.01554210e-04	1.87924803e-06	1.89631693e-06
0.08006         	4.50127331e-04	2.74406239e-04	3.14952854e-04	8.01260429e-04	1.87847049e-06	1.83544490e-06
0.08008         	4.50586771e-04	2.75333214e-04	3.14430096e-04	8.00991930e-04	1.87746528e-06	1.78160028e-06
0.0801          	4.51049711e-04	2.76242414e-04	3.13885404e-04	8.00735058e-04	1.87728471e-06	1.81803298e-06
0.08012         	4.51511971e-04	2.77163928e-04	3.13320679e-04	8.00461868e-04	1.87733485e-06	1.84907736e-06
0.08014         	4.51960203e-04	2.78039801e-04	3.12774841e-04	8.00147511e-04	1.87868401e-06	1.88818754e-06
0.08016         	4.52397019e-04	2.78940399e-04	3.12266098e-04	7.99822435e-04	1.88004536e-06	1.91049700e-06
0.08018         	4.52829868e-04	2.79923811e-04	3.11742684e-04	7.99464874e-04	1.88097156e-06	1.89023146e-06
0.0802          	4.53264283e-04	2.80882017e-04	3.11193587e-04	7.99030032e-04	1.88280921e-06	1.83978735e-06
0.08022         	4.53700285e-04	2.81845056e-04	3.10628301e-04	7.98630681e-04	1.88380785e-06	1.76969871e-06
0.08024         	4.54141690e-04	2.82795659e-04	3.10035567e-04	7.98215599e-04	1.88375011e-06	1.81637431e-06
0.08026         	4.54582112e-04	2.83755130e-04	3.09414479e-04	7.97871578e-04	1.88438404e-06	1.85906595e-06
0.08028         	4.55013869e-04	2.84684555e-04	3.08798383e-04	7.97416662e-04	1.88625082e-06	1.89179792e-06
0.0803          	4.55433186e-04	2.85610242e-04	3.08224129e-04	7.97024132e-04	1.88861420e-06	1.91232963e-06
0.08032         	4.55838266e-04	2.86616558e-04	3.07654706e-04	7.96515446e-04	1.89022393e-06	1.91752762e-06
0.08034         	4.56240974e-04	2.87633743e-04	3.07061752e-04	7.96030984e-04	1.89182008e-06	1.88275243e-06
0.08036         	4.56653434e-04	2.88619673e-04	3.06440856e-04	7.95483236e-04	1.89219152e-06	1.80905460e-06
0.08038         	4.57065294e-04	2.89624147e-04	3.05814235e-04	7.95040669e-04	1.89153148e-06	1.82660825e-06
0.0804          	4.57481402e-04	2.90610949e-04	3.05169706e-04	7.94589488e-04	1.89135062e-06	1.87051027e-06
0.08042         	4.57882461e-04	2.91566759e-04	3.04518017e-04	7.94139225e-04	1.89118579e-06	1.89949570e-06
0.08044         	4.58265824e-04	2.92511622e-04	3.03909557e-04	7.93627984e-04	1.89105364e-06	1.92253169e-06
0.08046         	4.58637862e-04	2.93535285e-04	3.03297906e-04	7.93124199e-04	1.89163579e-06	1.91762477e-06
0.08048         	4.59005951e-04	2.94578309e-04	3.02701048e-04	7.92564394e-04	1.89184951e-06	1.87469967e-06
0.0805          	4.59376511e-04	2.95605662e-04	3.02082966e-04	7.91995918e-04	1.89222921e-06	1.80380256e-06
0.08052         	4.59748052e-04	2.96609128e-04	3.01452134e-04	7.91446883e-04	1.89170032e-06	1.82053306e-06
0.08054         	4.60126020e-04	2.97631126e-04	3.00804370e-04	7.90952502e-04	1.89062241e-06	1.83790905e-06
0.08056         	4.60496488e-04	2.98609880e-04	3.00152711e-04	7.90420037e-04	1.88969858e-06	1.87194300e-06
0.08058         	4.60852698e-04	2.99559056e-04	2.99565507e-04	7.89861137e-04	1.88894347e-06	1.88836129e-06
0.0806          	4.61197471e-04	3.00561751e-04	2.98978520e-04	7.89269465e-04	1.88860109e-06	1.87500640e-06
0.08062         	4.61534438e-04	3.01569135e-04	2.98371415e-04	7.88643783e-04	1.88872722e-06	1.82734328e-06
0.08064         	4.61877710e-04	3.02578149e-04	2.97740890e-04	7.88040190e-04	1.88909677e-06	1.76236550e-06
0.08066         	4.62231212e-04	3.03564295e-04	2.97091450e-04	7.87452968e-04	1.88903051e-06	1.78183902e-06
0.08068         	4.62586877e-04	3.04527156e-04	2.96442891e-04	7.86985762e-04	1.88900350e-06	1.81479090e-06
0.0807          	4.62928760e-04	3.05455961e-04	2.95793976e-04	7.86506854e-04	1.88892674e-06	1.83787671e-06
0.08072         	4.63257249e-04	3.06353583e-04	2.95200001e-04	7.86123125e-04	1.88935091e-06	1.86760621e-06
0.08074         	4.63574126e-04	3.07329337e-04	2.94608286e-04	7.85781219e-04	1.88939864e-06	1.86812151e-06
0.08076         	4.63884855e-04	3.08301951e-04	2.94004300e-04	7.85605093e-04	1.88936846e-06	1.83029639e-06
0.08078         	4.64197217e-04	3.09254387e-04	2.93387597e-04	7.85534468e-04	1.88929551e-06	1.76680182e-06
0.0808          	4.64509060e-04	3.10206558e-04	2.92765170e-04	7.85630670e-04	1.88882478e-06	1.77266229e-06
0.08082         	4.64824522e-04	3.11133549e-04	2.92120637e-04	7.85814810e-04	1.88876818e-06	1.82864317e-06
0.08084         	4.65137849e-04	3.12039468e-04	2.91473715e-04	7.86083684e-04	1.89007290e-06	1.85623023e-06
0.08086         	4.65446377e-04	3.12903865e-04	2.90879979e-04	7.86362362e-04	1.89099046e-06	1.88202122e-06
0.08088         	4.65741700e-04	3.13834871e-04	2.90306208e-04	7.86726664e-04	1.89167444e-06	1.88637627e-06
0.0809          	4.66029355e-04	3.14785985e-04	2.89727776e-04	7.87076667e-04	1.89256911e-06	1.87182791e-06
0.08092         	4.66322262e-04	3.15709969e-04	2.89129425e-04	7.87488599e-04	1.89390175e-06	1.81832988e-06
0.08094         	4.66619015e-04	3.16610799e-04	2.88523217e-04	7.87948204e-04	1.89387755e-06	1.79446605e-06
0.08096         	4.66914636e-04	3.17514752e-04	2.87913244e-04	7.88517322e-04	1.89367316e-06	1.83527174e-06
0.08098         	4.67206815e-04	3.18373931e-04	2.87312249e-04	7.89135815e-04	1.89344478e-06	1.88064203e-06
0.081           	4.67482447e-04	3.19196550e-04	2.86756783e-04	7.89761421e-04	1.89295811e-06	1.89208143e-06
0.08102         	4.67747714e-04	3.20057235e-04	2.86258411e-04	7.90400100e-04	1.89343510e-06	1.88728852e-06
0.08104         	4.68000018e-04	3.20945801e-04	2.85762279e-04	7.91054238e-04	1.89321038e-06	1.85756562e-06
0.08106         	4.68252819e-04	3.21828920e-04	2.85270085e-04	7.91694671e-04	1.89208575e-06	1.80965283e-06
0.08108         	4.68510607e-04	3.22692321e-04	2.84770762e-04	7.92370585e-04	1.89125012e-06	1.79032998e-06
0.0811          	4.68773270e-04	3.23541088e-04	2.84266395e-04	7.93142458e-04	1.88866222e-06	1.80564951e-06
0.08112         	4.69030141e-04	3.24366108e-04	2.83764837e-04	7.93953872e-04	1.88647664e-06	1.82846261e-06
0.08114         	4.69277049e-04	3.25155768e-04	2.83318173e-04	7.94773208e-04	1.88478147e-06	1.85657442e-06
0.08116         	4.69511437e-04	3.25978893e-04	2.82924112e-04	7.95567928e-04	1.88237133e-06	1.85811482e-06
0.08118         	4.69733759e-04	3.26808957e-04	2.82530458e-04	7.96333153e-04	1.88154804e-06	1.82693387e-06
0.0812          	4.69955069e-04	3.27637353e-04	2.82130085e-04	7.97136970e-04	1.87998888e-06	1.77177945e-06
0.08122         	4.70179575e-04	3.28461943e-04	2.81729113e-04	7.97980181e-04	1.87822639e-06	1.74419456e-06
0.08124         	4.70408879e-04	3.29247730e-04	2.81333350e-04	7.98873068e-04	1.87709767e-06	1.78198409e-06
0.08126         	4.70629815e-04	3.30028575e-04	2.80932936e-04	7.99756632e-04	1.87506209e-06	1.80621567e-06
0.08128         	4.70841793e-04	3.30773719e-04	2.80580317e-04	8.00636696e-04	1.87391974e-06	1.83681751e-06
0.0813          	4.71043270e-04	3.31551767e-04	2.80272133e-04	8.01542892e-04	1.87305440e-06	1.85157446e-06
0.08132         	4.71237434e-04	3.32371535e-04	2.79973612e-04	8.02421656e-04	1.87248196e-06	1.83136650e-06
0.08134         	4.71427196e-04	3.33162353e-04	2.79670872e-04	8.03295003e-04	1.87286604e-06	1.78342300e-06
0.08136         	4.71618531e-04	3.33947316e-04	2.79367590e-04	8.04210574e-04	1.87277907e-06	1.72522737e-06
0.08138         	4.71812517e-04	3.34709680e-04	2.79086306e-04	8.05173898e-04	1.87165090e-06	1.77986433e-06
0.0814          	4.72008118e-04	3.35446255e-04	2.78815497e-04	8.06162900e-04	1.87139959e-06	1.81973177e-06
0.08142         	4.72187740e-04	3.36148389e-04	2.78585857e-04	8.07167866e-04	1.87180156e-06	1.85295829e-06
0.08144         	4.72358030e-04	3.36862729e-04	2.78418563e-04	8.08170892e-04	1.87188402e-06	1.86344242e-06
0.08146         	4.72518441e-04	3.37625240e-04	2.78263641e-04	8.09201646e-04	1.87149351e-06	1.85774863e-06
0.08148         	4.72676676e-04	3.38370946e-04	2.78100167e-04	8.10227436e-04	1.87138081e-06	1.82407223e-06
0.0815          	4.72843966e-04	3.39068793e-04	2.77941247e-04	8.11239900e-04	1.87075061e-06	1.76350207e-06
0.08152         	4.73009434e-04	3.39762493e-04	2.77830943e-04	8.12276987e-04	1.86970124e-06	1.78898021e-06
0.08154         	4.73175034e-04	3.40437296e-04	2.77739165e-04	8.13335695e-04	1.86899843e-06	1.82993960e-06
0.08156         	4.73329311e-04	3.41064728e-04	2.77677400e-04	8.14383321e-04	1.86821212e-06	1.85850522e-06
0.08158         	4.73471404e-04	3.41692247e-04	2.77673225e-04	8.15422176e-04	1.86756024e-06	1.87757884e-06
0.0816          	4.73601330e-04	3.42366658e-04	2.77677050e-04	8.16464119e-04	1.86746431e-06	1.85765651e-06
0.08162         	4.73725248e-04	3.43043689e-04	2.77674751e-04	8.17491347e-04	1.86614657e-06	1.80614249e-06
0.08164         	4.73853025e-04	3.43705677e-04	2.77670759e-04	8.18525613e-04	1.86496427e-06	1.75821411e-06
0.08166         	4.73992095e-04	3.44330993e-04	2.77660469e-04	8.19608130e-04	1.86349934e-06	1.78177992e-06
0.08168         	4.74124038e-04	3.44941235e-04	2.77645287e-04	8.20743040e-04	1.86122027e-06	1.79504111e-06
0.0817          	4.74248482e-04	3.45516997e-04	2.77672525e-04	8.21871328e-04	1.85924065e-06	1.82240436e-06
0.08172         	4.74361959e-04	3.46080629e-04	2.77755399e-04	8.23011262e-04	1.85726157e-06	1.83943357e-06
0.08174         	4.74467558e-04	3.46690828e-04	2.77849257e-04	8.24155147e-04	1.85555856e-06	1.82292612e-06
0.08176         	4.74572404e-04	3.47286840e-04	2.77939044e-04	8.25313645e-04	1.85400130e-06	1.77992273e-06
0.08178         	4.74683730e-04	3.47876652e-04	2.78023706e-04	8.26508959e-04	1.85216990e-06	1.71835344e-06
0.0818          	4.74805091e-04	3.48441533e-04	2.78120070e-04	8.27739685e-04	1.84992891e-06	1.73079423e-06
0.08182         	4.74924702e-04	3.48971372e-04	2.78208107e-04	8.29015686e-04	1.84798307e-06	1.76263349e-06
0.08184         	4.75031993e-04	3.49470540e-04	2.78308269e-04	8.30262436e-04	1.84573677e-06	1.78437304e-06
0.08186         	4.75129551e-04	3.49968097e-04	2.78463324e-04	8.31567365e-04	1.84417741e-06	1.81095959e-06
0.08188         	4.75215327e-04	3.50524253e-04	2.78629064e-04	8.32872582e-04	1.84260168e-06	1.81152666e-06
0.0819          	4.75293568e-04	3.51074732e-04	2.78783861e-04	8.34175724e-04	1.84149752e-06	1.77574916e-06
0.08192         	4.75382086e-04	3.51594689e-04	2.78934044e-04	8.35503026e-04	1.84021542e-06	1.71637049e-06
0.08194         	4.75467369e-04	3.52114666e-04	2.79104871e-04	8.36863400e-04	1.83840844e-06	1.72215191e-06
0.08196         	4.75559219e-04	3.52604542e-04	2.79290996e-04	8.38302510e-04	1.83651011e-06	1.76707854e-06
0.08198         	4.75645603e-04	3.53065611e-04	2.79473698e-04	8.39746308e-04	1.83548923e-06	1.78927369e-06
0.082           	4.75720357e-04	3.53504773e-04	2.79713099e-04	8.41188908e-04	1.83405302e-06	1.82035747e-06
0.08202         	4.75785301e-04	3.53998094e-04	2.80004882e-04	8.42636399e-04	1.83306822e-06	1.83352013e-06
0.08204         	4.75843435e-04	3.54495944e-04	2.80299339e-04	8.44099344e-04	1.83171476e-06	1.80282668e-06
0.08206         	4.75905211e-04	3.54968011e-04	2.80580833e-04	8.45589656e-04	1.83057503e-06	1.75045270e-06
0.08208         	4.75969637e-04	3.55412913e-04	2.80862167e-04	8.47127668e-04	1.82832599e-06	1.72394104e-06
0.0821          	4.76030738e-04	3.55853184e-04	2.81132706e-04	8.48734561e-04	1.82602512e-06	1.75897100e-06
0.08212         	4.76085463e-04	3.56248173e-04	2.81408527e-04	8.50371036e-04	1.82382463e-06	1.79523134e-06
0.08214         	4.76128713e-04	3.56617299e-04	2.81753782e-04	8.52001105e-04	1.82150708e-06	1.81883018e-06
0.08216         	4.76165661e-04	3.57034206e-04	2.82124266e-04	8.53599565e-04	1.82009819e-06	1.82778618e-06
0.08218         	4.76194843e-04	3.57465527e-04	2.82492844e-04	8.55198055e-04	1.81801659e-06	1.80056649e-06
0.0822          	4.76222366e-04	3.57895551e-04	2.82865069e-04	8.56766217e-04	1.81537134e-06	1.72718282e-06
0.08222         	4.76259002e-04	3.58288878e-04	2.83233839e-04	8.58367608e-04	1.81315545e-06	1.71095484e-06
0.08224         	4.76296533e-04	3.58656042e-04	2.83584878e-04	8.60064857e-04	1.80917743e-06	1.73010615e-06
0.08226         	4.76316847e-04	3.59002317e-04	2.83938976e-04	8.61708132e-04	1.80571130e-06	1.75070656e-06
0.08228         	4.76330906e-04	3.59312288e-04	2.84351511e-04	8.63331901e-04	1.80308424e-06	1.77797385e-06
0.0823          	4.76341183e-04	3.59682954e-04	2.84788444e-04	8.64935737e-04	1.80006603e-06	1.78112335e-06
0.08232         	4.76346367e-04	3.60038927e-04	2.85220793e-04	8.66536728e-04	1.79791651e-06	1.74607967e-06
0.08234         	4.76352586e-04	3.60399890e-04	2.85638697e-04	8.68150379e-04	1.79539694e-06	1.68892074e-06
0.08236         	4.76362689e-04	3.60751557e-04	2.86065990e-04	8.69802008e-04	1.79244474e-06	1.65784317e-06
0.08238         	4.76377382e-04	3.61068280e-04	2.86494341e-04	8.71535587e-04	1.78963781e-06	1.68731052e-06
0.0824          	4.76382041e-04	3.61360878e-04	2.86921458e-04	8.73275795e-04	1.78596672e-06	1.71172254e-06
0.08242         	4.76374986e-04	3.61620709e-04	2.87390704e-04	8.74925223e-04	1.78320154e-06	1.73833922e-06
0.08244         	4.76363073e-04	3.61929556e-04	2.87885042e-04	8.76597871e-04	1.78034728e-06	1.75356874e-06
0.08246         	4.76343304e-04	3.62265916e-04	2.88375660e-04	8.78214165e-04	1.77715026e-06	1.73381523e-06
0.08248         	4.76322206e-04	3.62565079e-04	2.88852550e-04	8.79898349e-04	1.77524803e-06	1.68296366e-06
0.0825          	4.76298955e-04	3.62855376e-04	2.89324858e-04	8.81554630e-04	1.77263426e-06	1.63337698e-06
0.08252         	4.76279775e-04	3.63122471e-04	2.89836269e-04	8.83294250e-04	1.76954754e-06	1.67916304e-06
0.08254         	4.76260251e-04	3.63355918e-04	2.90364537e-04	8.84997018e-04	1.76728092e-06	1.71273676e-06
0.08256         	4.76229348e-04	3.63561141e-04	2.90946846e-04	8.86721085e-04	1.76519579e-06	1.74078762e-06
0.08258         	4.76187896e-04	3.63804009e-04	2.91570489e-04	8.88410435e-04	1.76312552e-06	1.76194924e-06
0.0826          	4.76139844e-04	3.64078580e-04	2.92214734e-04	8.90089378e-04	1.76050794e-06	1.76060994e-06
0.08262         	4.76090810e-04	3.64353066e-04	2.92865300e-04	8.91749951e-04	1.75827844e-06	1.71713440e-06
0.08264         	4.76040558e-04	3.64586350e-04	2.93563288e-04	8.93430730e-04	1.75527985e-06	1.66147712e-06
0.08266         	4.75984856e-04	3.64810992e-04	2.94270864e-04	8.95176498e-04	1.75157362e-06	1.67603985e-06
0.08268         	4.75934029e-04	3.64999602e-04	2.94982442e-04	8.96932800e-04	1.74837738e-06	1.71603445e-06
0.0827          	4.75875054e-04	3.65146356e-04	2.95736329e-04	8.98672400e-04	1.74501877e-06	1.73767730e-06
0.08272         	4.75807083e-04	3.65304826e-04	2.96550123e-04	9.00375186e-04	1.74200488e-06	1.75893845e-06
0.08274         	4.75727810e-04	3.65502256e-04	2.97377514e-04	9.02081652e-04	1.73907590e-06	1.75374817e-06
0.08276         	4.75642855e-04	3.65716122e-04	2.98203141e-04	9.03788946e-04	1.73547763e-06	1.70802917e-06
0.08278         	4.75563004e-04	3.65909790e-04	2.99036633e-04	9.05487466e-04	1.73261643e-06	1.63728220e-06
0.0828          	4.75489850e-04	3.66067481e-04	2.99881739e-04	9.07218391e-04	1.72909176e-06	1.66041799e-06
0.08282         	4.75410074e-04	3.66210663e-04	3.00762432e-04	9.08958411e-04	1.72459533e-06	1.67622243e-06
0.08284         	4.75319527e-04	3.66318902e-04	3.01714140e-04	9.10679860e-04	1.72011729e-06	1.70234686e-06
0.08286         	4.75219588e-04	3.66441954e-04	3.02722587e-04	9.12394636e-04	1.71522334e-06	1.72078263e-06
0.08288         	4.75110628e-04	3.66600160e-04	3.03741773e-04	9.14081955e-04	1.71078510e-06	1.70263804e-06
0.0829          	4.74992205e-04	3.66754570e-04	3.04797666e-04	9.15733516e-04	1.70639196e-06	1.65259303e-06
0.08292         	4.74873713e-04	3.66898036e-04	3.05861003e-04	9.17390095e-04	1.70198850e-06	1.59080037e-06
0.08294         	4.74760920e-04	3.67028145e-04	3.06934421e-04	9.19091662e-04	1.69796542e-06	1.60984662e-06
0.08296         	4.74642946e-04	3.67123513e-04	3.08020443e-04	9.20823042e-04	1.69366901e-06	1.63517023e-06
0.08298         	4.74512246e-04	3.67182761e-04	3.09186883e-04	9.22513510e-04	1.68894276e-06	1.65798397e-06
0.083           	4.74372538e-04	3.67264238e-04	3.10430682e-04	9.24218227e-04	1.68525056e-06	1.68237023e-06
0.08302         	4.74224179e-04	3.67407241e-04	3.11698375e-04	9.25862947e-04	1.68163459e-06	1.67968610e-06
0.08304         	4.74067157e-04	3.67554350e-04	3.12987122e-04	9.27454334e-04	1.67872243e-06	1.64172584e-06
0.08306         	4.73907953e-04	3.67686627e-04	3.14299350e-04	9.29080659e-04	1.67570543e-06	1.57399786e-06
0.08308         	4.73744251e-04	3.67814783e-04	3.15603560e-04	9.30701397e-04	1.67214267e-06	1.58715682e-06
0.0831          	4.73580745e-04	3.67918639e-04	3.16906204e-04	9.32365321e-04	1.66854999e-06	1.63366329e-06
0.08312         	4.73409157e-04	3.68024787e-04	3.18235541e-04	9.33974475e-04	1.66523936e-06	1.65776217e-06
0.08314         	4.73226080e-04	3.68135636e-04	3.19633545e-04	9.35588096e-04	1.66181331e-06	1.68585402e-06
0.08316         	4.73031893e-04	3.68338536e-04	3.21055706e-04	9.37165467e-04	1.65831563e-06	1.69674440e-06
0.08318         	4.72828733e-04	3.68552896e-04	3.22486460e-04	9.38778457e-04	1.65466816e-06	1.67290807e-06
0.0832          	4.72627364e-04	3.68756814e-04	3.23908293e-04	9.40362288e-04	1.65116763e-06	1.61003592e-06
0.08322         	4.72420793e-04	3.68941224e-04	3.25336121e-04	9.42010752e-04	1.64670000e-06	1.59328296e-06
0.08324         	4.72213586e-04	3.69108424e-04	3.26768820e-04	9.43679395e-04	1.64244636e-06	1.62508091e-06
0.08326         	4.71991651e-04	3.69237693e-04	3.28213074e-04	9.45345791e-04	1.63898143e-06	1.66210656e-06
0.08328         	4.71759111e-04	3.69370241e-04	3.29725309e-04	9.47024486e-04	1.63535979e-06	1.68750351e-06
0.0833          	4.71513934e-04	3.69558545e-04	3.31284182e-04	9.48666364e-04	1.63233796e-06	1.69452775e-06
0.08332         	4.71255629e-04	3.69764195e-04	3.32865595e-04	9.50287020e-04	1.62804506e-06	1.67056056e-06
0.08334         	4.70993698e-04	3.69960958e-04	3.34454946e-04	9.51873365e-04	1.62401909e-06	1.59946987e-06
0.08336         	4.70736853e-04	3.70114090e-04	3.36048825e-04	9.53455101e-04	1.62022561e-06	1.58954361e-06
0.08338         	4.70477717e-04	3.70249274e-04	3.37635694e-04	9.55086912e-04	1.61465155e-06	1.60638352e-06
0.0834          	4.70204026e-04	3.70357069e-04	3.39220878e-04	9.56657925e-04	1.60972267e-06	1.63066272e-06
0.08342         	4.69917586e-04	3.70455695e-04	3.40871095e-04	9.58188814e-04	1.60499286e-06	1.65634243e-06
0.08344         	4.69620404e-04	3.70617415e-04	3.42541183e-04	9.59686739e-04	1.59959512e-06	1.65089732e-06
0.08346         	4.69308209e-04	3.70756034e-04	3.44204328e-04	9.61167440e-04	1.59524667e-06	1.61361205e-06
0.08348         	4.68990054e-04	3.70885537e-04	3.45867116e-04	9.62658303e-04	1.58965838e-06	1.55469757e-06
0.0835          	4.68672004e-04	3.70994121e-04	3.47537239e-04	9.64146694e-04	1.58321470e-06	1.54472185e-06
0.08352         	4.68352528e-04	3.71062766e-04	3.49209295e-04	9.65637796e-04	1.57810045e-06	1.57660114e-06
0.08354         	4.68019106e-04	3.71101233e-04	3.50909210e-04	9.67081192e-04	1.57261194e-06	1.59566220e-06
0.08356         	4.67670756e-04	3.71126972e-04	3.52678782e-04	9.68500279e-04	1.56781493e-06	1.62005775e-06
0.08358         	4.67312428e-04	3.71216264e-04	3.54467130e-04	9.69863582e-04	1.56378338e-06	1.62711350e-06
0.0836          	4.66941147e-04	3.71311530e-04	3.56237944e-04	9.71163399e-04	1.55959187e-06	1.60464377e-06
0.08362         	4.66562133e-04	3.71366401e-04	3.57994078e-04	9.72497824e-04	1.55534003e-06	1.55047155e-06
0.08364         	4.66176032e-04	3.71399649e-04	3.59761072e-04	9.73861047e-04	1.54995215e-06	1.51160473e-06
0.08366         	4.65786645e-04	3.71402106e-04	3.61526169e-04	9.75273461e-04	1.54493611e-06	1.56178084e-06
0.08368         	4.65391180e-04	3.71370738e-04	3.63292027e-04	9.76691941e-04	1.54060609e-06	1.59391081e-06
0.0837          	4.64980650e-04	3.71321503e-04	3.65103226e-04	9.78077160e-04	1.53596001e-06	1.62619458e-06
0.08372         	4.64556148e-04	3.71321667e-04	3.66949126e-04	9.79424522e-04	1.53183718e-06	1.64040242e-06
0.08374         	4.64118934e-04	3.71325743e-04	3.68781839e-04	9.80775339e-04	1.52776857e-06	1.62067046e-06
0.08376         	4.63675164e-04	3.71313695e-04	3.70645772e-04	9.82106255e-04	1.52451213e-06	1.57461538e-06
0.08378         	4.63229951e-04	3.71254350e-04	3.72508175e-04	9.83529262e-04	1.52065998e-06	1.53233705e-06
0.0838          	4.62824885e-04	3.71173145e-04	3.74348791e-04	9.85022239e-04	1.51570011e-06	1.55412006e-06
0.08382         	4.62445152e-04	3.71058036e-04	3.76162994e-04	9.86527822e-04	1.51109886e-06	1.59447765e-06
0.08384         	4.62067970e-04	3.70921845e-04	3.78017502e-04	9.88027156e-04	1.50652278e-06	1.62129252e-06
0.08386         	4.61670141e-04	3.70830729e-04	3.79892403e-04	9.89491046e-04	1.50195492e-06	1.64114847e-06
0.08388         	4.61255221e-04	3.70769829e-04	3.81774274e-04	9.90930623e-04	1.49817117e-06	1.62599445e-06
0.0839          	4.60855214e-04	3.70694302e-04	3.83636499e-04	9.92311473e-04	1.49346783e-06	1.57239372e-06
0.08392         	4.60457082e-04	3.70600174e-04	3.85478707e-04	9.93644455e-04	1.48869285e-06	1.52624349e-06
0.08394         	4.60044924e-04	3.70460141e-04	3.87311846e-04	9.95011789e-04	1.48328803e-06	1.54988785e-06
0.08396         	4.59639871e-04	3.70299742e-04	3.89126756e-04	9.96358168e-04	1.47778465e-06	1.56247929e-06
0.08398         	4.59209028e-04	3.70104443e-04	3.90974439e-04	9.97669567e-04	1.47236450e-06	1.59047635e-06
0.084           	4.58760724e-04	3.69942273e-04	3.92851303e-04	9.98956240e-04	1.46684763e-06	1.60199570e-06
0.08402         	4.58290324e-04	3.69788861e-04	3.94743995e-04	1.00020472e-03	1.46172921e-06	1.57916723e-06
0.08404         	4.57805056e-04	3.69594607e-04	3.96640308e-04	1.00141626e-03	1.45712554e-06	1.53037022e-06
0.08406         	4.57338187e-04	3.69374785e-04	3.98523125e-04	1.00260958e-03	1.45169997e-06	1.49104503e-06
