# Residuals     
# Time          	p               	Ux              	Uz              	e               	k               	omega           
0.02138         	4.30047466e-03	2.65734741e-03	2.36262026e-03	2.97670369e-03	3.14963973e-05	1.40529035e-05
0.0214          	4.31795672e-03	2.65445496e-03	2.35510593e-03	2.97594246e-03	3.14365429e-05	1.39713955e-05
0.02142         	4.33464512e-03	2.65175889e-03	2.34798033e-03	2.97504381e-03	3.13754366e-05	1.38868485e-05
0.02144         	4.35091178e-03	2.64918915e-03	2.34136441e-03	2.97403025e-03	3.13115723e-05	1.38321636e-05
0.02146         	4.36654185e-03	2.64725109e-03	2.33511198e-03	2.97264014e-03	3.12454607e-05	1.38236937e-05
0.02148         	4.38129873e-03	2.64530684e-03	2.32901201e-03	2.97090212e-03	3.11794710e-05	1.37960620e-05
0.0215          	4.39585348e-03	2.64304870e-03	2.32335578e-03	2.96897606e-03	3.11024490e-05	1.37417877e-05
0.02152         	4.40993418e-03	2.64050582e-03	2.31824585e-03	2.96666903e-03	3.10239327e-05	1.36663131e-05
0.02154         	4.42341282e-03	2.63770725e-03	2.31343196e-03	2.96400536e-03	3.09433665e-05	1.35669972e-05
0.02156         	4.43613739e-03	2.63462135e-03	2.30886041e-03	2.96110001e-03	3.08636750e-05	1.34449554e-05
0.02158         	4.44830113e-03	2.63112092e-03	2.30492243e-03	2.95778915e-03	3.07839626e-05	1.33917270e-05
0.0216          	4.46021404e-03	2.62752800e-03	2.30086765e-03	2.95410852e-03	3.07026664e-05	1.33803115e-05
0.02162         	4.47135043e-03	2.62362720e-03	2.29721396e-03	2.95010343e-03	3.06227718e-05	1.33580230e-05
0.02164         	4.48184321e-03	2.61997294e-03	2.29384607e-03	2.94574480e-03	3.05487945e-05	1.33226384e-05
0.02166         	4.49154668e-03	2.61620086e-03	2.29092680e-03	2.94129270e-03	3.04748408e-05	1.32507304e-05
0.02168         	4.50081440e-03	2.61223853e-03	2.28843369e-03	2.93643552e-03	3.03986708e-05	1.31490253e-05
0.0217          	4.50938608e-03	2.60798548e-03	2.28591793e-03	2.93133765e-03	3.03229201e-05	1.30355031e-05
0.02172         	4.51716994e-03	2.60339083e-03	2.28324176e-03	2.92594683e-03	3.02445193e-05	1.29656879e-05
0.02174         	4.52427449e-03	2.59835557e-03	2.28052994e-03	2.92029619e-03	3.01666874e-05	1.29570578e-05
0.02176         	4.53043953e-03	2.59307922e-03	2.27815880e-03	2.91446779e-03	3.00876593e-05	1.29281038e-05
0.02178         	4.53579316e-03	2.58756045e-03	2.27561559e-03	2.90829728e-03	3.00086082e-05	1.28855097e-05
0.0218          	4.54042749e-03	2.58170967e-03	2.27347268e-03	2.90189916e-03	2.99320460e-05	1.28231078e-05
0.02182         	4.54456374e-03	2.57554498e-03	2.27240685e-03	2.89532754e-03	2.98538386e-05	1.27498558e-05
0.02184         	4.54860018e-03	2.56919798e-03	2.27181583e-03	2.88855149e-03	2.97727036e-05	1.26567224e-05
0.02186         	4.55240063e-03	2.56244993e-03	2.27150134e-03	2.88162402e-03	2.96908993e-05	1.25854670e-05
0.02188         	4.55583047e-03	2.55524340e-03	2.27111466e-03	2.87438424e-03	2.96100854e-05	1.25824696e-05
0.0219          	4.55856655e-03	2.54780146e-03	2.27103543e-03	2.86687086e-03	2.95274106e-05	1.25668282e-05
0.02192         	4.56053756e-03	2.54027093e-03	2.27119503e-03	2.85926785e-03	2.94461789e-05	1.25269435e-05
0.02194         	4.56170864e-03	2.53236759e-03	2.27202061e-03	2.85136723e-03	2.93668576e-05	1.24675346e-05
0.02196         	4.56212741e-03	2.52429375e-03	2.27335115e-03	2.84313434e-03	2.92898733e-05	1.23907070e-05
0.02198         	4.56167459e-03	2.51599688e-03	2.27525640e-03	2.83467014e-03	2.92143645e-05	1.23102161e-05
0.022           	4.56049778e-03	2.50729958e-03	2.27755849e-03	2.82611060e-03	2.91356384e-05	1.22579062e-05
0.02202         	4.55849571e-03	2.49852507e-03	2.28061270e-03	2.81734476e-03	2.90550448e-05	1.22591762e-05
0.02204         	4.55594183e-03	2.48952522e-03	2.28412373e-03	2.80848116e-03	2.89763050e-05	1.22364561e-05
0.02206         	4.55279836e-03	2.48033562e-03	2.28903997e-03	2.79934764e-03	2.88970357e-05	1.21924531e-05
0.02208         	4.54903201e-03	2.47111443e-03	2.29504279e-03	2.79007923e-03	2.88172485e-05	1.21297070e-05
0.0221          	4.54481189e-03	2.46176332e-03	2.30110197e-03	2.78071447e-03	2.87353988e-05	1.20417743e-05
0.02212         	4.53990962e-03	2.45232960e-03	2.30723461e-03	2.77142293e-03	2.86548936e-05	1.19416132e-05
0.02214         	4.53446562e-03	2.44266610e-03	2.31385036e-03	2.76211494e-03	2.85734793e-05	1.18823059e-05
0.02216         	4.52865483e-03	2.43288655e-03	2.32088282e-03	2.75298041e-03	2.84891007e-05	1.18902815e-05
0.02218         	4.52211000e-03	2.42304724e-03	2.32876209e-03	2.74392772e-03	2.84041293e-05	1.18872402e-05
0.0222          	4.51548177e-03	2.41315770e-03	2.33740603e-03	2.73488699e-03	2.83198412e-05	1.18621839e-05
0.02222         	4.50843745e-03	2.40323022e-03	2.34657452e-03	2.72576834e-03	2.82376233e-05	1.17996040e-05
0.02224         	4.50101061e-03	2.39311045e-03	2.35662629e-03	2.71648013e-03	2.81520899e-05	1.17077602e-05
0.02226         	4.49291432e-03	2.38297652e-03	2.36704746e-03	2.70718087e-03	2.80632073e-05	1.16124653e-05
0.02228         	4.48413115e-03	2.37276196e-03	2.37820988e-03	2.69788243e-03	2.79730651e-05	1.15439163e-05
0.0223          	4.47512046e-03	2.36244650e-03	2.39087659e-03	2.68871927e-03	2.78827632e-05	1.15503702e-05
0.02232         	4.46557266e-03	2.35202521e-03	2.40481308e-03	2.67964886e-03	2.77945811e-05	1.15438301e-05
0.02234         	4.45526214e-03	2.34172181e-03	2.41970872e-03	2.67047806e-03	2.77107447e-05	1.15123728e-05
0.02236         	4.44449159e-03	2.33131804e-03	2.43509039e-03	2.66143434e-03	2.76281450e-05	1.14717980e-05
0.02238         	4.43330294e-03	2.32114164e-03	2.45098381e-03	2.65245679e-03	2.75460647e-05	1.14092866e-05
0.0224          	4.42159194e-03	2.31089195e-03	2.46726354e-03	2.64337393e-03	2.74635393e-05	1.13243054e-05
0.02242         	4.40983008e-03	2.30066441e-03	2.48364830e-03	2.63436435e-03	2.73794232e-05	1.12394790e-05
0.02244         	4.39756012e-03	2.29053182e-03	2.50024842e-03	2.62514709e-03	2.72953036e-05	1.12472523e-05
0.02246         	4.38463744e-03	2.28053494e-03	2.51705409e-03	2.61602490e-03	2.72094810e-05	1.12446767e-05
0.02248         	4.37141026e-03	2.27069507e-03	2.53484308e-03	2.60684419e-03	2.71255235e-05	1.12119751e-05
0.0225          	4.35745021e-03	2.26085582e-03	2.55307727e-03	2.59773999e-03	2.70428776e-05	1.11642677e-05
0.02252         	4.34319853e-03	2.25111264e-03	2.57145781e-03	2.58864614e-03	2.69596692e-05	1.10995641e-05
0.02254         	4.32871486e-03	2.24152880e-03	2.58955409e-03	2.57939512e-03	2.68750772e-05	1.10259212e-05
0.02256         	4.31392672e-03	2.23211265e-03	2.60791433e-03	2.57006711e-03	2.67911713e-05	1.09681284e-05
0.02258         	4.29864107e-03	2.22265818e-03	2.62655073e-03	2.56068283e-03	2.67079642e-05	1.09662086e-05
0.0226          	4.28294223e-03	2.21312511e-03	2.64529652e-03	2.55122488e-03	2.66228406e-05	1.09655305e-05
0.02262         	4.26673356e-03	2.20366276e-03	2.66398684e-03	2.54177487e-03	2.65371653e-05	1.09497902e-05
0.02264         	4.25036021e-03	2.19418715e-03	2.68247133e-03	2.53249110e-03	2.64548287e-05	1.09132026e-05
0.02266         	4.23374782e-03	2.18472309e-03	2.70102949e-03	2.52326914e-03	2.63718025e-05	1.08403528e-05
0.02268         	4.21697165e-03	2.17528427e-03	2.71934245e-03	2.51400350e-03	2.62871784e-05	1.07502600e-05
0.0227          	4.19946760e-03	2.16582447e-03	2.73735979e-03	2.50493149e-03	2.62043136e-05	1.06917811e-05
0.02272         	4.18195735e-03	2.15651685e-03	2.75522781e-03	2.49587916e-03	2.61233297e-05	1.07024145e-05
0.02274         	4.16409488e-03	2.14732346e-03	2.77372077e-03	2.48681002e-03	2.60411469e-05	1.07390723e-05
0.02276         	4.14547799e-03	2.13833548e-03	2.79223793e-03	2.47773420e-03	2.59615889e-05	1.07482900e-05
0.02278         	4.12630437e-03	2.12929347e-03	2.81104007e-03	2.46868821e-03	2.58837787e-05	1.07114238e-05
0.0228          	4.10662745e-03	2.12029505e-03	2.83000830e-03	2.45980584e-03	2.58045617e-05	1.06457645e-05
0.02282         	4.08611507e-03	2.11156067e-03	2.84875405e-03	2.45081615e-03	2.57280042e-05	1.05565966e-05
0.02284         	4.06495865e-03	2.10288605e-03	2.86727944e-03	2.44191619e-03	2.56498344e-05	1.04804509e-05
0.02286         	4.04375848e-03	2.09425217e-03	2.88572017e-03	2.43307542e-03	2.55712339e-05	1.04847491e-05
0.02288         	4.02227896e-03	2.08553990e-03	2.90391782e-03	2.42449886e-03	2.54960582e-05	1.05165918e-05
0.0229          	4.00009906e-03	2.07712274e-03	2.92180883e-03	2.41598651e-03	2.54216532e-05	1.05156845e-05
0.02292         	3.97753183e-03	2.06863411e-03	2.93947328e-03	2.40738932e-03	2.53473459e-05	1.04957498e-05
0.02294         	3.95442104e-03	2.06011412e-03	2.95696675e-03	2.39872747e-03	2.52721126e-05	1.04607518e-05
0.02296         	3.93097425e-03	2.05163416e-03	2.97448296e-03	2.39018906e-03	2.51936256e-05	1.03819960e-05
0.02298         	3.90717149e-03	2.04318278e-03	2.99183749e-03	2.38154191e-03	2.51113812e-05	1.02800283e-05
0.023           	3.88343742e-03	2.03513681e-03	3.00905039e-03	2.37295753e-03	2.50263132e-05	1.02695315e-05
0.02302         	3.85930105e-03	2.02720176e-03	3.02597169e-03	2.36453182e-03	2.49408997e-05	1.03039967e-05
0.02304         	3.83496100e-03	2.01927442e-03	3.04303729e-03	2.35616940e-03	2.48561425e-05	1.03116683e-05
0.02306         	3.80967857e-03	2.01137256e-03	3.06028069e-03	2.34794605e-03	2.47738015e-05	1.03096931e-05
0.02308         	3.78408864e-03	2.00353752e-03	3.07723134e-03	2.33975320e-03	2.46949185e-05	1.02875703e-05
0.0231          	3.75846572e-03	1.99592344e-03	3.09398075e-03	2.33168695e-03	2.46183293e-05	1.02448007e-05
0.02312         	3.73286750e-03	1.98819710e-03	3.11066897e-03	2.32352294e-03	2.45473985e-05	1.01846985e-05
0.02314         	3.70679294e-03	1.98056187e-03	3.12717330e-03	2.31537376e-03	2.44775550e-05	1.01687906e-05
0.02316         	3.68069659e-03	1.97305018e-03	3.14343841e-03	2.30725781e-03	2.44062992e-05	1.01990288e-05
0.02318         	3.65455971e-03	1.96539297e-03	3.15952802e-03	2.29918780e-03	2.43370431e-05	1.02249896e-05
0.0232          	3.62791869e-03	1.95796719e-03	3.17534173e-03	2.29136803e-03	2.42682116e-05	1.02248760e-05
0.02322         	3.60066207e-03	1.95056185e-03	3.19107373e-03	2.28378058e-03	2.41996726e-05	1.01918511e-05
0.02324         	3.57278527e-03	1.94314025e-03	3.20692249e-03	2.27631395e-03	2.41304895e-05	1.01446021e-05
0.02326         	3.54521779e-03	1.93570824e-03	3.22285050e-03	2.26917748e-03	2.40606684e-05	1.01089162e-05
0.02328         	3.51776224e-03	1.92839640e-03	3.23860932e-03	2.26202483e-03	2.39914041e-05	1.00982996e-05
0.0233          	3.49024762e-03	1.92130994e-03	3.25416326e-03	2.25480853e-03	2.39241008e-05	1.01551998e-05
0.02332         	3.46212707e-03	1.91422561e-03	3.26959020e-03	2.24766717e-03	2.38581594e-05	1.01910365e-05
0.02334         	3.43376250e-03	1.90710488e-03	3.28512509e-03	2.24076223e-03	2.37945231e-05	1.01858728e-05
0.02336         	3.40566989e-03	1.89995522e-03	3.30070533e-03	2.23388180e-03	2.37329977e-05	1.01604705e-05
0.02338         	3.37783519e-03	1.89291623e-03	3.31607274e-03	2.22720318e-03	2.36743771e-05	1.01052134e-05
0.0234          	3.35030103e-03	1.88585222e-03	3.33135062e-03	2.22064300e-03	2.36177014e-05	1.00785618e-05
0.02342         	3.32239486e-03	1.87884061e-03	3.34658504e-03	2.21425123e-03	2.35598790e-05	1.00491103e-05
0.02344         	3.29465989e-03	1.87208589e-03	3.36160676e-03	2.20792474e-03	2.35008732e-05	1.00722211e-05
0.02346         	3.26724239e-03	1.86552350e-03	3.37682368e-03	2.20164621e-03	2.34424455e-05	1.01171051e-05
0.02348         	3.24008409e-03	1.85883125e-03	3.39212830e-03	2.19544877e-03	2.33848178e-05	1.01466428e-05
0.0235          	3.21323908e-03	1.85210985e-03	3.40713360e-03	2.18950625e-03	2.33280503e-05	1.01334018e-05
0.02352         	3.18618466e-03	1.84529775e-03	3.42182939e-03	2.18356498e-03	2.32749829e-05	1.00802684e-05
0.02354         	3.15941218e-03	1.83847940e-03	3.43630766e-03	2.17789376e-03	2.32246951e-05	1.00388908e-05
0.02356         	3.13244345e-03	1.83161402e-03	3.45052273e-03	2.17229468e-03	2.31744949e-05	1.00117620e-05
0.02358         	3.10587530e-03	1.82497979e-03	3.46482577e-03	2.16706954e-03	2.31244683e-05	9.98867704e-06
0.0236          	3.07981752e-03	1.81876575e-03	3.47944829e-03	2.16188234e-03	2.30769705e-05	1.00247493e-05
0.02362         	3.05400478e-03	1.81265711e-03	3.49382330e-03	2.15681459e-03	2.30354337e-05	1.00443443e-05
0.02364         	3.02819867e-03	1.80655321e-03	3.50785617e-03	2.15194150e-03	2.29961643e-05	1.00507112e-05
0.02366         	3.00342268e-03	1.80062207e-03	3.52172236e-03	2.14722506e-03	2.29598956e-05	1.00593343e-05
0.02368         	2.97983938e-03	1.79477179e-03	3.53558936e-03	2.14250848e-03	2.29225391e-05	1.00304121e-05
0.0237          	2.95717125e-03	1.78919184e-03	3.54937184e-03	2.13776862e-03	2.28845246e-05	1.00060397e-05
0.02372         	2.93502117e-03	1.78353887e-03	3.56316044e-03	2.13334012e-03	2.28478713e-05	9.99048351e-06
0.02374         	2.91269807e-03	1.77799547e-03	3.57681552e-03	2.12896573e-03	2.28107273e-05	1.00243230e-05
0.02376         	2.89008223e-03	1.77256957e-03	3.59043819e-03	2.12463432e-03	2.27743394e-05	1.00440229e-05
0.02378         	2.86813577e-03	1.76737785e-03	3.60392918e-03	2.12050304e-03	2.27388663e-05	1.00580080e-05
0.0238          	2.84696359e-03	1.76239323e-03	3.61713895e-03	2.11660388e-03	2.27042334e-05	1.00724056e-05
0.02382         	2.82625407e-03	1.75741855e-03	3.63016446e-03	2.11288661e-03	2.26697342e-05	1.00602157e-05
0.02384         	2.80545591e-03	1.75258787e-03	3.64344882e-03	2.10892396e-03	2.26358229e-05	1.00443465e-05
0.02386         	2.78519929e-03	1.74768927e-03	3.65687218e-03	2.10473352e-03	2.26037674e-05	1.00591952e-05
0.02388         	2.76621072e-03	1.74284529e-03	3.66998856e-03	2.10082589e-03	2.25740147e-05	1.00946431e-05
0.0239          	2.74745010e-03	1.73808885e-03	3.68272205e-03	2.09723121e-03	2.25446329e-05	1.01306676e-05
0.02392         	2.72894668e-03	1.73336530e-03	3.69513833e-03	2.09380493e-03	2.25185865e-05	1.01295077e-05
0.02394         	2.71114756e-03	1.72877736e-03	3.70745319e-03	2.09039501e-03	2.24964781e-05	1.01337973e-05
0.02396         	2.69413049e-03	1.72438359e-03	3.71956766e-03	2.08701046e-03	2.24793079e-05	1.01315838e-05
0.02398         	2.67839830e-03	1.72013728e-03	3.73174529e-03	2.08391868e-03	2.24626821e-05	1.01214486e-05
0.024           	2.66377123e-03	1.71588066e-03	3.74368785e-03	2.08123851e-03	2.24438331e-05	1.01070075e-05
0.02402         	2.64968155e-03	1.71167342e-03	3.75554353e-03	2.07866984e-03	2.24244285e-05	1.01539062e-05
0.02404         	2.63610673e-03	1.70753973e-03	3.76714788e-03	2.07616681e-03	2.24057752e-05	1.02150985e-05
0.02406         	2.62273145e-03	1.70347404e-03	3.77852235e-03	2.07366185e-03	2.23858665e-05	1.02258049e-05
0.02408         	2.60993447e-03	1.69961168e-03	3.78987494e-03	2.07118936e-03	2.23655403e-05	1.02066086e-05
0.0241          	2.59785026e-03	1.69570291e-03	3.80119449e-03	2.06857861e-03	2.23453286e-05	1.02202590e-05
0.02412         	2.58647190e-03	1.69177232e-03	3.81225232e-03	2.06599804e-03	2.23268720e-05	1.01995027e-05
0.02414         	2.57539126e-03	1.68791677e-03	3.82303830e-03	2.06346504e-03	2.23084977e-05	1.01654685e-05
0.02416         	2.56554563e-03	1.68419261e-03	3.83344687e-03	2.06105633e-03	2.22889198e-05	1.01340220e-05
0.02418         	2.55725783e-03	1.68055709e-03	3.84379302e-03	2.05870532e-03	2.22716226e-05	1.01654212e-05
0.0242          	2.55017703e-03	1.67686203e-03	3.85383246e-03	2.05641319e-03	2.22570370e-05	1.02092047e-05
0.02422         	2.54308094e-03	1.67316081e-03	3.86376138e-03	2.05438938e-03	2.22433614e-05	1.02209139e-05
0.02424         	2.53593228e-03	1.66966327e-03	3.87367663e-03	2.05248353e-03	2.22319979e-05	1.02124776e-05
0.02426         	2.52925597e-03	1.66676519e-03	3.88336127e-03	2.05071946e-03	2.22200279e-05	1.01954171e-05
0.02428         	2.52356438e-03	1.66415988e-03	3.89262259e-03	2.04904356e-03	2.22099226e-05	1.01768034e-05
0.0243          	2.51865182e-03	1.66180045e-03	3.90184298e-03	2.04757372e-03	2.21993939e-05	1.01287310e-05
0.02432         	2.51360736e-03	1.65952498e-03	3.91088160e-03	2.04617624e-03	2.21882856e-05	1.01183893e-05
0.02434         	2.50961153e-03	1.65716093e-03	3.91992179e-03	2.04472426e-03	2.21779943e-05	1.01596958e-05
0.02436         	2.50629024e-03	1.65495651e-03	3.92874428e-03	2.04360106e-03	2.21698505e-05	1.01821813e-05
0.02438         	2.50322143e-03	1.65271692e-03	3.93735487e-03	2.04243488e-03	2.21628584e-05	1.01944512e-05
0.0244          	2.50019849e-03	1.65059665e-03	3.94570365e-03	2.04130663e-03	2.21566298e-05	1.02283678e-05
0.02442         	2.49668153e-03	1.64865204e-03	3.95388137e-03	2.04014811e-03	2.21536549e-05	1.02416029e-05
0.02444         	2.49321855e-03	1.64665978e-03	3.96196822e-03	2.03911373e-03	2.21529972e-05	1.02305791e-05
0.02446         	2.49007120e-03	1.64512576e-03	3.96996049e-03	2.03813438e-03	2.21508925e-05	1.02099800e-05
0.02448         	2.48720939e-03	1.64415116e-03	3.97749488e-03	2.03724503e-03	2.21472300e-05	1.02374782e-05
0.0245          	2.48418094e-03	1.64344978e-03	3.98475035e-03	2.03636978e-03	2.21454025e-05	1.03144489e-05
0.02452         	2.48148220e-03	1.64325060e-03	3.99188820e-03	2.03553654e-03	2.21464946e-05	1.03529351e-05
0.02454         	2.47937912e-03	1.64338977e-03	3.99868794e-03	2.03470678e-03	2.21484428e-05	1.03597735e-05
0.02456         	2.47706263e-03	1.64385239e-03	4.00538425e-03	2.03404329e-03	2.21529618e-05	1.03575525e-05
0.02458         	2.47466542e-03	1.64477117e-03	4.01167819e-03	2.03346102e-03	2.21572532e-05	1.03560861e-05
0.0246          	2.47262582e-03	1.64595075e-03	4.01786264e-03	2.03293262e-03	2.21601593e-05	1.03868072e-05
0.02462         	2.47041941e-03	1.64710844e-03	4.02391051e-03	2.03240213e-03	2.21607667e-05	1.04030360e-05
0.02464         	2.46777904e-03	1.64868948e-03	4.02932989e-03	2.03186817e-03	2.21605869e-05	1.04416291e-05
0.02466         	2.46482610e-03	1.65056814e-03	4.03453430e-03	2.03124233e-03	2.21618317e-05	1.04632657e-05
0.02468         	2.46163465e-03	1.65247639e-03	4.03981356e-03	2.03056070e-03	2.21619125e-05	1.04502603e-05
0.0247          	2.45803868e-03	1.65434121e-03	4.04467380e-03	2.03014941e-03	2.21607389e-05	1.04151249e-05
0.02472         	2.45420951e-03	1.65654253e-03	4.04913143e-03	2.02980441e-03	2.21589350e-05	1.03799939e-05
0.02474         	2.45110809e-03	1.65890719e-03	4.05343949e-03	2.02954938e-03	2.21539709e-05	1.03663401e-05
0.02476         	2.44793513e-03	1.66134207e-03	4.05737032e-03	2.02918085e-03	2.21483246e-05	1.03774709e-05
0.02478         	2.44423866e-03	1.66401615e-03	4.06082350e-03	2.02868128e-03	2.21430383e-05	1.03761142e-05
0.0248          	2.44051074e-03	1.66686572e-03	4.06382196e-03	2.02802337e-03	2.21355409e-05	1.03855466e-05
0.02482         	2.43654191e-03	1.67001559e-03	4.06655734e-03	2.02723402e-03	2.21308824e-05	1.03818423e-05
0.02484         	2.43301417e-03	1.67324606e-03	4.06894154e-03	2.02657797e-03	2.21276754e-05	1.03696481e-05
0.02486         	2.42854589e-03	1.67664793e-03	4.07069013e-03	2.02590754e-03	2.21254487e-05	1.03164123e-05
0.02488         	2.42406468e-03	1.68003220e-03	4.07186768e-03	2.02520712e-03	2.21268573e-05	1.02502461e-05
0.0249          	2.41899164e-03	1.68334820e-03	4.07266343e-03	2.02454543e-03	2.21268210e-05	1.02030473e-05
0.02492         	2.41354450e-03	1.68695255e-03	4.07297249e-03	2.02378508e-03	2.21259777e-05	1.02121920e-05
0.02494         	2.40791511e-03	1.69063202e-03	4.07290484e-03	2.02308726e-03	2.21266271e-05	1.02382115e-05
0.02496         	2.40221656e-03	1.69444249e-03	4.07265510e-03	2.02232740e-03	2.21295560e-05	1.02616114e-05
0.02498         	2.39668959e-03	1.69836402e-03	4.07208502e-03	2.02149585e-03	2.21339984e-05	1.02548616e-05
0.025           	2.39062025e-03	1.70230032e-03	4.07119417e-03	2.02078245e-03	2.21366725e-05	1.02314495e-05
0.02502         	2.38417466e-03	1.70627273e-03	4.07015579e-03	2.02061040e-03	2.21389328e-05	1.01917577e-05
0.02504         	2.37723473e-03	1.71030076e-03	4.06918712e-03	2.02112661e-03	2.21412692e-05	1.01573331e-05
0.02506         	2.36968301e-03	1.71435750e-03	4.06823074e-03	2.02170041e-03	2.21427284e-05	1.01560935e-05
0.02508         	2.36181513e-03	1.71839117e-03	4.06730349e-03	2.02273036e-03	2.21423663e-05	1.02042092e-05
0.0251          	2.35384059e-03	1.72233362e-03	4.06638431e-03	2.02429490e-03	2.21412175e-05	1.02352238e-05
0.02512         	2.34516320e-03	1.72636920e-03	4.06554924e-03	2.02580010e-03	2.21396155e-05	1.02650343e-05
0.02514         	2.33586222e-03	1.73076400e-03	4.06505985e-03	2.02716924e-03	2.21375650e-05	1.02733073e-05
0.02516         	2.32676911e-03	1.73513408e-03	4.06472680e-03	2.02842060e-03	2.21353877e-05	1.02451925e-05
0.02518         	2.31686105e-03	1.73951079e-03	4.06445857e-03	2.02971120e-03	2.21360381e-05	1.02007166e-05
0.0252          	2.30647212e-03	1.74396917e-03	4.06438796e-03	2.03100158e-03	2.21387256e-05	1.02069343e-05
0.02522         	2.29636945e-03	1.74841657e-03	4.06425722e-03	2.03222361e-03	2.21388171e-05	1.02312255e-05
0.02524         	2.28588837e-03	1.75289678e-03	4.06415260e-03	2.03345951e-03	2.21375002e-05	1.02563148e-05
0.02526         	2.27485179e-03	1.75753437e-03	4.06418988e-03	2.03488042e-03	2.21352205e-05	1.02428787e-05
0.02528         	2.26311894e-03	1.76217924e-03	4.06419980e-03	2.03636379e-03	2.21307467e-05	1.01847789e-05
0.0253          	2.25124862e-03	1.76691078e-03	4.06427052e-03	2.03786429e-03	2.21235583e-05	1.01328608e-05
0.02532         	2.23903676e-03	1.77167646e-03	4.06454180e-03	2.03952013e-03	2.21138602e-05	1.00770242e-05
0.02534         	2.22631574e-03	1.77642830e-03	4.06503252e-03	2.04116074e-03	2.21014139e-05	1.00498545e-05
0.02536         	2.21299581e-03	1.78118154e-03	4.06580858e-03	2.04266951e-03	2.20879765e-05	1.00364932e-05
0.02538         	2.19919223e-03	1.78600964e-03	4.06717217e-03	2.04412449e-03	2.20741622e-05	1.00278272e-05
0.0254          	2.18487131e-03	1.79092650e-03	4.06880660e-03	2.04542878e-03	2.20577899e-05	1.00024138e-05
0.02542         	2.17056337e-03	1.79595093e-03	4.07059733e-03	2.04665179e-03	2.20415551e-05	9.93098735e-06
0.02544         	2.15619486e-03	1.80101583e-03	4.07238097e-03	2.04796580e-03	2.20243483e-05	9.84717287e-06
0.02546         	2.14110990e-03	1.80600955e-03	4.07372368e-03	2.04929326e-03	2.20064630e-05	9.77616735e-06
0.02548         	2.12561602e-03	1.81096308e-03	4.07488350e-03	2.05062527e-03	2.19894199e-05	9.71327646e-06
0.0255          	2.10996388e-03	1.81597416e-03	4.07616036e-03	2.05196344e-03	2.19715974e-05	9.66378974e-06
0.02552         	2.09438168e-03	1.82099053e-03	4.07750025e-03	2.05319966e-03	2.19547822e-05	9.64617038e-06
0.02554         	2.07870163e-03	1.82598482e-03	4.07875373e-03	2.05448535e-03	2.19367261e-05	9.63491372e-06
0.02556         	2.06284983e-03	1.83107507e-03	4.07968461e-03	2.05597294e-03	2.19187106e-05	9.60743853e-06
0.02558         	2.04698047e-03	1.83613780e-03	4.08040784e-03	2.05738700e-03	2.18999302e-05	9.53512135e-06
0.0256          	2.03102381e-03	1.84120176e-03	4.08088257e-03	2.05884125e-03	2.18798606e-05	9.50132267e-06
0.02562         	2.01505634e-03	1.84627357e-03	4.08102402e-03	2.06062394e-03	2.18599977e-05	9.46619211e-06
0.02564         	1.99909263e-03	1.85142857e-03	4.08097446e-03	2.06246213e-03	2.18394065e-05	9.40420974e-06
0.02566         	1.98320273e-03	1.85672254e-03	4.08067373e-03	2.06437217e-03	2.18198418e-05	9.36464909e-06
0.02568         	1.96757222e-03	1.86212947e-03	4.08017185e-03	2.06634966e-03	2.18023130e-05	9.35792715e-06
0.0257          	1.95267357e-03	1.86760479e-03	4.07914189e-03	2.06839379e-03	2.17848766e-05	9.34253733e-06
0.02572         	1.93847418e-03	1.87304007e-03	4.07761620e-03	2.07062942e-03	2.17684501e-05	9.31796850e-06
0.02574         	1.92429437e-03	1.87847591e-03	4.07574830e-03	2.07300170e-03	2.17497723e-05	9.27464802e-06
0.02576         	1.91011230e-03	1.88385778e-03	4.07347609e-03	2.07521068e-03	2.17291348e-05	9.24028242e-06
0.02578         	1.89563969e-03	1.88937220e-03	4.07075087e-03	2.07773601e-03	2.17077923e-05	9.19016762e-06
0.0258          	1.88096040e-03	1.89484401e-03	4.06739169e-03	2.08039016e-03	2.16853431e-05	9.15796306e-06
0.02582         	1.86668098e-03	1.90035053e-03	4.06336284e-03	2.08326474e-03	2.16611129e-05	9.13824980e-06
0.02584         	1.85283990e-03	1.90577764e-03	4.05892834e-03	2.08628626e-03	2.16356669e-05	9.10941073e-06
0.02586         	1.83939825e-03	1.91106826e-03	4.05406387e-03	2.08922744e-03	2.16072789e-05	9.07872549e-06
0.02588         	1.82644158e-03	1.91638118e-03	4.04863099e-03	2.09218770e-03	2.15757465e-05	9.04937593e-06
0.0259          	1.81340441e-03	1.92162914e-03	4.04264433e-03	2.09510307e-03	2.15412120e-05	9.03222697e-06
0.02592         	1.80055883e-03	1.92696961e-03	4.03626025e-03	2.09821303e-03	2.15036768e-05	8.96762638e-06
0.02594         	1.78786425e-03	1.93238276e-03	4.02953026e-03	2.10146328e-03	2.14651736e-05	8.90974654e-06
0.02596         	1.77500585e-03	1.93768640e-03	4.02240298e-03	2.10497705e-03	2.14230253e-05	8.88343122e-06
0.02598         	1.76234320e-03	1.94304421e-03	4.01490015e-03	2.10853193e-03	2.13786130e-05	8.83187809e-06
0.026           	1.75031626e-03	1.94841800e-03	4.00703819e-03	2.11211651e-03	2.13318804e-05	8.78311371e-06
